@RELATION 'eisen0.names'

@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/05,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/18,30/05/02,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,43/03,99

@DATA
0.14,0.16,-0.4,-0.1,-0.56,-0.17,-0.25,-0.18,-0.58,-0.47,-0.49,-0.27,-0.29,-0.81,-0.56,-0.42,-0.27,-0.1,0.06,0.25,0.06,-0.18,-0.76,0.04,0.24,-0.94,0.01,-0.25,-0.2,0.25,-0.03,0.44,0.01,0.14,-0.14,-0.04,-0.2,0.06,0.44,-0.03,14/07
0.04,-0.22,-0.3,-0.17,-0.67,-0.34,0.08,-0.25,-0.67,-0.45,-0.36,-0.36,-0.27,-0.42,-0.71,-0.2,0.08,0.12,-0.03,0.29,0.42,-0.49,-0.34,0.03,-0.32,-0.1,0.03,0.5,0.57,0.82,-0.12,-0.09,0.43,0.26,-0.1,-0.1,-0.06,-0.56,0.16,-0.3,01/07/01@01/20
0.21,-0.17,0.03,0.07,-0.38,-0.23,-0.07,-0.1,-0.47,-0.56,-0.15,-0.51,-0.25,-0.15,-0.71,-0.3,-0.22,0.23,-0.27,0.46,0.88,-0.27,0.41,-1.12,0.12,-0.12,-0.14,-0.03,0.01,0.1,-0.54,-0.51,1.32,0.46,1.53,0.28,-1.43,-0.07,0.32,0.08,20/01/15@32/01/01@32/07/07/05@42/16
0.12,0.32,-0.22,-0.14,0.23,0.49,-0.04,0.03,-0.1,0.3,0.1,0.21,0.21,0.1,0.11,0.26,0.19,-0.23,?,-0.04,-0.09,?,0.2,0.7,0.65,0.86,1.51,1.34,0.99,1.58,0.16,-0.47,0.07,-0.03,0.67,-0.07,0.1,-0.12,0.25,0.2,12/01/01@42/16
0.39,-0.58,-0.29,-0.2,-0.42,-0.29,-0.27,-0.25,-0.92,-0.67,-0.09,-0.67,-0.67,-0.71,-0.62,-0.79,-0.42,-0.3,-0.69,0.01,0.23,-0.1,-0.12,-0.04,-0.01,-0.06,-0.17,0.95,1.06,1.45,-0.15,-0.23,-0.49,-0.07,1.04,-0.3,-0.4,-0.06,0.23,0.5,12/01/01
-0.01,-0.09,-0.27,0.06,-0.03,-0.1,-0.22,-0.15,-0.29,-0.23,0.16,0.01,-0.2,0.04,-0.34,-0.18,-0.03,-0.04,-0.4,-0.06,0.07,0.46,0.25,0.23,0.4,0.51,0.15,0.95,0.69,1.01,-0.32,0.25,-0.58,-0.58,0.28,-0.06,-0.12,0.06,0.07,-0.34,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/10/03@42/22@43/01/03/05
-0.2,-0.04,-0.36,0.65,?,-0.51,0.08,-0.06,-0.4,-0.06,-0.36,-0.34,0.04,-0.06,-0.12,-0.23,0.19,-0.14,0.1,-0.01,-0.03,0.21,-0.54,0.01,0.39,-0.67,-0.22,-0.94,-0.04,-0.32,0.01,-0.15,0.73,0.43,0.1,-0.4,0.18,0.11,-0.25,-0.38,11/02/01@11/02/02@11/02/03/01
-0.2,-0.06,-0.42,0.32,0.7,0.42,0.06,0.03,-0.3,0.1,0.18,0.29,-0.43,0.23,0.14,0.32,-0.34,-0.34,-0.12,-0.25,-0.58,-0.49,0.51,0.3,0.71,0.19,0.11,0.19,0.07,0.23,0.29,0.45,0.75,-0.12,-0.56,-0.38,-0.23,-0.04,-0.03,-0.42,18/01/01@18/02/01@20/01/15@32/01/01@32/07/07
?,0.2,-0.01,-0.23,0.19,0.19,-0.18,0.19,-0.07,0.19,0.12,0.04,0.24,0.4,0.32,0.18,-0.17,-0.38,-0.3,-0.32,-0.23,0.16,-0.22,0.25,0.4,-0.17,0.63,0.33,-0.03,0.44,0.15,-0.01,1.05,-0.12,0.63,0.48,0.61,0.3,0.11,-0.23,11/04/01@11/04/03/01
-0.67,-0.4,-0.49,-0.25,-0.49,-0.17,-0.15,-0.58,-0.71,-0.49,-0.42,-0.14,0.06,0.16,-0.12,-0.58,-0.14,-0.3,-0.32,-0.12,-0.67,-0.17,-0.54,-0.09,-0.04,-0.15,0.75,-0.3,-0.12,-0.22,-0.09,-0.23,0.41,0.34,0.08,-0.32,0.06,-0.09,-0.22,0.06,11/04/03/05@14/10
-0.03,0.26,-0.32,-0.36,0.01,?,0.37,0.16,0.01,0.32,0.08,0.14,0.46,0.14,0.33,0.15,0.1,0.11,0.32,-0.12,-0.04,-1.18,-0.92,1.43,-0.4,-0.89,0.36,-0.56,-0.43,-1.43,0.21,-0.09,1.17,0.44,-0.12,-0.27,0.91,-0.14,0.24,-0.38,01/03/16/01@11/02/03/04/03@11/04@34/11/03/07@41/01/01
0.01,-0.09,0.03,-0.17,0.18,0.41,-0.03,0.45,-0.1,0.4,-0.14,-0.15,0.34,-0.04,0.1,0.07,?,-0.25,-0.14,-0.43,-0.4,0.14,-0.84,0.36,0.36,-1.03,0.46,-0.86,0.06,-0.92,0.14,-0.84,-0.23,0.06,-0.3,-0.09,0.62,0.32,0.16,-0.49,11/06/02
-0.56,-0.67,-0.47,0.07,0.31,-0.27,-0.17,-0.45,0.15,-0.12,0.26,0.16,-0.06,-0.06,0.08,-0.4,-0.42,-0.29,-0.14,-0.4,-0.27,-0.67,-0.36,-0.03,-0.22,-0.22,0.32,-0.64,-0.4,-0.64,-0.07,-0.42,1.05,0.11,-0.58,0.14,1.53,0.14,0.06,-0.62,11/02/01@11/02/03/01
-0.84,-0.27,-0.09,-0.17,0.08,0.37,-0.12,0.11,0.18,0.54,-0.15,0.11,0.36,0.11,0.29,0.23,0.2,0.33,0.2,0.24,0.32,-0.2,-0.6,0.55,0.41,-0.56,0.25,-0.79,-0.79,-0.79,-0.03,-0.62,1.2,0.4,-0.69,0.12,0.92,0.08,-0.04,-0.38,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.15,-0.34,-0.29,0.07,-0.25,0.04,-0.1,0.03,-0.36,-0.07,-0.36,-0.25,0.44,0.12,-0.04,0.3,-0.09,0.11,-0.22,0.21,-0.3,-0.43,-0.76,-0.06,-0.04,0.14,0.15,-0.43,-0.34,-0.38,-0.06,-0.29,0.08,0.74,-0.86,0.38,0.74,0.03,-0.1,-1.15,11/02/03/01/07@11/04/02@11/04/03/01@11/04/03/05@16/03/03
-0.22,0.03,-0.09,-0.03,0.15,0.29,-0.29,0.48,-0.25,0.6,-0.29,-0.23,0.29,-0.12,0.07,0.24,-0.03,-0.06,0.14,-0.07,-0.18,-0.04,-0.71,0.14,0.3,-0.94,-0.1,-1.29,-0.27,-0.89,-0.1,0.04,0.25,0.93,-0.36,0.4,0.98,-0.03,-0.07,-0.51,01/04@10/01/02@10/01/05/01@10/01/05/03@10/01/09/05@11/02/03/01/04@11/02/03/04@11/04/01@11/04/03/01@16/03/01@16/19/03@42/10/03
-0.56,-0.43,-0.29,-0.12,-0.4,-0.09,0.28,-0.25,-0.45,-0.09,-0.38,-0.17,0.31,-0.03,-0.18,-0.14,0.43,-0.09,0.15,0.04,0.23,-0.04,-0.06,-0.38,-0.17,-0.12,0.1,-0.25,-0.45,-0.58,-0.36,-0.54,-0.12,0.59,-0.4,0.31,0.71,-0.25,-0.04,-0.36,11/04/01@11/04/02@16/19/03
0.32,0.82,-0.04,?,-0.06,-0.1,0.08,?,-0.09,-0.18,-0.09,0.04,-0.38,-0.04,-0.17,-0.36,-0.04,0.01,-0.4,-0.38,-0.84,0.31,-0.22,-0.06,-0.04,-0.34,-0.18,-0.32,-0.4,-0.38,0.07,-0.81,0.81,1.74,-0.4,-0.18,0.64,-0.3,-0.29,-0.38,10/01/09/05@11/02/03/04@32/01/09@42/10/03
0.37,0.6,0.01,0.06,0.04,0.14,0.01,0.48,-0.38,0.03,-0.36,0.26,0.07,-0.17,-0.67,-1.22,-0.64,-0.49,-0.01,-0.69,-0.69,0.11,-0.43,0.58,-0.6,-1.22,0.14,-1.09,-0.64,-1.09,-0.29,-0.71,0.86,0.34,-0.36,0.51,0.59,-0.06,0.1,-0.27,14/07/11@14/13/01@16/17@41/01/01@43/01/03/05
0.48,0.53,0.19,-0.04,0.44,0.15,-0.09,1,0.5,0.23,-0.17,0.44,?,-0.38,-0.58,-0.6,-0.6,-0.17,-0.23,-0.84,-1.03,-0.47,-0.22,-0.07,-0.01,-0.01,-0.03,-0.27,-0.2,-0.56,-0.12,-0.01,0.78,0.83,-0.74,0.28,0.31,0.07,0.1,-0.25,01/01/13@01/02/07@01/06/10@10/03/01@10/03/02/01@11/02/03/04@16/03/01
-0.32,-0.34,-0.1,-0.22,-0.17,-0.07,-0.29,0.08,-0.25,0.08,?,-0.25,-0.07,-0.49,-0.71,-0.6,-0.56,-0.12,-0.14,-0.03,-0.34,0.08,0.07,-0.22,-0.07,-0.22,-0.71,-0.27,-0.38,-0.36,-0.4,-0.67,0.26,0.34,-0.81,0.26,0.44,-0.01,0.07,-0.18,10/03/03@10/03/04/05@14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
-0.22,-0.54,-0.64,-0.4,-0.14,-0.38,0.1,-0.54,-0.2,-0.34,-0.25,-0.09,0.06,-0.04,-0.27,0.12,-0.29,-0.56,-0.42,-0.06,-0.56,0.26,0.03,0.07,?,-0.4,0.01,-0.27,-0.04,-0.38,-0.14,-0.79,0.12,0.44,-0.36,-0.27,-0.4,-0.38,-0.38,-0.51,99
-0.06,-0.38,-0.3,?,-0.23,-0.07,-0.12,-0.49,0.26,-0.06,-0.42,-0.23,-0.15,-0.29,-0.38,-0.45,-0.3,-0.3,-0.38,-0.4,-1.22,-0.32,-0.69,0.61,-0.27,-1.32,0.19,-1.15,-0.76,-1.36,-0.45,-1.25,0.45,0.77,-0.22,-0.23,0.72,-0.42,-0.69,-0.43,01/07/01@16/21/17
-0.29,-0.42,-0.22,-0.34,-0.42,-0.23,-0.15,-0.25,-0.56,-0.27,-0.22,-0.42,0.24,-0.2,-0.3,-0.07,0.3,0.06,0.23,0.08,-0.67,-0.32,-0.69,0.07,0.57,-0.23,0.61,-0.34,-0.51,-0.54,-0.01,-0.71,0.7,0.44,-0.42,0.5,0.5,-0.32,-0.25,-0.03,11/02/01@11/02/02@11/02/03/01
-0.56,-0.25,-0.47,-0.49,-0.74,-0.47,-0.06,-0.6,-0.2,-0.49,-0.69,-0.15,-0.4,-0.25,-0.51,-0.64,-0.6,-0.64,-0.56,-0.6,-1.22,-0.69,-1,0.21,-0.25,-0.76,0.52,-0.94,-0.43,-0.69,?,-0.04,1.33,0.16,0.29,-0.47,-0.51,-0.25,-0.42,0.08,10/01/09/05@11/02/03/04@16/03/01@34/11/03/07
-0.36,-0.89,-0.79,-0.15,0.15,-0.34,0.04,-0.76,-0.36,0.16,-0.43,0.03,-0.01,0.03,-0.06,0.16,0.18,?,0.03,0.07,-0.42,-0.03,0.04,0.7,1.25,?,-0.12,-1,-0.51,-1.32,0.37,-0.49,0.65,0.36,0.24,-0.36,0.31,-0.29,0.24,-0.14,01/05/25@10/01/09/05@11/02/03/04/01@16/01@16/03/01@42/10/03
-0.94,-1.15,-0.67,-0.47,-0.62,-0.3,-0.01,-0.47,-0.79,-0.6,-0.76,-0.49,0.07,-0.03,-0.69,-0.45,-0.17,-0.36,-0.47,-0.23,-0.27,0.37,-0.34,0.25,0.41,0.57,0.85,-0.2,0.08,0.45,0.16,-0.58,1.24,0.58,0.28,?,-0.56,-0.29,-0.1,-0.3,11/04/01@11/04/02
-0.04,-0.1,0.18,0.14,-0.14,-0.03,0.08,-0.23,-0.15,-0.09,0.16,0.37,-0.38,-0.3,-0.56,-0.15,0.07,0.1,0.06,0.08,0.08,0.28,0.12,-0.25,-0.09,-0.22,-0.69,-0.4,-0.51,-0.58,-0.43,-0.51,0.67,0.82,-0.67,-0.56,-0.22,-0.15,0.04,-0.18,14/07/01@20/09/18/09/01@30/05@34/11/03/07
0.2,-0.38,-0.07,0.67,0.25,0.36,-0.15,-0.51,-0.51,-0.43,0.08,0.06,-0.15,-0.12,-0.36,-0.3,-0.49,-0.3,-0.6,-0.54,-0.74,-0.74,-0.92,0.25,-0.74,-1.12,-0.15,-1.51,-1.15,-0.89,-0.17,-1.03,0.03,0.71,-0.15,0.18,0.24,-1.12,-1,-1.03,20/01/01/01@20/01/01/07@20/01/25@20/03
-0.25,-0.18,-0.12,-0.06,-0.56,-0.18,-0.45,-0.36,-0.45,-0.25,-0.71,-0.36,0.01,-0.2,-0.32,-0.38,-0.3,-0.09,0.1,?,-0.04,-0.74,-0.2,-0.49,-0.18,-0.09,-0.2,-0.17,-0.45,-0.25,-0.12,-1.15,-0.22,-0.22,0.19,-0.54,-0.04,0.15,0.23,-0.17,14/04@18/02/03@20/09/07@20/09/13
?,0.03,-0.18,0.26,-0.06,0.04,-0.15,0.11,-0.2,-0.12,-0.17,-0.17,-0.47,-0.29,-0.45,-0.42,-0.29,0.07,?,-0.09,-0.18,-0.71,-0.06,-0.04,-0.06,-0.07,-0.1,0.04,?,0.14,-0.25,-0.25,0.44,0.01,-0.04,-0.2,-0.56,-0.12,-0.22,-0.17,14/04@20/09/03
-0.03,-0.03,-0.17,0.31,0.31,0.31,-0.06,-0.06,-0.49,-0.3,-0.54,-0.12,0.12,0.1,-0.14,0.08,-0.81,0.08,-0.04,0.14,?,0.06,0.12,-0.01,0.08,0.14,-0.18,?,0.29,0.48,-0.3,-0.12,0.74,-0.45,0.2,-0.62,-0.38,0.07,0.23,0.12,14/04@14/07@20/09/07/03@20/09/07/05@20/09/07/26@20/09/07/27@20/09/16/09/03
-0.38,-0.06,-0.34,-0.1,-0.3,-0.2,0.16,-0.47,-0.27,-0.14,0.08,-0.22,0.1,0.07,0.12,0.28,0.21,0.01,0.14,-0.03,-0.04,0.08,0.18,0.06,0.42,0.37,0.79,0.26,0.26,0.53,-0.18,-0.18,1.23,-0.38,-0.36,-0.51,-0.58,0.04,-0.22,-0.07,10/03/01/01/01@11/02/03/01/01@11/02/03/04
-0.43,-0.3,-0.03,0.25,-0.27,-0.04,-0.01,-0.4,-0.43,-0.27,-0.03,-0.25,-0.45,0.11,0.24,0.06,0.19,0.04,0.21,-0.22,-0.3,0.1,0.29,-0.03,-0.09,0.38,-0.64,-0.1,-0.25,0.15,-0.3,0.01,1.64,-0.12,-0.36,-0.6,-0.38,-0.06,-0.29,-0.62,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@32/01/07@32/01/09@34/11/03/07@42/04/05@43/01/03/09
-0.84,-0.32,-0.34,0.14,?,-0.23,-0.22,-0.62,0.06,0.65,-0.15,0.12,-0.43,-0.49,-0.38,-0.17,?,0.38,0.11,0.43,0.14,?,-0.58,0.48,0.26,?,0.08,-1.03,-0.2,-1,0.06,-0.4,1.51,-0.09,-0.51,-0.1,-0.43,0.21,0.01,-0.12,11/02/01@11/02/03/01/07@11/02/03/04
1.22,0.26,0.9,0.19,0.18,0.04,0.25,1.37,0.46,-0.17,0.08,0.08,-0.49,-0.45,-0.94,-0.45,-0.29,-0.14,-0.18,-0.34,-0.32,-0.09,-0.79,-0.04,-0.06,-0.56,-0.07,-0.67,-0.84,-0.92,-0.47,-2.47,-0.04,-0.23,-0.97,0.08,0.24,-0.92,-0.58,-0.38,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
0.59,0.33,0.16,0.19,0.24,-0.01,0.1,0.18,-0.3,0.53,0.06,0.23,-0.01,-0.67,-0.12,-0.6,-0.76,-0.32,-0.43,-0.36,-1.18,0.14,-0.22,0.52,0.23,-0.34,-0.32,-0.54,-0.34,-0.38,-0.1,-1.22,0.68,1.26,-0.4,-0.23,?,-0.14,-0.29,-0.86,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.11,0.58,0.01,0.01,0.04,0.11,-0.09,0.23,-0.07,0.37,-0.3,0.08,-0.25,-0.34,-0.18,-0.3,-0.17,0.04,0.14,0.18,0.11,-0.27,-0.4,-0.29,-0.23,-0.22,-0.43,0.12,-0.22,-0.18,-0.22,-0.43,0.4,-0.36,-0.22,-0.04,0.07,-0.62,0.08,-0.29,01/03@11/02@11/04/03/05@11/04/03/11@16/03/03
-0.27,-0.09,-0.04,-0.14,-0.2,-0.2,-0.06,-0.15,-0.23,-0.23,0.14,-0.27,0.11,-0.18,0.08,-0.38,-0.03,-0.03,-0.06,-1.06,-0.58,-0.67,-0.51,-0.36,0.19,-0.42,-0.12,-0.69,-0.04,-0.79,-0.43,-0.62,1.11,0.43,-0.3,-0.42,0.3,-0.38,-0.34,-0.42,10/01/09/05@11/02/01@16/01@18/01/07@18/02/01/02@30/01@42/01
0.11,-0.2,-0.58,-0.69,-0.27,0.51,0.06,0.43,-0.27,0.03,-0.27,?,-0.15,-0.22,-0.34,-0.34,-0.38,-0.54,-0.15,-0.56,-0.4,0.53,-0.42,-0.03,-0.64,-0.47,1.09,0.74,0.34,0.45,-0.32,-1.15,1.01,0.12,-0.43,-0.01,0.54,-0.38,-0.34,-0.38,01/06@10/01/09/05@11/02/03/04@16/03/01@34/11/03/07
0.04,-0.27,0.06,0.24,-0.12,-0.04,-0.23,-0.07,-0.45,-0.36,-0.04,-0.29,-0.67,-0.67,-0.76,-0.64,-0.42,-0.18,-0.45,0.14,0.1,-0.03,0.23,0.77,0.32,0.04,0.11,0.51,0.58,0.82,-0.45,-0.62,0.83,-0.12,-0.23,-0.23,-0.84,?,0.01,0.2,14/07/05@14/13/01/01
-0.86,-0.62,0.11,0.38,0.11,0.16,0.18,-0.36,-0.25,0.08,0.26,0.1,-0.56,-0.12,0.06,-0.18,0.06,0.2,0.3,0.11,-0.45,-0.49,0.06,-0.6,-0.09,0.07,-0.71,-0.49,-0.94,-0.56,-0.47,-1.4,1.24,0.08,-0.34,-0.01,0.16,-0.14,-0.2,-0.36,99
0.25,-0.2,0.04,-0.03,-0.2,-0.1,0.1,0.08,-0.27,-0.07,0.19,-0.03,-0.27,-0.23,-0.62,-0.15,-0.17,-0.29,-0.34,-0.17,-0.89,-1.12,-0.03,0.1,0.11,-0.23,-1.09,-0.97,-0.14,-0.36,-0.81,-4.06,0.6,0.12,-0.25,0.32,0.9,0.11,-0.71,-0.36,10/01/05/01@11/04/03@12/04@16/03/03@20/01/21
