@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___60_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1___log_phase_IR_time_=_0_sample                       numeric
@ATTRIBUTE DES459_mec1___log_phase_MMS_time_=_0_sample                      numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE pRS_ROX1_GAL_media                                               numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.1,0.037,-0.165,0.229,0.066,0.127,-0.069,0.049,0.175,-0.395,-0.4,-0.192,-0.059,-0.632,-0.029,-0.118,0.007,0.237,-0.738,0.253,0.808,1.27,0.864,-0.464,0.126,?,02/11@02/13/03@02/45/15@14/10@20/01/01/01@20/01/15
-0.066,-0.088,-0.208,-0.362,-0.363,-0.478,-0.466,-0.427,-0.334,-0.366,?,-0.139,?,-0.321,-0.065,?,?,?,-0.414,0.801,?,1.474,0,0.151,-0.184,?,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.06,-0.039,-0.107,0.409,0.641,0.359,0.225,0.105,0.167,0.179,0.117,-0.126,0.105,-1.03,-0.471,0.373,-0.156,-0.104,-0.842,0.367,-0.19,?,-0.103,0.331,-0.356,-0.219,14/10@16/01@32/01/07@42/16
0.5,-0.02,0.09,-0.2,-0.2,-0.41,-0.54,-0.33,-0.11,-0.03,0.08,0.64,0.72,0.84,0.59,-0.75,-0.34,-0.06,0.63,0.2,0.05,0.28,-0.08,0.08,-0.148,0.28,02/11@02/13/03@02/45/15@16/19/03@20/01/15@20/03/22@34/01/01/03
0.32,0.027,0.213,0.207,-0.021,-0.002,0.092,0.038,0.047,0.04,-0.197,-0.072,0.207,-0.019,0.022,0.101,-0.176,0.18,-0.962,0.44,0.224,0.791,-0.018,0.129,0.782,0.211,02/11@02/13@02/45/15@14/10@16/07@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.041,0.06,0.089,-0.073,-0.252,-0.23,-0.257,-0.302,-0.059,-0.128,-0.299,-0.362,-0.219,-0.111,-0.075,0.4,-0.236,0.472,-0.465,-0.011,-0.097,0.228,-0.1,0.048,-0.877,-0.124,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.041,0.04,0.01,0.26,0.22,0.01,-0.19,-0.06,0.1,0.151,-0.392,0.172,0.196,-0.177,0.081,-0.117,0.104,0.356,-1.298,0.462,1.559,1.521,0.95,-0.662,-0.006,?,02/45/15@20/03/22@20/09/04@34/01/01/03
0.156,-0.02,0.13,-0.02,-0.26,-0.18,-0.15,-0.26,-0.16,-0.207,-0.57,-0.19,-0.06,0.008,0.045,-0.06,-0.43,-0.03,-1.054,0.04,-0.021,0.501,-0.04,0.294,?,0.203,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
?,-0.106,-0.017,0.108,-0.018,0.042,0,0.246,0.095,?,-0.054,-0.289,-0.044,0.031,0.034,-0.544,0.16,0.261,-1.65,-0.331,-0.175,-1.49,-0.214,-0.097,-0.18,-0.224,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
0.008,1.14,0.8,0.14,0.57,0.73,0.65,0.49,0.64,0.526,0.97,-0.66,-0.34,-0.313,0.153,-0.11,-0.44,-0.31,-1.479,2.17,0.291,1.331,-0.19,0.234,-0.069,0.429,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
-0.052,0.665,0.873,0.057,0.605,0.367,0.089,0.353,-0.071,0.046,1.07,-0.024,0.367,0.704,0.34,0.013,0.406,-0.046,0.86,1.171,0.748,0.946,-0.24,0.017,-0.055,0.856,01/04@14/07/03@14/07/11/01@14/13/04@20/09/13@30/01/05/01@32/01/11@43/01/03/09
0.078,-0.202,-0.169,-0.054,0.061,0.318,0.084,0.078,0.023,-0.026,-0.051,-0.413,-0.494,-0.781,-0.481,0.007,-0.133,-0.311,-0.738,-0.239,-0.756,-0.48,0.007,0.147,-0.117,0.065,14/04@14/07/11/01@14/13/04@20/09/13@42/25
0.01,0.171,0.195,-0.076,0.24,-0.012,0.217,0.086,0.032,-0.072,0.514,-0.195,0.047,-0.697,-0.663,-0.01,-0.742,-0.047,-0.144,0.343,0.253,0.303,-0.112,0.213,0.528,0.028,14/07/11/01@14/13/04
0.22,0.4,0.11,0.06,0.31,0.13,-0.02,0.23,0.28,0.19,0.21,0.25,0.11,0.321,0.27,-0.18,0.18,-0.15,-0.18,0.01,0.24,0.118,-0.1,0.11,0.596,-0.04,14/07/11/01@14/13
0.03,-0.228,0.647,0.123,-0.347,-0.409,-0.318,-0.438,-0.212,0.34,1.013,-0.679,-0.128,-0.163,-0.009,0.918,-0.394,-0.219,0.154,-1.706,-0.017,0.04,?,0.162,?,0.534,01/07/01
-0.083,0.282,-0.218,-0.316,-0.496,-0.43,-0.526,-0.554,-0.185,-0.363,0.662,0.107,?,0.56,0.348,?,0.37,0.485,0.456,?,-0.499,-0.474,-0.278,0.054,0.036,0.406,01/07/01@16/21/17
0.148,-0.182,-0.344,-0.14,-0.367,-0.592,-0.268,-0.394,-0.22,-0.263,0.27,?,?,-0.427,-0.457,?,-0.02,0.234,?,?,?,?,-0.29,-0.01,-0.06,-0.211,01/07/01
0.04,0.165,0.036,-0.13,0.412,-0.304,-0.125,-0.427,?,0.45,-1.103,-0.016,-0.37,0.435,-0.19,0.387,-0.12,-0.279,0.3,-1.924,-1.12,?,-0.15,0.16,0.579,-1.074,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
-0.008,-0.462,?,-0.214,-0.421,-0.037,-0.14,-0.152,-0.128,-0.343,-0.181,-0.296,-0.191,0.229,0.398,0.181,-0.366,0.152,0.271,-0.477,-0.402,?,-0.129,0.139,-0.28,0.146,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.24,-0.139,-0.085,-0.263,-0.088,-0.199,-0.31,-0.096,0.094,-0.24,-0.084,0.149,0.161,0.231,0.171,-0.595,-0.663,0.159,0.743,-0.771,0.234,-0.212,0.053,0.167,-0.026,-1.05,99
-0.014,0.35,-0.249,-0.204,-0.109,-0.357,0.043,-0.459,-0.113,-0.071,-0.234,-0.349,-0.248,0.557,0.579,0.056,0.614,-0.17,-0.131,0.029,?,0.127,-0.342,-0.042,-0.533,0.265,18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05
0.196,0.04,-0.125,-0.13,-0.21,-0.01,-0.02,-0.19,0.07,0.03,0.1,0.26,-0.12,-0.13,0.12,0.13,-0.07,-0.19,0.05,0.367,0.14,0.1,-0.1,-0.03,-0.2,0.24,01/05/25@30/01/05/05/01@34/11/03/07@40/01/03@42/04/03@43/01/03/05
-0.17,0.13,-0.17,0.1,0.34,-0.21,-0.07,0.02,0.01,-0.23,0.26,0.69,0.05,0.405,0.58,-0.11,-0.05,0.44,0.91,-0.31,?,-1.675,0.17,-0.03,-0.27,-1.71,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.02,0.17,-0.05,-0.14,-0.22,-0.16,-0.06,-0.216,-0.267,-0.271,-0.693,-0.161,0.03,0.182,0.07,?,?,?,0.451,-0.66,-0.043,-1.203,-0.05,0.089,0.117,0.121,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
0.093,0.17,-0.32,0.13,-0.01,0.17,0.05,0,0.02,-0.29,-0.07,-0.2,-0.29,-0.1,0.18,-0.2,-0.08,0.08,0.16,-0.07,0.29,0.15,-0.09,-0.04,-0.412,0.02,99
0.06,0.226,-0.275,0.37,0.061,0.412,0.38,0.25,0.269,0.04,-0.226,-0.429,-0.326,-0.827,-0.525,-0.392,-0.392,-0.076,-1.469,-0.654,-0.092,-0.758,0.01,0.137,0.07,-0.105,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@16/01@16/03@16/19/05@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01@40/10@40/20@42/04/03@43/01/03/05@43/01/03/09
-0.173,-0.032,-0.332,0.191,0.434,0.403,0.252,0.254,0.147,-0.172,0.081,-0.485,-0.774,-0.511,-0.33,-0.167,-0.196,-0.576,-0.637,0.132,0.434,0.36,-0.187,0.122,-0.439,0.28,43/01/03/05
-0.286,-0.204,-0.1,-0.14,-0.23,-0.16,0.08,-0.01,-0.04,-1,0.27,-0.07,-0.13,0.033,0.17,-0.07,?,0.059,0.27,0.31,?,-1.772,0.5,0.65,-0.32,-0.01,14/07/11@14/13/01@16/17@41/01/01@43/01/03/05
-0.21,-0.089,-0.298,-0.292,0.188,-0.068,0.172,0.247,0.312,-0.49,-0.526,0.386,0.41,1.309,0.805,-0.52,-0.273,-0.163,-0.082,0.038,0.381,0.244,-0.076,?,-0.37,0.334,43/01/03/05
-0.046,0.354,0.58,-0.188,-0.196,-0.124,-0.178,-0.048,-0.028,-0.03,0.218,0.343,0.325,0.111,?,0.064,0.134,0.253,0.195,-0.707,-0.231,0.854,-0.053,0.167,-0.629,-0.096,16/01@16/07@30/01/05/05/01@42/04/03@43/01/03/05
-0.197,-0.02,-0.27,-0.23,0.05,-0.07,-0.09,-0.04,-0.23,0.054,-0.14,-0.4,-0.22,0.436,0.678,-0.17,-0.29,-0.12,0.608,0.18,?,-1.574,-0.01,0.249,0.163,-0.05,99
-0.644,0.061,0.044,-0.835,-0.015,-0.553,-0.843,-0.34,-0.602,-0.936,0.124,0.079,0.168,-0.131,-0.337,-0.285,-0.745,-0.354,1.203,-1.787,?,?,0.183,0.214,0.24,?,01/04@01/05/07@01/06@16/19/03@32/01
0.267,1.11,1.123,0.052,-0.386,0.693,0.576,0.318,0.581,1.268,0.718,0.098,0.758,0.124,?,0.329,0.096,0.322,-0.215,3.093,-0.075,0.19,-0.065,0.034,-0.085,0.439,01/04@01/05/07@01/06@16/19/03@32/01
0.02,0.644,0.328,0.347,0.427,0.344,0.328,0.245,-0.203,0.53,0.422,-0.61,-0.518,-0.82,-0.261,0.716,-0.142,0.109,-0.209,0.461,?,?,-0.195,0.238,0.587,-0.029,11/02/03/04
0.11,0.14,0.08,-0.3,-0.1,-0.19,-0.01,-0.22,0.07,-0.15,0.26,0.23,0.29,0.46,0.42,0.05,0.03,0.407,0.54,0.07,0.208,-2.807,-0.03,0.04,0.008,0.43,01/03/10@10/03/01@10/03/02@30/01/05/05/01@30/01/09/07@34/11/12@43/01/03/09
-0.278,-0.04,-0.35,-0.42,-0.14,-0.36,0.16,-0.25,0.03,-0.246,0.3,0.41,0.06,?,0.681,-0.109,0.163,0.44,-0.106,0.5,?,?,-0.152,-0.033,-0.05,0.636,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.03,0.038,-0.291,0.051,0.159,0.331,0.261,0.226,0.073,-0.02,-0.096,-0.614,-0.167,0.061,0.018,0.21,-0.243,-0.682,-0.045,0.205,?,-0.711,0.013,0.226,-0.355,-0.453,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.8,0.487,?,0.027,0.291,-0.331,-0.162,0.2,-0.041,0.229,-0.548,0.006,0.229,0.114,-0.114,-0.334,0.237,0.649,0.009,-1.386,-1.092,-0.178,-0.119,0.004,0.03,-0.274,10/01/03@10/03/01/01/03@10/03/01/01/09@10/03/02@18/02/01
0.359,0.589,0.683,0.781,0.921,1.222,1.118,1.174,1.075,0.575,0.248,-0.261,0.513,-0.229,-0.288,0.633,0.408,0.269,-0.164,0.385,0.731,0.908,0.286,-0.19,0.417,0.201,10/03/01@10/03/05/01@14/01@16/01@32/01/07@42/04/05
-0.314,-0.091,-0.769,0.138,0.097,0.004,0.222,0.097,-0.119,-0.212,0.068,-0.6,-0.202,-0.038,-0.199,0.36,0.076,-0.087,0.349,0.125,-0.38,?,-0.208,0.2,-0.031,0.285,01/05/25@02/19@18/02/01
0.087,0.386,0.217,0.028,-0.157,0.015,0.105,-0.055,0.168,0.392,0.034,0.261,0.569,0.195,-0.002,0.095,0.32,0.114,-0.133,0.458,0.159,0.574,-0.14,0.102,-0.274,0.327,01/04/04@11/02/03/04@18/02/01
0.166,0.374,0.253,-0.491,0.379,-0.244,-0.162,?,-0.074,0.167,-0.405,-0.266,-0.294,0.336,0.109,-0.534,-0.557,-0.571,0.495,-0.268,0.307,?,-0.129,0.208,-0.285,0.05,01/05/25@02/19@18/02/01
-0.02,-0.38,-0.74,-0.47,-0.56,-0.51,-0.42,-0.62,-0.49,-0.278,-0.63,-0.66,-0.84,0.13,0.12,0.22,0.09,-0.42,0.58,0.06,-0.98,-0.36,-0.19,0.08,-0.15,0.12,10/03/01@18/02/01
0.156,0.02,0,-0.16,0.02,0.22,0.03,-0.06,0.11,0.034,-0.221,0.93,-0.361,-0.382,-0.168,-0.064,-0.013,-0.474,-0.214,0.31,-0.42,0.093,0.065,0.248,-0.246,0.078,01/04@10/03/01/02@10/03/01/03@14/07/03@32/01/09
-0.195,0.077,-0.058,-0.278,-0.242,-0.132,-0.11,-0.278,-0.215,-0.312,-0.405,0.115,0.236,0.068,0.343,?,?,0.061,0.356,-0.239,0.321,0.718,0.671,-0.748,0.19,0.511,10/03/01@18/02/01
-0.11,-0.1,-0.55,-0.26,-0.32,-0.57,-0.37,-0.6,-0.55,-0.64,-0.94,-0.22,-0.37,0.12,0.25,-0.55,-0.36,-0.13,0.35,-1.53,-0.735,-0.372,-0.14,0.112,-0.035,0.25,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
0.101,0.03,-0.08,0.05,-0.07,0.02,0.02,0.08,-0.06,0.34,-0.05,0.38,0.34,-0.28,0.02,-0.19,0.18,0.07,-1.61,-0.489,-0.3,?,-0.13,0.12,0.36,0.06,10/03/01@18/02/01
?,-0.461,-0.495,0.049,-0.053,-0.26,-0.262,-0.134,-0.395,?,-0.384,-0.374,-0.361,-0.425,-0.267,0.062,0.09,0.068,-0.322,-0.289,?,-1.438,-0.111,0.134,0.048,-0.736,10/03/01/01/05@10/03/01/01/09@18/02/01
0.102,0.095,0.078,0.126,-0.099,0.101,-0.061,-0.263,0.008,-0.089,-0.42,0.32,0.284,0.424,-0.02,0.301,0.087,-0.188,0.339,0.39,0.238,0.011,-0.011,0.208,?,-0.198,01/04@10/03/01@10/03/04/07@11/02/03/04@14/07/03
0.07,0.179,0.074,0.01,-0.305,0.173,0.259,0.13,0.071,-0.27,-0.374,-0.337,-0.344,-0.155,0.272,-0.44,-0.089,-0.031,0.751,-0.549,-0.58,-0.76,-0.038,0.095,?,0.284,01/04@10/03/01/01/09@10/03/01/03@10/03/02@14/07/03@18/02/01@40/01@42/04@43/01/03/05
0.141,?,0.077,-0.19,-0.344,?,0.097,?,?,-0.411,0.224,0.091,-0.157,0.075,0.357,-0.268,-0.111,-0.246,0.531,-0.228,0.363,0.328,-0.079,-0.039,-0.21,0.348,01/04@10/03/01/01/09@10/03/01/03@14/07/03@43/01/03/05
0.305,0.452,-0.067,-0.095,0.053,-0.055,0.366,0.162,0.036,-0.051,0.574,0.344,0.597,0.557,0.479,0.106,0.292,-0.05,0.728,0.757,-0.309,0.631,0.012,0.002,0.448,0.648,10/01/09/05@10/03/01@16/01@32/01@40/01@40/20@42/04@43/01/03/05
-0.38,0.029,0.014,-0.139,-0.145,0.068,-0.084,0.291,0.053,-0.05,0.253,0.37,1.089,0.784,0.297,0.81,0.817,-0.146,-0.261,0.416,-0.242,0.094,-0.427,-0.077,0.125,0.517,01/04/04@10/03/01@16/01@18/02/01/02/05@34/11/03/07@40/01
0.199,0.35,0.01,-0.11,-0.12,-0.15,0.1,-0.12,-0.01,-0.037,-0.1,-0.14,-0.02,0.301,0.483,-0.07,-0.13,-0.09,0.611,0.28,-0.913,-0.002,0.1,0.314,0.236,0.312,10/03/01/02@18/02/01/01/05
0.071,-0.01,0.737,-0.32,-0.44,-0.38,0.06,-0.05,-0.18,-0.71,0.16,0.15,-0.01,0.19,0.82,0.36,0.235,-0.139,0.833,-1.25,?,?,-0.38,-0.27,0.175,3.99,01/04@10/03/01@10/03/03@14/07/03
-0.13,0.46,0.19,0.06,0.12,0.38,0.04,0.565,0.26,0,0,-0.38,-0.26,-0.38,-0.32,-0.19,-0.34,-0.18,0.31,-0.15,0.187,-0.07,0.11,-0.11,-0.04,0.23,01/04@10/03/01@10/03/02@14/07/03
-0.253,0.006,0.33,0.136,0.093,0.37,0.374,0.288,0.251,0.117,0.265,0.174,-0.099,0.336,0.027,0.425,0.321,-0.028,0.105,0.069,0.088,-0.084,-0.157,-0.027,0.306,-0.389,01/04@10/03/01@14/07/03@34/11/03/07@40/01
0.027,0.298,0.22,0.064,0.318,0.547,0.335,0.425,0.294,0.459,0.083,-0.103,-0.101,-0.075,0.116,-0.023,0.163,-0.017,0.236,0.37,0.565,0.287,0.836,-0.701,-0.195,0.359,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
0.122,0.196,0.552,-0.032,0.293,0.129,0.13,0.143,?,0.606,-0.181,-0.01,-0.095,0.105,0.099,-0.034,-0.243,0.027,0.154,0.46,-0.095,0.707,0.822,-0.591,0.028,-0.043,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
