@RELATION 'derisi0.names'

@ATTRIBUTE r1                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1613,4184,4248,1675,1709,1.05,1.45,0.67,0.95,1.27,1.49,623,677,740,2038,923,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
1776,3164,3362,1906,2336,0.63,1.1,0.58,1.59,1.56,1.72,932,685,491,1128,1611,01/05/02/04@01/05/02/07
6767,5835,4052,7905,8830,0.84,1.06,0.86,1.19,0.54,1.16,6893,5538,2358,1766,8060,01/05/09/04@42/01
2386,4606,3562,2729,2097,0.84,1.34,1.28,1.19,0.93,0.78,1464,1082,937,2104,1145,01/05@01/06
22511,12593,7487,17714,6081,0.61,0.81,3.13,1.64,0.57,0.32,16501,21038,18856,5681,5280,12/01/01@12/04@16/01
3508,5915,7152,3443,3669,0.57,0.82,0.82,1.75,1.59,1.22,2395,2112,2181,5590,2923,01/06@18/02/01@34/01/01/01
8921,8959,5934,5049,3099,0.96,1.16,1.67,1.04,0.67,0.6,3971,7533,3760,4416,2373,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
3336,3349,4093,2713,6620,0.73,0.98,0.3,1.37,2.17,3.33,1727,1984,1757,2518,5825,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
1875,3914,3446,1909,1352,0.98,1.17,1.37,1.02,1.2,0.73,853,609,583,1878,624,34/11/03/07@40/01@41/01/01
7914,5363,4796,5085,5141,0.82,0.82,0.94,1.22,1.03,1.06,4059,6568,4258,3076,4326,01/06@02/25
3641,5912,4680,4413,2059,0.87,1.14,2.72,1.15,0.7,0.37,3277,2543,2791,2273,1205,01/06/02/01
4428,4315,3648,3607,3109,0.82,1.22,1.1,1.22,0.78,0.91,2674,3283,1379,1394,2423,20/01/27@32/07
2222,4196,4224,2528,2241,0.85,1.07,1.01,1.18,1.14,0.99,1460,1119,971,1724,1441,14/10@16/01@32/01/07
3630,4220,3326,2841,1997,0.77,1.08,1.51,1.3,0.63,0.66,1957,2512,963,1002,1296,11/02/01@11/02/03/01/07@11/02/03/04
2834,4493,10307,3680,7171,0.61,0.46,0.41,1.64,4.76,2.44,2576,1843,3800,7804,6270,01/05/11/07/01@20/01/15@32/01/01
2490,2903,2517,2025,2138,0.93,0.98,0.76,1.08,1.33,1.32,1079,1331,937,1077,1411,01/04@14/07/03@20/09/18/09/01@42/04/03
2169,4464,4097,2492,1747,0.9,1.42,1.37,1.11,1.22,0.73,1335,928,627,2387,975,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
2466,3122,2591,2402,1892,0.77,1.35,1.23,1.3,1.11,0.81,1484,1262,609,1088,1209,11/04/01@11/06/02
1992,3147,2823,1958,2031,0.71,1.12,0.77,1.41,1.43,1.3,998,889,792,1287,1288,11/04/03/01@42/01
2992,4747,4196,3405,2324,0.77,0.89,1.53,1.3,0.83,0.65,2285,1870,1530,1567,1492,14/07/02
4195,4582,3699,3261,2858,0.87,1.18,1.1,1.15,0.7,0.91,2310,3104,1522,1350,2096,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
24381,16957,17924,12847,7853,0.64,0.84,1.66,1.56,1.14,0.6,11433,22929,19276,15907,6885,10/03/02@42/01@43/01/03/09
6137,6368,5422,4837,2512,1.02,1.3,2.13,0.98,1,0.47,3629,4844,2192,3653,1700,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
5204,8746,4998,7494,2526,0.71,1.08,3.61,1.41,0.54,0.28,6274,3878,2357,3300,1736,12/01/01@12/04@16/01
6723,4210,2769,3921,1790,1.04,1.49,2.81,0.96,0.62,0.36,2975,5564,2164,1173,1060,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
2202,3773,3291,1840,1504,1.23,1.36,1.17,0.81,0.88,0.85,977,1216,1323,1137,837,14/04@20/01/10@20/09/04@42/16
9448,11737,5602,7026,3089,0.53,1.2,2.67,1.89,0.37,0.37,6083,8389,2872,3460,2282,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
2910,4058,3182,2576,1677,0.99,1.6,1.55,1.01,0.97,0.65,1321,1628,736,1411,853,20/01/13@20/03@20/09/04
2888,3265,3558,2368,2501,0.82,1.43,0.79,1.22,1.79,1.27,1447,1838,1277,1943,1841,02/01/03@14/13/04@20/09/13
2895,4460,4001,3202,2456,0.66,1.15,1.21,1.52,1.2,0.83,2024,1459,855,2235,1670,01/05/02@01/05/03@14/07/02/02
6749,8404,5117,4305,2813,1.37,1.74,1.69,0.73,0.51,0.59,3394,5739,2347,3138,2005,01/01/06/06/01/03
5526,7003,16418,3131,13484,0.62,0.97,0.18,1.61,3.13,5.56,2310,4475,2071,14375,12717,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
2245,3736,4118,1669,2039,0.62,0.96,0.63,1.61,1.52,1.59,910,1280,1164,2026,1435,11/04/03/01@16/03/03
2975,4252,5385,2999,3830,0.7,1.17,0.64,1.43,1.82,1.56,1901,1550,782,2622,2974,11/04/03@12/07
3182,4268,4519,2027,1793,0.84,1.28,1.07,1.19,1.18,0.93,1256,2159,1993,2180,1173,11/02/01@11/02/02@11/02/03/01@42/01
2649,4229,3761,2660,2243,0.69,1.07,1.04,1.45,1.18,0.96,1488,1348,758,1919,1435,14/07/11/01@14/13
1860,3167,2501,1608,1295,0.86,1.27,1.21,1.16,0.9,0.83,790,910,1023,931,655,99
8281,10194,6870,5031,3574,1.23,1.55,1.45,0.81,0.65,0.69,4131,7281,6234,5180,2856,10/03/01/02@18/02/01/01/05
7762,7370,7047,7082,7466,0.92,1.07,0.91,1.09,1,1.1,6031,6372,3007,4726,6656,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
1710,3186,3412,2004,1827,0.84,1.28,0.93,1.19,1.59,1.08,999,404,408,1006,1079,99
5494,6607,4191,6970,3603,0.64,1.51,2.14,1.56,0.47,0.47,5934,4268,1111,1891,2769,11/04/01@11/04/02@11/04/03/01@12/01/01@16/19/03
11995,10926,15398,8932,10962,0.53,0.77,0.8,1.89,1.54,1.25,7907,10688,6429,13473,9907,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
3723,4662,5365,4747,4101,1.25,1.06,1.12,0.8,1.45,0.89,3697,2501,1322,3096,3289,12/01/01@42/16
3105,5020,3926,2265,1930,0.94,1.3,1.11,1.06,0.8,0.9,1459,2142,1954,2327,1315,01/07/01
5069,4997,3596,3774,1971,0.82,1.23,2.23,1.22,0.74,0.45,2638,3829,1611,1673,1182,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
2618,4235,4040,3020,2887,0.86,1.02,0.95,1.16,1.02,1.05,2014,1470,687,1858,2124,01/05@01/06/02/01@01/06/02/02@43/01/03/05
5330,5342,4262,5392,2831,0.66,0.85,2.1,1.52,0.72,0.48,4422,4057,1808,2112,2107,14/04@20/01/10@20/09/16
3242,5234,14716,2924,8259,0.97,0.63,0.26,1.03,4.55,3.85,1928,2055,5186,12458,7441,14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/09@34/11/12@40/01/03
2290,3513,3631,2486,2500,0.77,1.1,0.88,1.3,1.39,1.14,1599,1115,607,1531,1827,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
4987,4986,3652,2554,1252,1.02,1.31,2.72,0.98,0.82,0.37,1642,3746,3629,2305,604,14/04@20/01/10@20/03@20/09/05
5178,4383,3160,3667,2296,0.94,1.4,1.71,1.06,0.78,0.58,2551,3896,2073,1491,1491,20/09/14@42/04
2292,3017,2518,1945,1694,0.79,1.04,0.97,1.27,1.25,1.03,905,1113,800,939,929,01/07/01@42/01
3665,4298,3533,2484,2446,1.18,1.13,0.8,0.85,1.05,1.25,1328,2330,1768,1978,1666,42/16
1656,2909,2386,1577,1441,0.83,1.15,0.85,1.2,1.47,1.18,580,464,556,739,685,20/01/11@20/01/27@32/07@43/01/03/09
25310,25072,9008,14051,2932,0.87,0.94,5.93,1.15,0.33,0.17,12847,23823,12693,7582,2168,12/01/01@12/04@16/01
2307,3717,9709,2273,4213,0.76,0.48,0.37,1.32,5.88,2.7,1255,1175,3484,7445,3421,01/06@32/01/05@34/11/09
2917,3751,2609,2634,1563,0.86,1.46,2.01,1.16,0.5,0.5,1733,1664,755,703,863,99
13404,20245,6753,16373,3242,0.98,1.21,6.3,1.02,0.25,0.16,15173,12301,8975,4449,2408,12/01/01@12/04@12/07@16/01@16/03/03
16550,20256,7506,15835,3170,0.96,1.18,6.36,1.04,0.3,0.16,14619,15305,12196,5259,2298,12/01/01@12/04@16/01
3714,3479,2794,2443,1683,0.95,1.16,1.51,1.05,0.98,0.66,1438,2304,1460,1058,953,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
7755,8005,7243,4102,2763,0.98,0.94,1.48,1.02,1.01,0.68,2948,6443,4436,5768,1989,01/05@14/07/02/01@14/07/02/02@42/01
2902,4926,5078,4374,4009,1.04,1.15,1.03,0.96,1.18,0.97,3224,1855,2528,2682,3121,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
1953,3612,3410,1852,1483,1.13,1.42,1.04,0.88,1.09,0.96,716,852,760,1026,686,01/01@01/02/03/01@01/02/07@01/20/19/01@16/21/07
10434,9480,9027,7712,7217,0.66,0.67,1.02,1.52,1.06,0.98,6474,8977,9363,7206,6357,01/01/11/02@01/01/11/03@01/01/11/04@01/05@01/06@02/01@02/08@02/10@02/16/05
1882,3493,3209,2352,1494,1.29,1.31,1.85,0.78,1.08,0.54,1181,747,684,1046,640,10/03/01/01/11@10/03/04/05@10/03/04/07@16/01
2006,4304,3693,3110,2534,1.08,1.13,1.17,0.93,0.81,0.85,1909,1033,1137,1262,1634,20/01/01/01@20/01/01/07@20/03@34/01/01@34/01/03/05
7783,8060,7196,5660,4273,0.77,0.95,1.33,1.3,0.91,0.75,4799,6654,2974,5114,3600,01/05/13/01@11/04/03/03
2072,3509,3438,2596,2132,1.19,1.56,1.12,0.84,1.27,0.89,1422,1064,658,1337,1268,99
1636,3394,6626,2002,3312,0.75,0.88,0.34,1.33,5.56,2.94,828,607,887,4221,2420,14/04@20/01/03@20/03@20/09/13
10322,10283,6230,6543,4295,0.99,1.21,1.53,1.01,0.58,0.65,5170,8902,3765,4431,3377,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
4230,3107,2266,3334,1485,0.76,1.01,2.95,1.32,0.85,0.34,2390,3028,1459,1066,809,01/01/09/07/01@01/03/01/03
14849,14170,4718,10683,2734,0.91,1.35,5.14,1.1,0.25,0.19,9379,13483,5593,2800,1824,01/01/09@01/05/11/04@01/20/15
1923,3761,3995,2037,1744,1,0.9,0.9,1,2,1.11,887,695,870,2216,982,12/01/01@42/16
2188,3944,4043,2961,2542,0.76,1.23,1.08,1.32,1.37,0.93,1785,1014,681,1555,1658,11/04/01@11/04/02
4134,4097,3822,2600,2083,0.91,0.93,1.21,1.1,1.22,0.83,1679,2951,2780,2276,1391,12/01/01@42/16
2709,3355,2916,2085,2056,0.62,1.12,0.88,1.61,1.1,1.14,1261,1782,1004,1432,1425,01/04@10/03/01/02@10/03/01/03@14/07/03@32/01/09
2698,4128,2873,2396,1487,1.09,1.3,1.78,0.92,0.69,0.56,1250,1422,943,1099,702,10/01/09/05@11/02/03/04@32/01/09@42/10/03
4079,4839,3445,3075,2165,0.96,1.34,1.45,1.04,0.72,0.69,2212,3100,2438,1951,1527,99
2585,3196,2857,1620,1548,0.9,1.2,0.84,1.11,1.25,1.19,738,1607,1124,1298,877,10/01/03/05@10/01/05/01@10/01/09/05
3305,4807,5185,4920,4298,1.15,1.43,1.1,0.87,1.3,0.91,3773,2251,923,2714,3431,11/02/03/01/04@11/02/03/04
2637,4093,5380,1946,1841,0.83,0.87,0.96,1.2,1.92,1.04,1198,1610,1874,3256,1246,12/01/01@42/16
2537,3728,4185,1759,2061,0.96,1.11,0.71,1.04,1.52,1.41,1003,1552,1261,2225,1422,01/03/01
22154,15706,19875,9850,22088,0.54,0.69,0.42,1.85,1.32,2.38,9041,21111,17762,17567,21364,14/07/11@14/13/04/02
10121,8794,8240,8708,7560,0.99,1.13,1.13,1.01,0.94,0.88,7614,8843,4140,5840,6739,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
1806,3260,4700,1595,3747,0.84,1.23,0.23,1.19,2.78,4.35,691,861,1064,3132,3034,01/05@20/01/03/01@20/03/02/02/01@20/09/18/07
3501,5312,4735,3232,2571,0.97,1.13,1.18,1.03,1.1,0.85,2138,2225,1374,2922,1813,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
3358,4230,3521,2737,2063,0.89,1.44,1.25,1.12,1.05,0.8,1539,2068,1219,1583,1227,32/01@42/27/03
2393,4561,4434,1621,1620,0.95,1.26,0.85,1.05,1.1,1.18,767,1293,1177,2324,903,01/01@01/06/02/01@10/03/01@42/01@42/16
3595,4590,3999,2232,4776,1.1,1.12,0.35,0.91,0.93,2.86,1409,2506,1917,2249,4043,14/04@14/13/04@16/01@20/09/13
5593,8309,5923,4565,2278,1.14,1.41,2.35,0.88,0.64,0.43,3475,4347,8090,3576,1477,01/01/11/03/01@01/05@18/02/01
2214,3423,3085,1727,1383,1.01,1.05,0.92,0.99,1.96,1.09,575,878,704,1029,623,10/03/01/01/09@10/03/04/03
4528,7913,5544,2601,2569,0.9,1.24,0.91,1.11,0.68,1.1,1730,3559,3361,3983,1909,01/01/06/05/01/01@01/01/09/03/01@01/02@01/07@11/02/02@11/04/02@16/21/17@34/01/01/01
2524,4139,3671,1813,1349,0.99,1.09,1.21,1.01,1.2,0.83,875,1284,1404,2304,722,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
2678,3423,3313,2583,8977,0.74,0.97,0.18,1.35,1.59,5.56,1471,1404,1878,1664,8137,20/01/01/01/01@20/01/03@20/01/07@20/03@20/09/16@20/09/18/07@34/01/01/01
4116,4541,5327,4736,4326,0.7,0.83,1.05,1.43,1.47,0.95,3836,2961,1499,3363,3637,34/11/03/07@41/01/01
2543,3460,2768,2401,1571,1.05,1.17,1.64,0.95,0.7,0.61,1506,1383,838,766,921,10/03/01/01/11@10/03/05/01@16/01@34/11/03/07
4006,7352,6701,5019,2993,0.55,0.57,1.79,1.82,0.92,0.56,3903,2745,13410,3990,2178,01/01/09/07/01@01/03/01/03@01/04
3044,3773,3519,3507,2621,0.74,1.23,1.34,1.35,1,0.75,2607,1887,661,1463,1942,11/04/01@12/01/01@14/10
2755,4021,4529,2340,1722,1,1.07,1.39,1,1.61,0.72,1286,1508,2767,2391,924,20/09/18/09/01@42/04/03
4101,4078,11878,3784,8958,0.69,0.63,0.35,1.45,5.88,2.86,2854,2756,2098,9756,8207,01/03/07@20/01/15@32/01/01@32/07/03@32/07/07/03@32/07/07/05
4865,4506,3140,4761,1902,1.79,1.92,3.16,0.56,0.57,0.32,3853,3637,1112,1257,1220,12/07@16/03/03@34/01/01/01
3525,4492,4598,2428,2121,0.92,0.93,1.02,1.09,1.45,0.98,1470,2243,2484,3266,1441,14/04@14/07/11/01@20/09/13@20/09/18/09/01
2414,5042,11838,2459,4071,0.57,0.58,0.42,1.75,3.85,2.38,1415,1160,12518,10473,3361,01/04@01/05/25@02/01/03@20/01/03@20/09/18@43/01/03/09
1919,4520,4095,2142,1654,0.98,1.51,1.08,1.02,1.19,0.93,996,717,786,2585,919,10/03/02@43/01/03/09
5526,6451,8451,4582,6017,0.95,1.45,0.66,1.05,1.72,1.52,3478,4313,1377,6853,5234,01/01/06/04/02@01/01/09/02/02@02/01
2318,3788,3350,1863,1411,1.21,1.34,1.19,0.83,1.35,0.84,753,1038,730,1801,633,11/02/03/01@11/02/03/04@18/02/09@34/11/03/07@41/01/01
1616,3152,2756,1629,1475,0.83,1.43,0.85,1.2,1.37,1.18,691,433,448,1018,809,01/01/03/05@01/01/06/06@01/01/09/07@16/19/03@20/01/07@20/01/27@20/03/02/03/01@20/03/22@20/09/13@32/05/01/03@32/07@42/25
4256,3443,3155,3354,2288,0.88,1.13,1.54,1.14,1.32,0.65,2351,3017,1456,1463,1524,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/05@16/01@16/09@16/19/05@20/01/26@20/09/16/09/03@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05@43/01/03/09
2380,4138,4122,2236,1744,0.97,1.14,1.15,1.03,1.61,0.87,989,1111,1120,2132,860,12/01/01@42/16
6110,3908,5429,4151,6177,0.68,0.81,0.58,1.47,2.44,1.72,3128,4781,4369,3651,5394,01/05/11/07/01@20/01/15@20/01/27@32/01/01
2373,4811,5906,2890,8873,0.93,1.3,0.21,1.08,2.08,4.76,1644,1092,695,3962,7997,01/01/03/02/01@01/05/02/04@01/05/02/07@01/05/06/07@02/10@42/16
4182,3368,2726,3206,2644,0.81,1.05,1.16,1.23,1.05,0.86,2240,2777,2190,1116,1925,01/04@10/03/01/01/03@14/07/03@30/01/05@32/01@34/01/01
5709,6563,4410,3815,2471,1.1,1.2,1.58,0.91,0.67,0.63,2513,4357,2728,2456,1587,16/01@20/09/07@20/09/14@20/09/18/09/01@32/01/03@34/11/03/07@40/01@42/04@43/01/03/05
23902,16937,17576,20728,14547,0.59,0.65,1.42,1.69,1.09,0.7,19628,22604,20127,15834,13798,01/03/01@01/04@01/05/02/04@01/05/02/07@01/05/07@02/01@16/19/03
2020,3220,3103,1674,1691,0.75,1.03,0.77,1.33,1.32,1.3,811,1033,708,1150,1055,10/01/03/05@10/01/05/01
2176,3685,3800,2783,2405,1,1.36,1.04,1,1.41,0.96,1605,1053,744,1450,1547,01/01/03/05/01@01/20/17@14/07/04
1968,3696,19719,3916,30641,0.27,0.34,0.1,3.7,12.5,10,3059,950,2744,17692,29872,32/01@34/01/01/03
5703,7468,5675,4610,3475,1,1.07,1.32,1,0.79,0.76,3681,4480,2570,4180,2795,01/02/07@01/05/25@01/06/10@10/03/01@10/03/03@20/01/03@20/01/25@20/09/18/09/01
7873,8717,5852,4928,3015,0.94,1.11,1.7,1.06,0.67,0.59,3681,6596,3918,3994,2171,20/09/16@32/01/04@34/11/03/11
3170,4336,3690,2933,1873,0.7,1.16,1.65,1.43,0.82,0.61,2056,2143,1229,1649,1245,01/03/16/01@11/04/01
1949,3755,4444,2651,2968,0.66,0.89,0.74,1.52,1.82,1.35,1555,802,707,2071,2114,01/04@01/05@02/07/03@16/19/03
4017,4793,9063,3556,6702,0.77,0.84,0.43,1.3,2.78,2.33,2457,2975,2682,7162,5698,99
1783,3207,3078,1721,1478,1.16,1.54,0.97,0.86,1.15,1.03,737,624,523,715,757,99
