@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
5646,2612,4155,0,9452,2260,3967,1535,4016,2424,6137,2780,4458,4732,1118,2740,1.08,1.35,1.92,0.97,0.93,0.54,0.52,2629,3357,3614,2945,7192,2432,1441,1804,1878,10/03/01/01/11@20/09/14@42/04/05
6067,1998,6049,0,4656,1751,8373,1215,2942,2839,6841,2459,4277,4677,998,2564,0.96,1.74,2.08,1.23,1.04,0.49,0.48,6904,4382,3679,5026,2905,7158,1664,2132,1767,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
3373,2306,1850,0,4784,2185,4713,1343,2290,1448,4071,2696,3834,3828,1098,3885,0.72,1.16,0.89,0.68,1.39,1,1.12,2433,1375,2730,728,2599,3370,514,1371,3073,14/04
3820,1957,3080,0,3444,1625,2946,1133,1579,2044,4452,2679,4497,1921,873,1803,0.82,1.2,1,1.1,1.22,1.16,1,1494,1773,1048,2056,1819,1813,825,2070,1053,11/04/03/01@14/10
3182,1901,1991,0,2212,1372,1617,929,1503,2876,3141,2159,6538,1581,849,3904,0.91,0.85,0.23,0.76,1.1,5,4.35,627,982,732,972,840,688,1450,4908,3195,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
2817,1905,1549,0,2174,1230,1702,938,1275,2641,3283,2222,3126,1614,813,1781,0.91,1.12,0.71,0.64,1.1,1.39,1.41,699,1061,801,582,944,764,1021,1481,1134,99
4942,1914,3734,0,3268,1235,1971,880,1665,3099,4733,2270,3924,2484,793,2594,1.58,1.82,0.85,0.92,0.63,0.88,1.18,1724,2463,1691,2767,2033,1091,1637,2162,1987,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
5838,2466,4356,0,4331,1946,3738,1599,3009,2928,5655,2770,4133,3236,1192,2267,0.94,1.17,1.5,0.91,1.06,0.78,0.67,2016,2885,2044,3068,2385,2139,1722,2233,1367,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
6302,2170,5550,0,9662,2557,13141,1881,9599,3419,10666,2819,6094,10364,1106,3982,0.69,1.06,2.93,1.09,1.45,0.43,0.34,7821,7847,9258,4503,7105,11260,2402,3378,3162,12/01/01@12/04@16/01
3880,2001,2527,0,5476,2432,5588,1665,3362,2011,4399,2705,4310,4486,1150,4306,0.7,1,0.98,0.79,1.43,1.01,1.02,2763,1694,3336,1495,3044,3923,1032,1715,3409,01/01/03/02/01@20/01/07@20/03@20/09/13
12158,1936,15809,0,8936,1655,7835,1017,6013,11711,15682,2602,9104,9051,1074,5411,1.08,1.25,1.8,1.45,0.93,0.52,0.56,7334,13080,7977,14810,7281,6818,10495,6767,4426,12/01/01@12/04@16/01
4329,1628,3319,0,5604,2206,4454,1343,3170,2098,4525,2640,4588,4401,1128,3674,1.06,1.22,1.18,0.86,0.94,1.08,0.85,3289,1885,3273,2330,3398,3111,1109,2017,2782,11/02/03/01@11/02/03/04@32/01
3561,2278,2142,0,5122,2403,2796,1516,1781,1608,3435,2636,3479,2251,1054,2434,0.8,1.23,0.75,0.76,1.25,1.23,1.33,1025,799,1197,971,2719,1280,567,989,1594,10/03/01/01/11@10/03/04/03
4032,2017,3117,0,3176,1580,4436,1138,2273,5152,4407,2070,3608,2573,865,3075,0.89,0.84,0.74,0.99,1.12,0.8,1.35,2934,2337,1708,1997,1596,3298,3732,1864,2293,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
5163,1909,4682,0,3924,1201,3243,891,2779,5181,6117,2280,9903,2701,872,3852,0.8,0.95,0.58,1.11,1.25,2.13,1.72,1883,3837,1829,3631,2723,2352,3943,8186,3133,20/09/07
3926,2334,2551,0,3561,2098,4439,1686,2229,2122,3952,2594,3643,2671,1206,2247,0.69,1.22,1.03,0.84,1.45,1.3,0.97,1890,1358,1465,1338,1463,2753,750,1757,1423,20/01/27@32/05/05/01@32/07/05@34/11/03
12253,1865,14534,0,8810,1226,5411,878,5601,11268,17815,2086,15792,5656,870,4045,1.15,1.59,1.43,1.3,0.87,0.9,0.7,5231,15729,4786,13565,7584,4533,9804,14152,3352,01/04@02/13/03@02/45@16/17
5161,2756,3378,0,2336,1329,2062,1049,3083,3477,4253,2262,4723,2154,1003,1711,0.92,0.97,1.11,0.85,1.09,1.67,0.9,936,1991,1151,2035,1007,1013,2330,3335,1035,01/03/07
3134,1518,1613,0,1874,1365,1819,1245,1754,1725,4184,2577,4248,1675,1052,1709,1.05,1.45,0.67,0.42,0.95,1.27,1.49,603,1607,623,677,509,574,740,2038,923,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
3134,2129,1776,0,3114,2261,3007,1298,1418,1576,3164,2446,3362,1906,974,2336,0.63,1.1,0.58,0.68,1.59,1.56,1.72,1070,718,932,685,853,1709,491,1128,1611,01/05/02/04@01/05/02/07
7073,2305,6767,0,7222,2211,6823,1356,3709,3367,5835,2566,4052,7905,1012,8830,0.84,1.06,0.86,1.16,1.19,0.54,1.16,4611,3269,6893,5538,5011,5467,2358,1766,8060,01/05/09/04@42/01
4356,2733,2386,0,2114,1337,2605,1197,2192,1966,4606,2348,3562,2729,1265,2097,0.84,1.34,1.28,0.67,1.19,0.93,0.78,1182,2258,1464,1082,777,1408,937,2104,1145,01/05@01/06
20778,2371,22511,0,21169,1903,26157,2052,16815,20152,12593,2705,7487,17714,1213,6081,0.61,0.81,3.13,1.15,1.64,0.57,0.32,14626,9888,16501,21038,19266,24105,18856,5681,5280,12/01/01@12/04@16/01
5287,2735,3508,0,3746,1341,5682,1357,5462,3343,5915,2412,7152,3443,1048,3669,0.57,0.82,0.82,0.83,1.75,1.59,1.22,2450,3503,2395,2112,2405,4325,2181,5590,2923,01/06@18/02/01@34/01/01/01
9996,2626,8921,0,5629,1407,5256,1436,5345,4858,8959,2383,5934,5049,1078,3099,0.96,1.16,1.67,1.02,1.04,0.67,0.6,3686,6576,3971,7533,4222,3820,3760,4416,2373,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
4134,2301,3336,0,3394,1661,5048,1274,2723,2947,3349,2193,4093,2713,986,6620,0.73,0.98,0.3,1.09,1.37,2.17,3.33,2756,1156,1727,1984,1733,3774,1757,2518,5825,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3871,2638,1875,0,1979,1337,1945,1291,1711,1679,3914,2350,3446,1909,1056,1352,0.98,1.17,1.37,0.5,1.02,1.2,0.73,640,1564,853,609,642,654,583,1878,624,34/11/03/07@40/01@41/01/01
7905,2363,7914,0,7397,1788,6323,1285,5286,5528,5363,2391,4796,5085,1026,5141,0.82,0.82,0.94,1.19,1.22,1.03,1.06,4151,2972,4059,6568,5609,5038,4258,3076,4326,01/06@02/25
4959,2042,3641,0,4397,1834,5374,1467,5095,3744,5912,2691,4680,4413,1136,2059,0.87,1.14,2.72,0.87,1.15,0.7,0.37,3416,3221,3277,2543,2563,3907,2791,2273,1205,01/06/02/01
4848,2075,4428,0,4389,2428,6550,1303,2543,2389,4315,2522,3648,3607,933,3109,0.82,1.22,1.1,1.19,1.22,0.78,0.91,4309,1793,2674,3283,1961,5247,1379,1394,2423,20/01/27@32/07
3756,2176,2222,0,2714,1678,2918,1367,2824,1972,4196,2687,4224,2528,1068,2241,0.85,1.07,1.01,0.71,1.18,1.14,0.99,1320,1509,1460,1119,1036,1551,971,1724,1441,14/10@16/01@32/01/07
4265,2099,3630,0,4005,2271,5966,1346,2342,2160,4220,2620,3326,2841,884,1997,0.77,1.08,1.51,1.16,1.3,0.63,0.66,3579,1600,1957,2512,1734,4620,963,1002,1296,11/02/01@11/02/03/01/07@11/02/03/04
4104,1540,2834,0,4661,2572,6231,1537,7946,4794,4493,2818,10307,3680,1104,7171,0.61,0.46,0.41,0.72,1.64,4.76,2.44,2848,1675,2576,1843,2089,4694,3800,7804,6270,01/05/11/07/01@20/01/15@32/01/01
3490,2139,2490,0,2850,1478,2657,1172,1742,2039,2903,2093,2517,2025,946,2138,0.93,0.98,0.76,0.98,1.08,1.33,1.32,1379,810,1079,1331,1372,1485,937,1077,1411,01/04@14/07/03@20/09/18/09/01@42/04/03
3899,2626,2169,0,2182,1488,2967,1397,2035,1648,4464,2508,4097,2492,1157,1747,0.9,1.42,1.37,0.73,1.11,1.22,0.73,1417,1956,1335,928,694,1570,627,2387,975,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
3477,2124,2466,0,2649,1471,3273,1116,1624,1791,3122,2146,2591,2402,918,1892,0.77,1.35,1.23,0.93,1.3,1.11,0.81,1665,976,1484,1262,1178,2157,609,1088,1209,11/04/01@11/06/02
3109,2028,1992,0,2558,1528,2687,1133,1556,1890,3147,2246,2823,1958,960,2031,0.71,1.12,0.77,0.82,1.41,1.43,1.3,1106,901,998,889,1030,1554,792,1287,1288,11/04/03/01@42/01
4366,2400,2992,0,5168,2519,5162,1611,4450,2604,4747,2866,4196,3405,1120,2324,0.77,0.89,1.53,0.95,1.3,0.83,0.65,2734,1881,2285,1870,2649,3551,1530,1567,1492,14/07/02
4691,2140,4195,0,4513,1628,4687,1234,2141,2690,4582,2660,3699,3261,951,2858,0.87,1.18,1.1,1.22,1.15,0.7,0.91,3000,1922,2310,3104,2885,3453,1522,1350,2096,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
22515,2756,24381,0,15375,1745,18172,1617,17983,20480,16957,2958,17924,12847,1414,7853,0.64,0.84,1.66,1.16,1.56,1.14,0.6,10663,13999,11433,22929,13630,16555,19276,15907,6885,10/03/02@42/01@43/01/03/09
6836,2564,6137,0,3982,1702,5651,1537,4571,3305,6368,2698,5422,4837,1208,2512,1.02,1.3,2.13,1.14,0.98,1,0.47,4193,3670,3629,4844,2280,4114,2192,3653,1700,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
6290,2614,5204,0,5423,1649,8755,1535,6757,3458,8746,2598,4998,7494,1220,2526,0.71,1.08,3.61,1.05,1.41,0.54,0.28,5110,6148,6274,3878,3774,7220,2357,3300,1736,12/01/01@12/04@16/01
6234,2046,6723,0,4836,1461,4503,1066,2893,3612,4210,2320,2769,3921,946,1790,1.04,1.49,2.81,1.33,0.96,0.62,0.36,3579,1890,2975,5564,3375,3437,2164,1173,1060,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
3546,2036,2202,0,3199,1541,2203,1271,1422,2950,3773,2482,3291,1840,863,1504,1.23,1.36,1.17,0.81,0.81,0.88,0.85,1149,1291,977,1216,1658,932,1323,1137,837,14/04@20/01/10@20/09/04@42/16
8475,1920,9448,0,6119,1491,17090,1341,6384,4413,11737,2490,5602,7026,943,3089,0.53,1.2,2.67,1.28,1.89,0.37,0.37,8333,9247,6083,8389,4628,15749,2872,3460,2282,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
4438,2481,2910,0,2782,1814,3748,1655,2105,1779,4058,2607,3182,2576,1255,1677,0.99,1.6,1.55,0.83,1.01,0.97,0.65,2081,1451,1321,1628,968,2093,736,1411,853,20/01/13@20/03@20/09/04
3786,1957,2888,0,3861,1516,3280,1034,1638,2415,3265,2168,3558,2368,921,2501,0.82,1.43,0.79,1,1.22,1.79,1.27,1841,1097,1447,1838,2345,2246,1277,1943,1841,02/01/03@14/13/04@20/09/13
4264,2553,2895,0,3252,1649,5650,1610,2642,1960,4460,2595,4001,3202,1178,2456,0.66,1.15,1.21,0.85,1.52,1.2,0.83,2676,1865,2024,1459,1603,4040,855,2235,1670,01/05/02@01/05/03@14/07/02/02
7071,1999,6749,0,7859,1610,5459,1211,2775,3548,8404,2203,5117,4305,911,2813,1.37,1.74,1.69,1.14,0.73,0.51,0.59,5816,6201,3394,5739,6249,4248,2347,3138,2005,01/01/06/06/01/03
5413,1925,5526,0,4817,1497,4597,1278,3230,3294,7003,2354,16418,3131,821,13484,0.62,0.97,0.18,1.28,1.61,3.13,5.56,2051,4649,2310,4475,3320,3319,2071,14375,12717,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
3266,1949,2245,0,2853,1343,3695,1153,1761,2367,3736,2406,4118,1669,759,2039,0.62,0.96,0.63,0.97,1.61,1.52,1.59,1585,1330,910,1280,1510,2542,1164,2026,1435,11/04/03/01@16/03/03
4242,2656,2975,0,4364,2637,4799,2092,2576,1875,4252,2812,5385,2999,1098,3830,0.7,1.17,0.64,0.98,1.43,1.82,1.56,1902,1440,1901,1550,1727,2707,782,2622,2974,11/04/03@12/07
4014,1854,3182,0,4043,1523,3669,1122,1878,3104,4268,2421,4519,2027,771,1793,0.84,1.28,1.07,1,1.19,1.18,0.93,2151,1847,1256,2159,2520,2547,1993,2180,1173,11/02/01@11/02/02@11/02/03/01@42/01
4102,2557,2649,0,3091,1840,3482,1495,2413,1805,4229,2594,3761,2660,1172,2243,0.69,1.07,1.04,0.87,1.45,1.18,0.96,1364,1635,1488,1348,1251,1987,758,1919,1435,14/07/11/01@14/13
2881,1788,1860,0,2027,1200,1629,897,1180,2479,3167,2138,2501,1608,818,1295,0.86,1.27,1.21,0.83,1.16,0.9,0.83,628,1029,790,910,827,732,1023,931,655,99
8884,1887,8281,0,7851,1329,4317,953,3578,7628,10194,2193,6870,5031,900,3574,1.23,1.55,1.45,1.04,0.81,0.65,0.69,4126,8001,4131,7281,6522,3364,6234,5180,2856,10/03/01/02@18/02/01/01/05
8440,2436,7762,0,9597,2603,6520,1727,7155,4037,7370,2624,7047,7082,1051,7466,0.92,1.07,0.91,1.06,1.09,1,1.1,4426,4746,6031,6372,6994,4793,3007,4726,6656,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
3183,2395,1710,0,4809,1939,2990,1384,1703,1354,3186,2550,3412,2004,1005,1827,0.84,1.28,0.93,0.51,1.19,1.59,1.08,1354,636,999,404,2870,1606,408,1006,1079,99
6129,2363,5494,0,6657,2836,13225,1527,4498,2105,6607,2592,4191,6970,1036,3603,0.64,1.51,2.14,1.14,1.56,0.47,0.47,7537,4015,5934,4268,3821,11698,1111,1891,2769,11/04/01@11/04/02@11/04/03/01@12/01/01@16/19/03
10497,2113,11995,0,5432,1345,4902,1243,9106,7736,10926,2198,15398,8932,1025,10962,0.53,0.77,0.8,1.28,1.89,1.54,1.25,1931,8728,7907,10688,4087,3659,6429,13473,9907,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
4984,2349,3723,0,8706,2996,4563,1471,4363,2310,4662,2512,5365,4747,1050,4101,1.25,1.06,1.12,0.95,0.8,1.45,0.89,3877,2150,3697,2501,5710,3092,1322,3096,3289,12/01/01@42/16
3883,1810,3105,0,2738,1192,1989,856,1880,3164,5020,2113,3926,2265,806,1930,0.94,1.3,1.11,1.03,1.06,0.8,0.9,1067,2907,1459,2142,1546,1133,1954,2327,1315,01/07/01
5853,2345,5069,0,4851,1914,6824,1617,3414,2802,4997,2718,3596,3774,1136,1971,0.82,1.23,2.23,1.09,1.22,0.74,0.45,4263,2279,2638,3829,2937,5207,1611,1673,1182,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
3587,2225,2618,0,4124,2711,4372,1410,2277,1730,4235,2414,4040,3020,1006,2887,0.86,1.02,0.95,1.08,1.16,1.02,1.05,2539,1821,2014,1470,1413,2962,687,1858,2124,01/05@01/06/02/01@01/06/02/02@43/01/03/05
5849,2321,5330,0,7351,2831,8840,1368,4008,2864,5342,2434,4262,5392,970,2831,0.66,0.85,2.1,1.15,1.52,0.72,0.48,4901,2908,4422,4057,4520,7472,1808,2112,2107,14/04@20/01/10@20/09/16
4627,2437,3242,0,2607,1368,2884,1266,5992,6242,5234,2524,14716,2924,996,8259,0.97,0.63,0.26,0.93,1.03,4.55,3.85,1565,2710,1928,2055,1239,1618,5186,12458,7441,14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/09@34/11/12@40/01/03
3338,2033,2290,0,3701,2442,5286,1304,1764,1666,3513,2406,3631,2486,887,2500,0.77,1.1,0.88,0.85,1.3,1.39,1.14,3048,1107,1599,1115,1259,3982,607,1531,1827,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
6827,2668,4987,0,3071,1249,3041,1014,3470,4713,4986,2166,3652,2554,912,1252,1.02,1.31,2.72,0.9,0.98,0.82,0.37,2058,2820,1642,3746,1822,2027,3629,2305,604,14/04@20/01/10@20/03@20/09/05
5912,2323,5178,0,4293,1614,5162,1288,2480,3177,4383,2480,3160,3667,1116,2296,0.94,1.4,1.71,1.09,1.06,0.78,0.58,3652,1903,2551,3896,2679,3874,2073,1491,1491,20/09/14@42/04
3454,2207,2292,0,2598,1550,2719,1261,1800,1842,3017,2266,2518,1945,1040,1694,0.79,1.04,0.97,0.89,1.27,1.25,1.03,1149,751,905,1113,1048,1458,800,939,929,01/07/01@42/01
5463,2803,3665,0,2305,1403,2198,1241,2753,2966,4298,2413,3533,2484,1156,2446,1.18,1.13,0.8,0.88,0.85,1.05,1.25,1126,1885,1328,2330,902,957,1768,1978,1666,42/16
2921,2226,1656,0,2259,1649,2008,1331,1300,1749,2909,2406,2386,1577,997,1441,0.83,1.15,0.85,0.67,1.2,1.47,1.18,561,503,580,464,610,677,556,739,685,20/01/11@20/01/27@32/07@43/01/03/09
23882,2832,25310,0,12735,1352,11559,1286,17248,13833,25072,2344,9008,14051,1204,2932,0.87,0.94,5.93,1.14,1.15,0.33,0.17,8901,22728,12847,23823,11383,10273,12693,7582,2168,12/01/01@12/04@16/01
4019,2503,2307,0,2199,1387,2545,1314,4568,4575,3717,2484,9709,2273,1018,4213,0.76,0.48,0.37,0.78,1.32,5.88,2.7,931,1233,1255,1175,812,1231,3484,7445,3421,01/06@32/01/05@34/11/09
4237,2353,2917,0,6129,2267,3688,1286,1797,1766,3751,2340,2609,2634,901,1563,0.86,1.46,2.01,0.88,1.16,0.5,0.5,2056,1411,1733,1664,3862,2402,755,703,863,99
