@RELATION 'church0.names'

@ATTRIBUTE pp_number_of_probe_pairs                numeric
@ATTRIBUTE a_fy4_a                                 numeric
@ATTRIBUTE alpha_fy5_alpha                         numeric
@ATTRIBUTE gal_gal                                 numeric
@ATTRIBUTE heat_heat                               numeric
@ATTRIBUTE rel_alpha_fy5_alpha                     numeric
@ATTRIBUTE rel_gal_gal                             numeric
@ATTRIBUTE rel_heat_heat                           numeric
@ATTRIBUTE avg_abund                               numeric
@ATTRIBUTE median_deviation_of_log_fc_gal          numeric
@ATTRIBUTE sig_gal                                 numeric
@ATTRIBUTE sig_fy5_alpha                           numeric
@ATTRIBUTE median_deviation_of_log_fc_heat         numeric
@ATTRIBUTE sig_heat                                numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
21,2.73,4.46,4.22,3.77,0.12,0.09,0.07,3.8,0.11,0.8,0.5,0.11,0.64,10/03/03@16/01@32/01/03@40/01@42/04/03@43/01/03/05@43/03
20,2.42,4.59,2.31,2.23,0.11,-0.05,-0.03,2.89,0.06,0.8,1.2,0.06,0.5,12/01/01@12/04@16/01@16/03/03
20,0.56,0.64,0.39,1,0.11,0.03,0.23,0.65,0.2,0.2,0.6,0.16,1.44,12/10
20,0.4,0.55,0.7,0.24,0.11,0.26,-0.2,0.47,0.16,1.6,1.1,0.1,2,20/01/01/01/01@20/09/18/07@34/01/01/01
20,0.16,0.2,0.21,0.14,0.11,0.08,0,0.18,0.12,0.7,1.1,0.18,0,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
20,0.37,0.56,1.89,0.93,0.11,0.6,0.2,0.94,0.19,3.2,0.7,0.19,1.05,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
20,0.14,0.15,0.19,0.26,0.11,0.03,0.27,0.19,0.25,0.1,0.6,0.13,2.08,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
20,0.12,0.21,0.24,0.33,0.11,0.01,0.23,0.23,0.25,0,0.5,0.13,1.77,99
66,1.2,1.65,1.14,1.08,0.11,-0.11,-0.16,1.27,0.13,0.8,1.1,0.14,1.14,12/01/01@16/01
20,0.12,0.24,0.22,0.29,0.11,0.13,0.12,0.22,0.15,0.9,0.5,0.19,0.63,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@20/09/16/01@32/01/01@32/05/01/03@32/07/05@34/01/01/01
20,0.55,1.02,0.16,0.99,0.1,-0.43,0.21,0.68,0.25,1.7,1.3,0.15,1.4,14/10@16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
21,0.1,0.21,0.16,0.25,0.1,0,0.07,0.18,0.09,0,0.7,0.23,0.3,01/01/06/05/01@01/02@01/05/13/03@01/07/01@12/01/01@16/01@16/21/07@34/11/13/07
20,0.4,0.56,0.28,0.94,0.1,-0.1,0.27,0.55,0.21,0.5,0.6,0.17,1.59,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
20,3.39,5.46,3.79,3.35,0.1,0.09,-0.25,4,0.15,0.6,0.5,0.11,2.27,12/01/01@12/04@16/01
21,4.61,6.54,2.7,7.27,0.1,-0.23,0.08,5.28,0.19,1.2,1.4,0.17,0.47,01/05/02/07@01/05/03@10/03/01@32/01@40/10@40/20@42/04/05@42/16
20,0.6,1.41,0.33,1.28,0.1,0,0.23,0.91,0.13,0,0.4,0.16,1.44,01/01/06/05/02@01/03/01@01/04@01/05/05/04@01/05/13/01@01/07/01@01/20/21@16/17/03@16/17/07@16/19/03
21,4.04,7.95,6.35,6.44,0.1,0.08,0.14,6.2,0.14,0.6,0.7,0.24,0.58,01/20/37/01@16/14@20/01/10@20/09/01@30/01/05@32/01/01@32/07/07/05@40/10/02/01
56,1.8,1.97,1.74,1.52,0.1,0.07,-0.01,1.76,0.15,0.5,0.6,0.22,0.05,12/01/01@12/04@16/01
40,7.79,6.78,8.19,7.15,0.1,0.11,-0.02,7.48,0.15,0.7,0.6,0.12,0.17,12/01/01@12/04@16/01
21,9.79,15.1,11.5,9.28,0.1,-0.05,-0.11,11.42,0.12,0.4,0.6,0.11,1,12/01/01@12/04@16/01@16/03/03
21,0.1,0.13,0.18,0.13,0.09,0.11,0.15,0.14,0.12,0.9,1.3,0.15,1,01/01/03/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
21,0.12,0.16,0.2,0.18,0.09,0,0.16,0.17,0.16,0,0.4,0.14,1.14,16/01@16/17/01@16/17/03@16/17/05@16/17/07@16/19/03@20/01/01/01/01@20/01/15@20/01/26@20/03/22@20/09/07@20/09/16@30/01/05/01/04@32/01@34/01/01/01@34/05@34/07/01@34/11/13/07@42/04/03
41,1.38,1.64,2.3,1.27,0.09,0.14,-0.04,1.65,0.14,1,0.4,0.15,0.27,12/01/01@12/04@14/10@16/01@43/01/03/05
20,0.11,0.19,0.21,0.24,0.09,0.12,0.15,0.19,0.14,0.9,1.3,0.17,0.88,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
20,0.57,0.96,0.4,0.6,0.09,0,-0.01,0.63,0.14,0,1,0.18,0.06,14/07/02/02
20,0.4,0.43,0.3,0.2,0.09,0,0,0.32,0.13,0,0.3,0.17,0,18/01/07@30/05/02/24@34/11/03/07
20,0.4,0.63,0.36,0.82,0.09,0,0.14,0.54,0.13,0,0.3,0.28,0.5,01/01/03/02/01@01/03/01
20,0.1,0.24,0.28,0.25,0.09,0.13,0.04,0.23,0.12,1.1,0.5,0.28,0.14,01/03/16/01@10/01/05@11/04/01@12/01
50,3.03,3.22,3.27,2.24,0.09,0.02,-0.2,2.94,0.13,0.2,0.5,0.12,1.67,12/01/01@12/04@16/01
20,0.17,0.26,0.2,0.27,0.08,0,0.05,0.23,0.05,0,1.3,0.16,0.31,01/04@16/19/03@18/02/01/01@20/03/25@32/01/11
55,1.33,2.85,1.27,2.5,0.08,0,0.1,1.99,0.18,0,0.5,0.17,0.59,12/01/01@12/04@16/01
20,1.59,2.25,1.25,2.25,0.08,0,0.07,1.84,0.17,0,0.7,0.17,0.41,16/01@20/01/10@20/09/07
21,0.54,0.58,2.43,0.87,0.08,0.45,0.07,1.11,0.22,2,0.4,0.14,0.5,99
20,0.29,0.24,0.35,0.6,0.08,0.09,0.27,0.37,0.18,0.5,0.4,0.17,1.59,20/01/10@20/01/21@20/09/01
20,0.35,0.54,0.56,0.94,0.08,0.05,0.13,0.6,0.15,0.3,0.4,0.17,0.76,14/04@20/01/10@20/03@20/09/04
20,0.16,0.26,0.29,0.36,0.08,0.01,0.23,0.27,0.27,0,0.6,0.26,0.88,14/10@16/01@16/07@20/09/14@34/05@40/01@42/04/03
20,0.52,0.58,0.8,0.69,0.08,0.12,0.04,0.65,0.11,1.1,0.4,0.06,0.67,14/04
21,0.1,0.15,0.17,0.11,0.08,0.03,-0.08,0.14,0.17,0.2,0.4,0.2,0.4,11/04/01@12/01/01@16/01
21,1.02,1.05,0.91,1.14,0.07,0.11,0.16,1.03,0.2,0.6,0.3,0.18,0.89,16/01@18/02/01/02@40/01/03@42/25@43/01/03/05
21,1.24,1.12,2.5,2.29,0.07,0.21,0.1,1.79,0.22,1,0.6,0.17,0.59,16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
20,5.23,7.14,1.26,3.89,0.07,-0.3,0,4.38,0.3,1,0.8,0.19,0,12/01/01@12/04@16/01
21,0.25,0.33,0.26,0.46,0.07,-0.02,0.22,0.33,0.13,0.2,0.8,0.08,2.75,40/01/03@42/01@42/04@43/01/03/05
20,7.05,7.67,6.58,6.59,0.07,0.05,-0.12,6.97,0.13,0.4,0.4,0.11,1.09,10/01/05/01@12/01/01@12/04@16/01@32/01/09
20,0.1,0.17,0.17,0.15,0.07,0.08,0.02,0.15,0.26,0.3,0.5,0.22,0.09,01/01/09/03@12/10@16/03/03@16/17/09
21,1.35,1.63,1.3,1.36,0.07,0.07,0.12,1.41,0.07,1,0.4,0.13,0.92,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
20,0.1,0.21,0.14,0.25,0.07,0,0.11,0.18,0.31,0,0.4,0.26,0.42,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
20,0.1,0.16,0.11,0.13,0.07,0,0.06,0.13,0.14,0,0.6,0.25,0.24,01/05@14/07/02/01@14/07/02/02@42/01
21,0.99,1.06,0.93,0.67,0.07,-0.02,-0.03,0.91,0.15,0.1,0.4,0.14,0.21,11/04/01@12/01@12/04/01@16/01@16/13/01@30/05/02/26
20,0.33,0.31,0.6,0.47,0.07,0.18,0,0.43,0.12,1.5,0.5,0.11,0,12/04@12/10@16/19/03
20,2.24,1.79,2.23,0.92,0.06,0.11,-0.17,1.8,0.09,1.2,0.7,0.12,1.42,01/01/09@01/05/11/04@01/20/15
20,3.84,4.11,7.41,4.11,0.06,0.13,0.04,4.87,0.11,1.2,1,0.1,0.4,01/03/01@01/04@14/04@14/07/02@14/07/09@14/10@16/01@16/19/05@18/02/01/01@20/01/10@20/09/07/03@20/09/07/05@20/09/13@20/09/16@20/09/18/09/01/01@30/01/05/05/01@30/05/02/24@34/05@34/07@40/01@42/04/03@42/08@42/09@42/25
21,0.1,0.12,0.11,0.1,0.06,-0.05,0,0.1,0.05,1,0.3,0.02,0,10/03/01/01/11@10/03/04/07@14/07/05@14/10@14/13/01/01@16/01@16/19/03@20/09/01@42/10
20,1.33,1.02,1.42,0.9,0.06,0.07,-0.08,1.17,0.19,0.4,0.5,0.21,0.38,14/04@16/01@20/03/01/05@20/09/01
41,3.81,4.11,4.26,2.99,0.06,0.01,-0.17,3.79,0.17,0.1,0.4,0.16,1.06,11/02/03/04@12/01/01@12/04@16/01@16/03/03
21,0.11,0.15,0.51,0.43,0.06,0.35,0.32,0.3,0.23,1.5,0.9,0.22,1.45,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
20,0.94,1.16,1.05,0.87,0.06,0,-0.05,1.01,0.1,0,0.6,0.1,0.5,16/01@18/02/01/01@32/01/07@32/05/01
41,0.41,0.58,0.36,0.6,0.06,0,0.02,0.49,0.13,0,0.4,0.19,0.11,01/03/01/01/03@01/03/01/03@16/17/03@40/01/01
20,0.26,0.25,0.88,0.41,0.06,0.41,0.19,0.45,0.17,2.4,0.4,0.1,1.9,11/02/03/04@14/07/11@14/13/01@16/19@32/05/01/01@32/07@34/11/03
20,0.36,0.58,0.87,0.92,0.06,0.21,0.19,0.68,0.12,1.8,0.4,0.15,1.27,14/04@20/01/10@20/03@20/09/04
20,0.1,0.18,0.23,0.2,0.06,0,-0.01,0.18,0.22,0,0.4,0.21,0.05,99
20,0.19,0.24,0.21,0.48,0.06,0.07,0.33,0.28,0.1,0.7,0.4,0.17,1.94,01/03/01/03
64,1.87,2.69,2.54,2.07,0.06,0.06,-0.01,2.29,0.1,0.6,0.5,0.08,0.13,12/01/01@12/04@16/01
20,4.53,4.95,3.95,1.99,0.05,0.01,-0.34,3.86,0.21,0,0.3,0.13,2.62,20/01/01/01/01@20/09/18/07@34/01/01/01
21,2.26,2.95,6.31,2.21,0.05,0.33,0.09,3.43,0.18,1.8,0.2,0.13,0.69,01/06@16/09@16/13/03@20/01/13
21,0.2,0.37,0.14,0.33,0.05,-0.16,0.05,0.26,0.14,1.1,0.4,0.22,0.23,01/03/01/03
20,0.37,0.59,1.38,0.11,0.05,0.41,-0.6,0.61,0.09,4.6,0.6,0.19,3.26,01/02@02/13/01@20/01/15@32/01@32/05/01/03
21,0.13,0.17,0.2,0.24,0.05,0.06,0.13,0.19,0.08,0.8,1.3,0.13,1,14/07/11@14/13/01/01
20,6.8,6.52,4.94,16,0.05,-0.05,0.43,8.55,0.21,0.2,0.5,0.22,1.95,99
21,0.8,1.3,0.7,1.16,0.05,0,-0.06,0.99,0.14,0,0.2,0.11,0.55,02/11@02/13/03@02/45/15@16/19/03@20/01/15@20/03/22@34/01/01/03
40,0.51,0.84,0.34,0.37,0.05,-0.18,0,0.52,0.09,2,0.2,0.17,0,12/04/02@12/07@16/01@16/19/05@18/02/01/01/01
20,0.76,0.93,0.57,2.35,0.05,0,0.39,1.15,0.13,0,0.4,0.13,3,11/04/02@20/01/07
20,0.14,0.28,0.26,0.13,0.05,0.04,-0.02,0.2,0.18,0.2,0.4,0.13,0.15,01/04@01/05/03@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@40/01/03@40/10/02/01@43/01/03/09
20,0.51,0.54,0.57,0.96,0.05,0.12,0.3,0.65,0.15,0.8,0.4,0.12,2.5,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
20,0.47,0.51,0.56,0.78,0.05,0.02,0.13,0.58,0.09,0.2,0.5,0.11,1.18,14/13
20,0.79,0.81,0.77,0.48,0.05,0.01,-0.18,0.71,0.15,0.1,0.3,0.11,1.64,42/19
20,1.34,1.16,2.53,1.54,0.05,0.23,0.01,1.64,0.11,2.1,0.6,0.09,0.11,01/05@14/07/02/01@14/07/02/02@42/01
21,3.54,3.26,5.34,4.02,0.05,0.06,-0.17,4.04,0.13,0.5,0.2,0.15,1.13,12/01/01@12/04@16/01
20,0.38,0.43,0.44,0.13,0.04,0.03,-0.1,0.35,0.12,0.3,0.4,0.12,0.75,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
20,5.02,5.31,3.74,3.35,0.04,-0.14,-0.15,4.36,0.06,2.3,0.4,0.06,2.5,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
20,3.58,2.94,5.14,2.49,0.04,0.16,-0.02,3.54,0.17,0.9,0.2,0.15,0.13,12/01/01@12/04@16/01
20,15.3,26,21.3,13.1,0.04,-0.07,-0.13,18.92,0.16,0.4,0.2,0.34,0.38,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
20,0.47,0.89,1.18,0.57,0.04,0.11,0,0.78,0.19,0.6,0.3,0.21,0,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
21,0.1,0.11,0.07,0.05,0.04,0,0,0.08,0.03,0,0.3,0.18,0,14/07@14/13@16/01
20,0.8,1.46,0.94,0.65,0.04,0.05,0,0.96,0.06,0.8,0.3,0.2,0,01/03/16@11/02/02@12/04@12/10@16/19/03
20,8.13,9.17,3.54,4.96,0.04,-0.25,-0.19,6.45,0.15,1.7,0.3,0.08,2.38,12/01/01@12/04/02@16/01@16/07
20,2.55,1.8,3.38,1.03,0.04,0.1,-0.39,2.19,0.11,0.9,0.3,0.1,3.9,10/01/09/05@10/03/04/03@11/02/03/04@16/03/01@42/10/03
20,1.09,0.9,2.69,1.08,0.04,0.47,-0.03,1.44,0.14,3.4,0.3,0.12,0.25,02/11@02/13/01@02/13/03@20/01/15
21,2.49,2.75,3.82,2.35,0.04,0.16,-0.06,2.85,0.14,1.1,0.3,0.18,0.33,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
20,0.76,0.47,0.67,1.16,0.04,-0.02,0.31,0.77,0.11,0.2,0.3,0.21,1.48,01/02@01/07@14/10@16/01@34/01/01/01
94,1.05,1.34,1.27,1.25,0.03,-0.05,-0.03,1.23,0.15,0.3,0.3,0.16,0.19,12/01/01@12/04@12/07@16/01@16/03
19,14.8,22.8,1.19,14.6,0.03,-0.89,-0.16,13.36,1.44,0.6,0.3,0.1,1.6,12/01/01@12/04@16/01
20,12.8,13.2,10,10.1,0.03,-0.05,-0.12,11.51,0.14,0.4,0.2,0.12,1,12/01/01@12/04@16/01@16/17/09
20,10.7,10.3,5.08,8.56,0.03,-0.17,-0.06,8.67,0.14,1.2,0.3,0.08,0.75,16/01@40/10/02/01
21,0.98,1.19,0.81,3.58,0.03,0,0.32,1.64,0.19,0,0.1,0.25,1.28,14/01@14/04@14/07@16/01@16/03/01@20/01/10@20/09/04@32/01/05@40/10
40,9.06,8.98,3.58,7.36,0.03,-0.29,-0.1,7.25,0.15,1.9,0.4,0.16,0.63,01/01/13@02/16@12/01@12/04@14/07/04@30/01/05/05/03
20,0.82,0.79,1.04,1.03,0.03,0.13,0.11,0.92,0.13,1,0.3,0.14,0.79,01/04@01/06/02/01@20/09
20,0.14,0.16,0.2,0.18,0.03,0.03,0.07,0.17,0.16,0.2,0.2,0.14,0.5,01/05@14/07/02/02@42/01
20,0.96,0.94,1.07,0.87,0.03,0.06,0.14,0.96,0.13,0.5,0.3,0.15,0.93,12/01/01@12/04@16/01@42/16
46,0.43,0.33,0.24,0.5,0.02,0,0,0.38,0.12,0,0.1,0.06,0,12/01/01@12/04@16/01
21,6.11,8.08,4.37,7.51,0.02,-0.06,0.07,6.52,0.2,0.3,0.1,0.15,0.47,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
21,0.89,0.77,1.13,1.21,0.02,0.06,0.08,1,0.15,0.4,0.2,0.1,0.8,01/01/11/02/01@01/03/01@11/02/03/04@32/01/05@34/11/03/07@42/16
21,0.18,0.25,0.12,0.11,0.02,0,0,0.17,0.04,0,0.4,0.18,0,20/09/07@20/09/13@40/01@42/04@43/01/03/05
32,3.68,4.12,3.82,2.64,0.02,-0.02,-0.11,3.57,0.21,0.1,0.1,0.16,0.69,12/01/01@12/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01
21,0.1,0.09,0.13,0.15,0.02,0.01,0.23,0.11,0.23,0,0.1,0.22,1.05,12/01/01@14/10
20,7.13,9.29,3.06,6.95,0.02,-0.3,-0.02,6.61,0.27,1,0.2,0.09,0.22,12/01/01@12/04@16/01@16/03/03@16/05
21,0.36,0.44,0.32,0.42,0.02,0,0.02,0.39,0.13,0,0.1,0.18,0.11,01/01@01/05/13@01/20/31@14/07/09
20,0.4,0.47,0.3,0.64,0.02,0,0.12,0.44,0.13,0,0.2,0.18,0.67,01/05/03@02/19@42/01@43/01/03/09
21,0.94,1.18,1.16,0.86,0.02,0,-0.12,1.04,0.11,0,0.1,0.18,0.67,10/01/03@20/01/03@20/09/04@42/16
20,0.15,0.27,0.34,0.36,0.02,0.18,0.12,0.28,0.1,1.8,0.2,0.28,0.43,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
21,0.1,0.18,0.13,0.11,0.02,0,0.02,0.13,0.17,0,0.2,0.36,0.06,20/01/01/01@20/03/01/01@34/01/01@34/11/03/07
21,0.11,0.12,0.18,0.24,0.02,0.05,0.14,0.16,0.32,0.2,0.2,0.24,0.58,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/10/03@42/22@43/01/03/05
20,0.7,0.61,1.46,0.78,0.02,0.24,0.17,0.89,0.13,1.8,0.2,0.1,1.7,14/04@16/01@20/01/10@20/03@20/09/05
21,0.42,0.42,0.5,0.49,0.02,0.11,0.09,0.46,0.15,0.7,0.2,0.22,0.41,14/04@14/07/11/01@14/13/04@20/09/13@42/25
