@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1924,1359,1201,1898,0,2024,2450,2175,1365,0,1728,1375,2183,1500,1736,1598,1645,1627,0,1397,0.82,0.929,0.97,0.815,0.654,0.418,0.424,0.308,0.513,0.671,0.181,0.218,0.96,0.49,0.46,0.32,0.66,0.7,1.76,0.2,10/01/03/03@10/01/03/05
3289,3011,1540,2403,0,2478,2433,3712,1664,0,1404,943,2618,931,5338,4069,1266,1702,0,2369,0.949,0.896,0.911,0.859,1.266,0.667,0.849,1.064,0.975,1.248,0.536,0.514,0.91,0.69,0.93,1.14,1.01,1.31,1.31,0.6,14/04@16/02@20/01/10@20/09/07/03
2405,2131,1213,3739,0,2774,4858,2227,1645,0,1597,1502,2306,912,3450,5119,1324,3831,0,3029,0.894,0.823,0.831,0.767,0.147,0.303,0.347,0.233,0.394,0.462,0.726,0.584,0.89,0.33,0.46,0.29,0.41,0.52,0.87,0.71,42/01
4178,4394,1352,3802,0,3362,2833,4770,1633,0,1468,1077,3496,901,5600,9183,1195,939,0,1784,0.952,0.937,0.885,0.736,1.119,0.941,0.948,0.544,0.506,0.528,0.882,0.96,0.79,0.97,0.94,0.6,0.51,0.52,0.6,1.04,14/10@16/01@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/16@20/09/18@42/25
4801,4485,1156,5214,0,4265,3328,6946,1832,0,1679,1250,3918,1347,2853,1771,1411,3232,0,2370,0.955,0.939,0.948,0.875,0.742,1.078,1.234,1.612,1.858,1.696,0.668,0.446,0.91,1.14,1.28,1.68,1.74,1.77,0.83,0.67,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
4484,3746,1378,5020,0,5274,3020,5549,1542,0,2094,1430,2804,1488,3922,1740,1817,5459,0,3203,0.871,0.939,0.962,0.934,0.892,1.621,1.601,2.651,1.437,2.682,1.65,1.163,1.06,1.67,1.64,2.6,1.96,2.69,2.9,1.69,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
2355,2067,1266,4353,0,2325,2287,4301,1930,0,1650,1146,1926,933,3235,6746,1402,2191,0,2451,0.944,0.86,0.878,0.748,0.669,0.559,0.557,0.316,0.241,0.355,0.215,0.198,0.84,0.66,0.57,0.35,0.28,0.34,1.8,0.22,10/03/01/01/11@20/09/14@42/04/05
4343,4322,1496,2809,0,3224,1757,5456,1704,0,1415,931,3864,952,7984,5803,1139,1624,0,3297,0.946,0.898,0.871,0.823,2.03,1.824,1.529,2.045,1.494,1.341,3.808,4.234,0.85,1.87,1.69,2.16,1.6,1.34,1.9,3.87,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
2075,1670,1299,1873,0,1863,1257,2560,1628,0,1460,1012,2031,924,2796,2354,1482,2625,0,2142,0.924,0.858,0.872,0.834,0.918,0.738,0.63,0.758,0.836,1.017,0.591,0.56,0.89,0.91,0.76,0.9,0.93,1.07,3.77,0.59,14/04
1589,1147,1134,994,0,1753,1002,2361,1574,0,1333,901,1661,938,1694,1169,1124,671,0,1259,0.846,0.811,0.744,0.787,1.784,1.301,1.781,2.22,1.574,1.647,1.815,2.781,0.87,1.41,1.73,2.09,1.53,1.54,1.06,1.49,11/04/03/01@14/10
6905,5962,1222,6954,0,4824,8429,7184,2110,0,1964,2080,4601,1764,2948,13724,1265,2560,0,2910,0.956,0.96,0.921,1.031,0.514,0.438,0.341,0.213,0.148,0.128,0.316,0.243,1.03,0.46,0.36,0.23,0.16,0.14,0.23,0.32,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
1932,1382,1332,1776,0,1858,1385,2466,1689,0,1708,1137,2128,1473,1408,1046,1238,1165,0,1544,0.863,0.863,0.803,0.769,0.737,0.632,0.73,0.733,0.549,0.644,0.619,0.601,0.97,0.78,0.84,0.91,0.86,0.91,1.44,0.68,99
2996,2233,1480,2729,0,2488,1672,3792,2285,0,1811,1769,2815,1869,1780,6381,1333,2887,0,3890,0.926,0.884,0.919,1.019,1.01,1.107,0.538,0.114,0.077,0.099,0.605,0.657,1.05,1.14,0.6,0.12,0.1,0.1,0.64,0.64,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
2104,1368,1383,1244,0,1780,1068,2449,1621,0,1642,1083,2855,1671,2518,2168,1838,1324,0,1553,0.819,0.946,0.897,1.114,1.25,1.138,1.107,1.016,0.731,0.576,1.083,0.901,1.25,1.27,1.24,1.19,0.94,0.86,1.36,1.03,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
1033,547,1090,593,0,1610,1016,1816,1559,0,1201,830,1211,802,981,628,1789,5634,1,1121,-0.06,0.384,0.491,-0.062,0.186,0.377,0.411,0.654,-0.116,0.025,0.85,0.289,1.06,1.07,1.22,1.66,0.96,1.24,2.57,0.9,12/01/01@12/04@16/01
1093,567,1142,660,0,1383,806,1761,1530,0,1220,711,1212,734,1023,701,1438,637,0,1110,-0.075,0.238,0.499,-0.108,0.425,0.689,0.298,0.47,0.172,0.083,0.072,0.64,1.27,1.3,1.46,0.87,1.01,1.01,0.82,1.12,01/01/03/02/01@20/01/07@20/03@20/09/13
5728,6066,1423,5583,0,6194,3605,10083,1791,0,1268,825,6759,1020,8921,7245,1137,4018,0,6514,0.964,0.919,0.925,0.82,1.617,1.563,1.957,2.003,1.592,1.192,1.997,2.606,0.84,1.68,2.1,2.02,1.63,1.2,1.56,2.06,12/01/01@12/04@16/01
1191,695,1124,696,0,1433,776,1805,1549,0,1257,828,1196,763,1012,705,1423,623,0,937,0.018,0.251,0.463,0.019,0.716,0.396,0.53,0.599,-0.014,-0.125,0.296,0.254,1.03,1.45,2.01,1.47,1.15,0.87,1.02,1.16,11/02/03/01@11/02/03/04@32/01
1192,654,1102,664,0,1406,835,1714,1429,0,1228,832,1278,853,1088,706,1399,620,0,973,-0.108,0.552,0.735,-0.104,1.055,0.665,0.738,0.805,0.298,0.192,-0.021,0.197,0.91,1.2,1.48,1.06,0.97,1.15,0.84,0.85,10/03/01/01/11@10/03/04/03
4253,4541,1432,3552,0,2867,3755,4753,1809,0,1487,925,4291,1156,6578,3923,1020,2054,0,3954,0.932,0.882,0.92,0.704,0.841,0.389,0.921,1.102,1.482,1.688,0.748,0.788,0.77,0.44,0.95,1.1,1.45,1.76,1.1,0.79,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
3498,2859,1467,4602,0,3009,2794,4796,1973,0,1636,1004,3400,1615,2427,2059,1234,2473,0,4187,0.951,0.955,0.932,0.997,0.743,0.761,0.91,0.758,0.853,0.901,0.756,0.728,1.02,0.79,0.99,0.81,0.87,1.02,0.87,0.78,20/09/07
2719,1812,1320,1671,0,2235,1455,3091,1499,0,1754,1084,2690,1661,2134,1182,1638,1437,0,1521,0.865,0.955,0.917,1.155,1.446,1.144,2.301,1.393,0.288,2.165,0.657,1.157,1.23,1.21,2.18,1.5,1.65,2.17,1.6,0.71,20/01/27@32/05/05/01@32/07/05@34/11/03
6639,6670,1832,6171,0,6130,6578,11426,2547,0,2477,1756,8191,1507,4212,3009,1012,4608,0,7812,0.966,0.951,0.973,0.855,0.902,0.763,1.596,1.631,1.531,1.357,1.02,1.672,0.87,0.81,1.68,1.7,1.51,1.41,0.87,1.03,01/04@02/13/03@02/45@16/17
2923,2325,1400,2104,0,2341,1872,3183,1721,0,1941,1278,2521,1649,1875,1340,2645,2060,0,1746,0.848,0.893,0.939,0.828,1.655,0.907,1.25,0.876,0.637,1.153,1.587,1.826,0.96,0.93,1.4,0.88,0.89,1.23,0.61,1.69,01/03/07
1211,722,1034,553,0,1433,847,1635,1388,0,1131,644,1409,851,1112,842,1281,584,0,851,0.297,0.154,0.427,0.268,0.212,0.342,0.232,0.321,0.864,-0.098,-0.039,0.407,0.93,1.14,1.52,0.89,0.83,0.82,0.8,1.06,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
1793,1360,1148,1622,0,1950,1257,2491,1596,0,1366,953,1659,796,2009,1735,1242,1089,0,1288,0.895,0.845,0.922,0.836,0.878,0.952,0.667,0.593,0.583,0.913,0.359,0.279,0.93,1.11,0.77,0.64,0.63,0.95,2.04,0.39,01/05/02/04@01/05/02/07
4416,4687,1508,5320,0,4439,3834,5576,1796,0,1611,1295,4055,996,6655,9258,1718,5075,0,3992,0.965,0.905,0.957,0.759,1.076,0.837,0.678,0.614,0.677,0.663,0.909,0.61,0.8,0.92,0.73,0.64,0.66,0.66,1.57,0.92,01/05/09/04@42/01
1664,1020,1203,879,0,2358,1053,3068,1372,2,1470,911,2790,1207,2257,1145,2362,3597,0,2084,0.844,0.985,0.947,0.925,4.09,2.189,1.12,3.219,2.393,2.407,1.102,3.686,1.19,2.4,1.44,3.33,2.44,2.49,2.43,2.71,01/05@01/06
13322,12633,1346,5761,0,9601,3344,18580,2156,0,2531,1308,8285,1467,8871,3966,1709,13219,0,8328,0.862,0.918,0.947,0.869,3.503,3.048,2.918,4.581,3.593,2.296,6.543,7.878,1,3.08,3.19,4.65,3.44,2.38,2.14,6.58,12/01/01@12/04@16/01
2461,1903,1380,3793,0,3937,2165,3807,1347,0,1699,1002,4153,1411,3881,2668,2163,3429,0,1996,0.924,0.942,0.972,0.956,1.075,1.663,2.048,2.043,1.884,1.36,1.823,1.986,0.97,1.66,2.15,2.05,1.73,1.39,1.05,1.91,01/06@18/02/01@34/01/01/01
1875,1239,1322,2797,0,2130,1364,2681,1342,0,1452,898,2376,1196,2064,1566,1966,1621,0,2049,0.869,0.909,0.903,0.925,0.887,1.062,1.123,1.009,0.942,1,1.196,1.215,1.03,1.15,1.18,1.08,1.08,1.11,1.39,1.32,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
6708,7580,1186,4549,0,4931,3831,10053,1614,0,1618,1060,5486,1559,5768,2704,1234,2911,0,2058,0.948,0.949,0.962,0.737,2.636,1.115,1.949,2.083,2.576,2.421,1.895,2.257,0.79,1.16,1.91,2.17,2.46,2.46,1.64,1.98,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
1411,756,1251,788,0,1482,752,1700,1302,0,1494,1031,1903,1198,1334,1016,1587,828,0,1166,0.254,0.766,0.609,0.393,1.137,1.035,0.801,0.12,0.43,0.421,0.499,0.062,1.59,1.61,0.96,0.21,0.69,0.66,0.7,0.79,34/11/03/07@40/01@41/01/01
3435,2713,1196,5059,0,2530,2263,4755,1625,0,1607,1079,3247,1319,3023,2352,1275,3105,0,2923,0.954,0.933,0.929,1.009,0.675,0.789,0.966,0.814,1.201,1.121,0.588,0.532,1.04,0.85,1.02,0.88,1.16,1.2,1.55,0.62,01/06@02/25
1143,693,1061,548,0,1482,906,2190,1485,1,1222,787,1249,823,1114,838,1536,678,0,958,-0.078,0.666,0.204,-0.079,0.591,0.472,2.282,0.229,0.168,0.128,0.374,0.018,0.91,1.08,2.02,0.96,0.79,0.96,1.17,0.92,01/06/02/01
3092,2825,1306,4575,0,2652,3092,3878,1744,0,1423,1106,2695,965,4900,6171,1223,3298,0,2504,0.958,0.871,0.924,0.824,0.5,0.501,0.859,0.904,0.818,0.723,0.464,0.789,0.88,0.55,0.97,0.97,0.86,0.78,1.04,0.51,20/01/27@32/07
1086,659,1021,669,0,1407,822,1761,1459,0,1274,770,1274,856,1085,801,1610,681,0,990,-0.09,0.412,0.141,-0.099,0.662,0.535,0.493,0.127,0.112,-0.156,0.086,0.013,1.15,1.2,1.2,0.94,0.98,1.5,1.33,1.22,14/10@16/01@32/01/07
2998,2696,1259,3466,0,2577,2499,3504,1592,0,1423,1108,2498,948,4280,9811,1177,1571,0,1823,0.957,0.856,0.938,0.88,0.994,0.592,0.475,0.326,0.33,0.335,0.334,0.295,0.93,0.67,0.52,0.36,0.34,0.35,1.47,0.36,11/02/01@11/02/03/01/07@11/02/03/04
1192,716,1038,488,0,1628,1012,1626,1406,0,1180,803,1676,750,1079,674,1345,646,0,1076,0.103,0.094,0.541,0.076,1.137,0.862,0.15,0.627,2.321,0.364,0.069,0.363,0.79,1.42,1.57,1.19,1.67,1.23,0.92,0.96,01/05/11/07/01@20/01/15@32/01/01
4244,3644,1259,4463,0,3026,1522,5520,1582,0,1830,1079,3429,1376,2837,1483,1178,4718,0,3499,0.964,0.875,0.939,0.96,1.361,1.975,3.064,4.226,2.541,2.215,1.821,1.65,0.99,2.03,3.36,4.58,2.32,2.41,1.51,1.87,01/04@14/07/03@20/09/18/09/01@42/04/03
1725,1114,1182,1268,0,1895,1316,2018,1279,0,1702,1086,2028,1246,1703,1225,1527,1425,0,1330,0.8,0.888,0.942,0.996,1.353,0.9,1.248,1.472,0.494,1.078,0.755,1.002,1.14,0.99,1.27,1.51,1.05,1.08,1.79,0.8,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
2263,1674,1150,1214,0,1692,1002,2616,1567,0,1542,1113,2163,1457,1754,1219,1202,1400,0,1362,0.928,0.817,0.924,0.879,2.312,1.275,0.858,1.22,0.741,1.272,2.059,1.895,0.99,1.38,1.15,1.32,1.26,1.52,1.13,2.08,11/04/01@11/06/02
2600,2042,1108,2147,0,2015,1422,2812,1835,1,2046,1947,2608,1534,1858,1665,1196,2739,0,2269,0.909,0.851,0.847,0.832,1.833,1.027,0.9,0.57,0.842,0.943,1.107,0.681,0.92,1.01,0.98,0.63,0.94,0.89,1.09,1.14,11/04/03/01@42/01
1817,1296,1071,986,1,2686,1718,2181,1616,0,766,554,2420,935,3108,9421,1448,1596,0,1633,0.891,0.645,0.838,0.845,0.895,-0.01,0.612,0.266,0.162,0.196,0.17,0.254,0.95,1.39,0.97,0.39,0.4,0.21,0.55,0.18,14/07/02
2238,1678,1198,2275,0,2243,2012,2713,1482,0,1344,980,1943,805,2551,3296,1362,1493,0,1914,0.948,0.885,0.906,0.93,0.679,0.632,0.507,0.548,0.537,0.577,0.297,0.264,1,0.73,0.56,0.61,0.57,0.59,1.75,0.3,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
3654,3172,1457,4981,0,5211,3734,5430,1408,0,2106,1230,3997,1354,4741,1242,1756,7118,0,6019,0.957,0.889,0.942,0.973,0.947,1.269,2.556,4.124,4.068,5.502,2.748,9.04,0.99,1.29,2.83,4.29,3.91,5.48,1.32,2.89,10/03/02@42/01@43/01/03/09
3103,2703,1329,2087,0,3881,2293,3900,1921,0,2062,1138,2970,1404,3342,1243,1692,2282,0,2703,0.91,0.924,0.958,0.86,1.518,1.301,2.183,3.506,0.71,3.364,1.469,0.543,0.95,1.55,2.37,3.62,2.69,3.75,0.88,1.52,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
4430,4336,1371,2174,0,6087,2901,5795,1908,0,2308,1337,3780,1384,4381,3179,1769,3617,0,2602,0.931,0.922,0.945,0.843,4.284,2.084,2.578,3.055,2.213,1.26,3.772,2.776,0.87,2.16,2.77,3.3,2.06,1.32,2.22,4.72,12/01/01@12/04@16/01
2358,1624,1137,2704,0,1698,3695,2598,1711,0,1989,1847,2144,1412,1507,1201,1332,1537,0,1981,0.892,0.756,0.902,0.929,0.486,0.132,0.153,0.274,0.452,0.776,0.102,0.29,1.09,0.16,0.22,0.3,0.65,0.83,1.37,0.1,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
1717,1227,1603,1530,0,1997,1252,2439,1533,0,1397,1002,1785,984,2124,1885,1179,907,0,1505,0.834,0.745,0.872,0.726,1.356,1.035,0.843,0.886,1.061,0.761,0.786,0.733,1,1.19,1.16,1.02,1.08,0.9,1.1,0.78,14/04@20/01/10@20/09/04@42/16
3238,2978,1442,6610,0,2767,3288,3736,1534,0,1446,999,2966,840,5031,6823,1129,1385,0,2219,0.95,0.849,0.89,0.848,0.362,0.484,0.632,0.95,0.792,0.645,0.786,1.845,0.88,0.56,0.73,1.06,0.79,0.65,1.37,0.83,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
2141,1398,1336,3281,0,2211,1789,2464,1385,0,2004,1414,1898,1258,1858,1478,1922,2472,0,1637,0.797,0.867,0.889,0.979,0.623,0.769,0.748,0.955,0.533,0.827,1.721,3.271,1.22,0.87,0.92,1,0.86,0.98,2.17,1.88,20/01/13@20/03@20/09/04
4162,3341,1274,3424,0,2555,1771,5150,1837,0,2423,1690,2410,947,2226,1775,1563,6393,0,7343,0.948,0.932,0.886,1.057,1.062,1.142,0.751,1.262,0.815,1.063,4.223,2.848,1.08,1.2,0.77,1.49,0.87,1.11,0.95,4.23,02/01/03@14/13/04@20/09/13
2381,1814,1281,2217,0,2334,1656,2587,1405,0,1797,1234,1931,1123,1934,1027,1705,2437,0,1584,0.902,0.92,0.916,0.964,1.088,1.097,1.607,1.754,-0.051,2.361,0.811,0.987,1.01,1.18,1.82,2.05,1.01,2.34,1.96,0.87,01/05/02@01/05/03@14/07/02/02
3047,2687,1524,6468,0,2691,3051,4084,1568,0,1409,952,2567,938,3790,9396,1105,2888,0,4855,0.957,0.853,0.925,0.89,0.534,0.488,0.622,0.437,0.394,0.313,0.611,0.84,0.92,0.56,0.72,0.49,0.41,0.31,1.34,0.63,01/01/06/06/01/03
