@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3182,1901,1019,0,3213,2272,2212,1372,0,1718,1050,1503,719,0,1370,1426,0,2159,1630,0,1581,849,709,0,1.32,0.23,1.1,941,668,732,840,784,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
2817,1905,967,0,3236,2277,2174,1230,0,1690,1103,1275,750,0,1654,1620,0,2222,1645,0,1614,813,647,0,1.57,0.71,1.1,959,587,801,944,525,99
4942,1914,967,0,4623,2137,3268,1235,0,2765,1054,1665,724,0,1444,1462,0,2270,1762,0,2484,793,607,0,1.09,0.85,0.63,2486,1711,1691,2033,941,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
5838,2466,1288,0,5653,3068,4331,1946,0,3789,1592,3009,1138,0,1761,1206,0,2770,1900,0,3236,1192,900,0,1.1,1.5,1.06,2585,2197,2044,2385,1871,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
6302,2170,1047,0,9238,3040,9662,2557,0,10452,1564,9599,1228,0,1711,1017,0,2819,2716,0,10364,1106,820,0,0.92,2.93,1.45,6198,8888,9258,7105,8371,12/01/01@12/04@16/01
3880,2001,1032,0,5748,3166,5476,2432,0,3692,1476,3362,1148,0,1747,979,0,2705,2595,0,4486,1150,897,0,1.26,0.98,1.43,2582,2216,3336,3044,2214,01/01/03/02/01@20/01/07@20/03@20/09/13
12158,1936,999,0,10083,2438,8936,1655,0,7632,996,6013,725,0,1627,1216,0,2602,2337,0,9051,1074,985,0,0.69,1.8,0.93,7645,6636,7977,7281,5288,12/01/01@12/04@16/01
4329,1628,989,0,5763,3004,5604,2206,0,4005,1331,3170,983,0,1705,989,0,2640,2571,0,4401,1128,892,0,1.16,1.18,0.94,2759,2674,3273,3398,2187,11/02/03/01@11/02/03/04@32/01
3561,2278,1171,0,5583,3130,5122,2403,0,2349,1412,1781,1018,0,1762,1041,0,2636,2490,0,2251,1054,840,0,1.32,0.75,1.25,2453,937,1197,2719,763,10/03/01/01/11@10/03/04/03
4032,2017,1120,0,4118,2342,3176,1580,0,2281,910,2273,638,0,1540,1420,0,2070,1744,0,2573,865,782,0,1.01,0.74,1.12,1776,1371,1708,1596,1635,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
5163,1909,1051,0,4173,2037,3924,1201,0,3013,1097,2779,758,0,1350,1238,0,2280,1717,0,2701,872,719,0,0.9,0.58,1.25,2136,1916,1829,2723,2021,20/09/07
3926,2334,1213,0,4828,3215,3561,2098,0,2900,1456,2229,1048,0,1972,1372,0,2594,1886,0,2671,1206,824,0,1.19,1.03,1.45,1613,1444,1465,1463,1181,20/01/27@32/05/05/01@32/07/05@34/11/03
12253,1865,969,0,7974,2085,8810,1226,0,8769,1149,5601,803,0,1374,1464,0,2086,1640,0,5656,870,693,0,0.77,1.43,0.87,5889,7620,4786,7584,4798,01/04@02/13/03@02/45@16/17
5161,2756,1343,0,3500,2300,2336,1329,0,3505,1403,3083,908,0,2058,1147,0,2262,1388,0,2154,1003,676,0,1.18,1.11,1.09,1200,2102,1151,1007,2175,01/03/07
3134,1518,936,0,3116,2310,1874,1365,0,2399,1543,1754,1162,0,1828,985,0,2577,2210,0,1675,1052,786,0,2.39,0.67,0.95,806,856,623,509,592,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
3134,2129,1091,0,4007,2884,3114,2261,0,1775,1204,1418,901,0,1757,1085,0,2446,2234,0,1906,974,725,0,1.47,0.58,1.59,1123,571,932,853,517,01/05/02/04@01/05/02/07
7073,2305,1229,0,6450,2931,7222,2211,0,4148,1328,3709,1041,0,1648,1009,0,2566,2286,0,7905,1012,770,0,0.86,0.86,1.19,3519,2820,6893,5011,2668,01/05/09/04@42/01
4356,2733,1304,0,3469,2417,2114,1337,0,3131,1403,2192,904,0,1857,1029,0,2348,1458,0,2729,1265,952,0,1.5,1.28,1.19,1052,1728,1464,777,1288,01/05@01/06
20778,2371,1473,0,19282,2869,21169,1903,0,14236,1493,16815,1124,0,1721,1296,0,2705,1806,0,17714,1213,801,0,0.87,3.13,1.64,16413,12743,16501,19266,15691,12/01/01@12/04@16/01
5287,2735,1396,0,4704,2359,3746,1341,0,5128,1423,5462,921,0,1794,1162,0,2412,1562,0,3443,1048,746,0,1.21,0.82,1.75,2345,3705,2395,2405,4541,01/06@18/02/01@34/01/01/01
9996,2626,1388,0,6686,2384,5629,1407,0,6474,1438,5345,993,0,1758,1098,0,2383,1518,0,5049,1078,726,0,0.98,1.67,1.04,4302,5036,3971,4222,4352,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
4134,2301,1352,0,4531,2621,3394,1661,0,3059,1265,2723,893,0,1486,1190,0,2193,1575,0,2713,986,795,0,0.92,0.3,1.37,1910,1794,1727,1733,1830,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3871,2638,1266,0,3349,2361,1979,1337,0,2308,1345,1711,888,0,1829,1096,0,2350,1568,0,1909,1056,728,0,2.02,1.37,1.02,988,963,853,642,823,34/11/03/07@40/01@41/01/01
7905,2363,1346,0,7869,2853,7397,1788,0,4831,1256,5286,934,0,1509,1270,0,2391,1720,0,5085,1026,815,0,0.84,0.94,1.22,5016,3575,4059,5609,4352,01/06@02/25
4959,2042,1098,0,4737,2649,4397,1834,0,5966,1540,5095,1202,0,1908,953,0,2691,2407,0,4413,1136,854,0,1.15,2.72,1.15,2088,4426,3277,2563,3893,01/06/02/01
4848,2075,1145,0,5166,3136,4389,2428,0,3137,1227,2543,981,0,1575,1010,0,2522,2254,0,3607,933,686,0,0.84,1.1,1.22,2030,1910,2674,1961,1562,20/01/27@32/07
3756,2176,1103,0,3611,2579,2714,1678,0,3288,1476,2824,1128,0,1815,1001,0,2687,2500,0,2528,1068,800,0,1.41,1.01,1.18,1032,1812,1460,1036,1696,14/10@16/01@32/01/07
4265,2099,1118,0,4607,2887,4005,2271,0,2725,1152,2342,889,0,1701,1197,0,2620,2324,0,2841,884,701,0,0.86,1.51,1.3,1720,1573,1957,1734,1453,11/02/01@11/02/03/01/07@11/02/03/04
4104,1540,991,0,5152,3071,4661,2572,0,4758,1632,7946,1196,0,1808,994,0,2818,2503,0,3680,1104,901,0,1.39,0.41,1.64,2081,3126,2576,2089,6750,01/05/11/07/01@20/01/15@32/01/01
3490,2139,1159,0,3877,2402,2850,1478,0,2101,1151,1742,768,0,1462,1102,0,2093,1440,0,2025,946,727,0,1.02,0.76,1.08,1475,950,1079,1372,974,01/04@14/07/03@20/09/18/09/01@42/04/03
3899,2626,1241,0,3611,2568,2182,1488,0,2935,1516,2035,1036,0,1654,1021,0,2508,1710,0,2492,1157,772,0,1.37,1.37,1.11,1043,1419,1335,694,999,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
3477,2124,1204,0,3793,2483,2649,1471,0,2282,1181,1624,811,0,1460,1182,0,2146,1503,0,2402,918,683,0,1.07,1.23,1.3,1310,1101,1484,1178,813,11/04/01@11/06/02
3109,2028,1103,0,3634,2482,2558,1528,0,1990,1199,1556,849,0,1510,1098,0,2246,1536,0,1958,960,743,0,1.22,0.77,1.41,1152,791,998,1030,707,11/04/03/01@42/01
4366,2400,1122,0,5347,3068,5168,2519,0,4426,1367,4450,1004,0,1936,1074,0,2866,2629,0,3405,1120,832,0,1.05,1.53,1.3,2279,3059,2285,2649,3446,14/07/02
4691,2140,1091,0,5087,2559,4513,1628,0,2658,1101,2141,818,0,1579,1168,0,2660,2349,0,3261,951,762,0,0.82,1.1,1.15,2528,1557,2310,2885,1323,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
22515,2756,1452,0,14784,2773,15375,1745,0,15782,1814,17983,1258,0,1842,1204,0,2958,2017,0,12847,1414,968,0,0.86,1.66,1.56,12011,13968,11433,13630,16725,10/03/02@42/01@43/01/03/09
6836,2564,1293,0,5139,2765,3982,1702,0,6080,1584,4571,1122,0,1745,1113,0,2698,1769,0,4837,1208,812,0,0.88,2.13,0.98,2374,4496,3629,2280,3449,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
6290,2614,1326,0,6190,2771,5423,1649,0,7745,1624,6757,1092,0,1754,1101,0,2598,1698,0,7494,1220,790,0,0.95,3.61,1.41,3419,6121,6274,3774,5665,12/01/01@12/04@16/01
6234,2046,1159,0,5452,2397,4836,1461,0,4221,1189,2893,860,0,1671,1448,0,2320,1596,0,3921,946,730,0,0.75,2.81,0.96,3055,3032,2975,3375,2033,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
3546,2036,986,0,3854,2490,3199,1541,0,1994,1098,1422,762,0,1939,1627,0,2482,2154,0,1840,863,667,0,1.24,1.17,0.81,1364,896,977,1658,660,14/04@20/01/10@20/09/04@42/16
8475,1920,1059,0,6404,2471,6119,1491,0,7796,1123,6384,804,0,1640,1541,0,2490,2142,0,7026,943,807,0,0.78,2.67,1.89,3933,6673,6083,4628,5580,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
4438,2481,1282,0,4049,2920,2782,1814,0,3145,1590,2105,1131,0,1748,1043,0,2607,1771,0,2576,1255,824,0,1.2,1.55,1.01,1129,1555,1321,968,974,20/01/13@20/03@20/09/04
3786,1957,1050,0,4041,2443,3861,1516,0,2389,1166,1638,782,0,1270,1138,0,2168,1615,0,2368,921,660,0,1,0.79,1.22,1598,1223,1447,2345,856,02/01/03@14/13/04@20/09/13
4264,2553,1436,0,4189,2464,3252,1649,0,3343,1469,2642,1007,0,1623,1105,0,2595,1766,0,3202,1178,786,0,1.17,1.21,1.52,1725,1874,2024,1603,1635,01/05/02@01/05/03@14/07/02/02
7071,1999,1010,0,7251,2441,7859,1610,0,4583,1044,2775,741,0,1768,1201,0,2203,1979,0,4305,911,808,0,0.88,1.69,0.73,4810,3539,3394,6249,2034,01/01/06/06/01/03
5413,1925,1051,0,4513,2376,4817,1497,0,3464,1000,3230,690,0,1679,1223,0,2354,2043,0,3131,821,767,0,0.78,0.18,1.61,2137,2464,2310,3320,2540,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
3266,1949,965,0,3841,2238,2853,1343,0,2016,1029,1761,728,0,1634,1203,0,2406,2092,0,1669,759,604,0,1.03,0.63,1.61,1603,987,910,1510,1033,11/04/03/01@16/03/03
4242,2656,1425,0,4989,3254,4364,2637,0,3183,1434,2576,1081,0,1733,1093,0,2812,2763,0,2999,1098,856,0,1.02,0.64,1.43,1735,1749,1901,1727,1495,11/04/03@12/07
4014,1854,1023,0,4409,2290,4043,1523,0,2441,1006,1878,756,0,1625,1111,0,2421,2339,0,2027,771,620,0,1,1.07,1.19,2119,1435,1256,2520,1122,11/02/01@11/02/02@11/02/03/01@42/01
4102,2557,1301,0,4227,2870,3091,1840,0,2951,1468,2413,1028,0,1569,1047,0,2594,1842,0,2660,1172,808,0,1.15,1.04,1.45,1357,1483,1488,1251,1385,14/07/11/01@14/13
2881,1788,950,0,2965,2134,2027,1200,0,1643,1066,1180,727,0,1536,1456,0,2138,1570,0,1608,818,640,0,1.2,1.21,1.16,831,577,790,827,453,99
8884,1887,1000,0,9795,2234,7851,1329,0,5384,1111,3578,827,0,1682,1394,0,2193,1690,0,5031,900,718,0,0.96,1.45,0.81,7561,4273,4131,6522,2751,10/03/01/02@18/02/01/01/05
8440,2436,1390,0,8861,3260,9597,2603,0,7946,1668,7155,1294,0,1788,1030,0,2624,2321,0,7082,1051,810,0,0.94,0.91,1.09,5601,6278,6031,6994,5861,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
3183,2395,1306,0,5344,2894,4809,1939,0,2245,1514,1703,1130,0,1656,946,0,2550,2406,0,2004,1005,748,0,1.95,0.93,1.19,2450,731,999,2870,573,99
6129,2363,1226,0,6729,3511,6657,2836,0,6605,1500,4498,1120,0,1712,994,0,2592,2300,0,6970,1036,834,0,0.88,2.14,1.56,3218,5105,5934,3821,3378,11/04/01@11/04/02@11/04/03/01@12/01/01@16/19/03
10497,2113,1307,0,5738,2259,5432,1345,0,7420,963,9106,722,0,1511,1307,0,2198,1925,0,8932,1025,1055,0,0.78,0.8,1.89,3479,6457,7907,4087,8384,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
4984,2349,1222,0,7353,3520,8706,2996,0,4965,1456,4363,1054,0,1652,988,0,2512,2269,0,4747,1050,812,0,1.05,1.12,0.8,3833,3509,3697,5710,3309,12/01/01@42/16
3883,1810,963,0,3490,1992,2738,1192,0,2507,1139,1880,831,0,1324,1210,0,2113,1599,0,2265,806,615,0,0.97,1.11,1.06,1498,1368,1459,1546,1049,01/07/01
5853,2345,1240,0,5945,2950,4851,1914,0,4418,1437,3414,989,0,1704,1191,0,2718,1923,0,3774,1136,789,0,0.92,2.23,1.22,2995,2981,2638,2937,2425,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
3587,2225,1148,0,4656,3278,4124,2711,0,2644,1344,2277,1006,0,1496,1043,0,2414,2182,0,3020,1006,763,0,0.93,0.95,1.16,1378,1300,2014,1413,1271,01/05@01/06/02/01@01/06/02/02@43/01/03/05
5849,2321,1273,0,6705,3249,7351,2831,0,3898,1349,4008,1026,0,1635,1056,0,2434,2150,0,5392,970,724,0,0.87,2.1,1.52,3456,2549,4422,4520,2982,14/04@20/01/10@20/09/16
4627,2437,1187,0,3564,2277,2607,1368,0,4633,1644,5992,1276,0,1994,1056,0,2524,2258,0,2924,996,818,0,1.07,0.26,1.03,1287,2989,1928,1239,4716,14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/09@34/11/12@40/01/03
3338,2033,1175,0,4285,2947,3701,2442,0,2172,1223,1764,904,0,1506,1059,0,2406,2100,0,2486,887,673,0,1.17,0.88,1.3,1338,949,1599,1259,860,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
6827,2668,1241,0,3950,2130,3071,1249,0,4701,1276,3470,864,0,1876,1084,0,2166,1347,0,2554,912,648,0,1.11,2.72,0.98,1820,3425,1642,1822,2606,14/04@20/01/10@20/03@20/09/05
5912,2323,1282,0,5062,2591,4293,1614,0,3499,1302,2480,906,0,1482,1104,0,2480,1669,0,3667,1116,805,0,0.92,1.71,1.06,2471,2197,2551,2679,1574,20/09/14@42/04
3454,2207,1179,0,3621,2544,2598,1550,0,2232,1326,1800,928,0,1400,1042,0,2266,1579,0,1945,1040,765,0,1.12,0.97,1.27,1077,906,905,1048,872,01/07/01@42/01
5463,2803,1335,0,3693,2466,2305,1403,0,3463,1279,2753,819,0,1957,1198,0,2413,1555,0,2484,1156,780,0,1.14,0.8,0.85,1227,2184,1328,902,1934,42/16
2921,2226,1192,0,3390,2674,2259,1649,0,1723,1311,1300,941,0,1630,1193,0,2406,1647,0,1577,997,756,0,1.5,0.85,1.2,716,412,580,610,359,20/01/11@20/01/27@32/07@43/01/03/09
23882,2832,1487,0,12079,2334,12735,1352,0,16796,1427,17248,895,0,1796,1140,0,2344,1426,0,14051,1204,764,0,0.88,5.93,1.15,9745,15369,12847,11383,16353,12/01/01@12/04@16/01
4019,2503,1132,0,3316,2247,2199,1387,0,3205,1597,4568,1192,0,1957,1091,0,2484,2264,0,2273,1018,792,0,1.29,0.37,1.32,1069,1608,1255,812,3376,01/06@32/01/05@34/11/09
4237,2353,1253,0,5085,2946,6129,2267,0,2472,1328,1797,1013,0,1337,1011,0,2340,1906,0,2634,901,700,0,1.13,2.01,1.16,2139,1144,1733,3862,784,99
14351,1847,1103,0,12580,2455,9738,1540,0,19883,1676,16337,1284,0,2027,1063,0,2707,2304,0,16373,1200,834,0,1.02,6.3,1.02,10125,18207,15173,8198,15053,12/01/01@12/04@12/07@16/01@16/03/03
16818,2216,1245,0,13965,2458,11222,1573,0,21012,1642,17640,1288,0,1922,1113,0,2724,2247,0,15835,1216,872,0,0.95,6.36,1.04,11507,19370,14619,9649,16352,12/01/01@12/04@16/01
4294,2373,1410,0,4426,2525,3739,1542,0,2731,1336,2132,929,0,1660,1235,0,2405,1736,0,2443,1005,730,0,0.83,1.51,1.05,1901,1395,1438,2197,1203,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
9378,2657,1312,0,5673,2512,4364,1444,0,6400,1406,6235,942,0,1894,1190,0,2266,1475,0,4102,1154,774,0,1.04,1.48,1.02,3161,4994,2948,2920,5293,01/05@14/07/02/01@14/07/02/02@42/01
4340,1844,1047,0,4262,2671,3191,1619,0,6129,1610,5163,1223,0,1825,1065,0,2637,2396,0,4374,1150,888,0,1.35,1.03,0.96,1591,4519,3224,1572,3940,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
3522,2141,1101,0,3719,2620,2948,1605,0,2523,1640,1858,1238,0,1815,988,0,2670,2384,0,1852,1136,797,0,1.62,1.04,0.88,1099,883,716,1343,620,01/01@01/02/03/01@01/02/07@01/20/19/01@16/21/07
10773,2804,1457,0,8077,2695,7379,1661,0,10434,1440,14428,1006,0,1688,1100,0,2729,1821,0,7712,1238,860,0,0.89,1.02,1.52,5382,8994,6474,5718,13422,01/01/11/02@01/01/11/03@01/01/11/04@01/05@01/06@02/01@02/08@02/10@02/16/05
3449,2288,1135,0,3937,2739,3292,1869,0,2872,1463,2167,1094,0,1768,993,0,2520,2163,0,2352,1171,854,0,1.55,1.85,0.78,1198,1409,1181,1423,1073,10/03/01/01/11@10/03/04/05@10/03/04/07@16/01
3266,1714,973,0,4781,2912,4332,2235,0,4051,1651,3455,1340,0,1723,974,0,2748,2431,0,3110,1201,900,0,1.5,1.17,0.93,1869,2400,1909,2097,2115,20/01/01/01@20/01/01/07@20/03@34/01/01@34/01/03/05
7888,2133,1129,0,8143,2646,10135,1779,0,5565,1176,5449,824,0,1581,1177,0,2431,2082,0,5660,861,673,0,0.86,1.33,1.3,5497,4389,4799,8356,4625,01/05/13/01@11/04/03/03
