@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
4378,2281,3174,1367,0,4089,2468,2909,1529,0,2737,1526,2139,1191,2238,1215,1689,867,0,2008,1936,0,3358,2141,1501,0,1969,959,734,0,1.16,1.17,1.28,1.24,1.08,1.36,0.78,0.81,0.8,0.74,2097,1621,1023,1010,1807,1380,948,822,42/04/05
3829,2529,2187,1268,0,3806,2711,2407,1631,0,3500,1904,3297,1451,2924,1554,1993,1029,0,1664,1046,0,4108,2596,1807,0,2455,1226,828,0,1.41,1.41,0.86,1.42,1.6,1.45,1.16,0.7,1.16,0.69,1300,1095,1370,1229,919,776,1846,964,10/01/03/03@10/01/03/05
7480,2052,7975,1083,0,6834,2519,6535,1704,0,8978,1591,11594,1190,4886,1070,5339,812,0,1657,1195,0,6946,2603,2474,0,5736,875,665,0,0.79,0.89,0.71,0.84,0.98,1.58,1.41,1.19,0.84,0.63,5428,4315,3816,4861,6892,4831,10404,4527,14/04@16/02@20/01/10@20/09/07/03
3424,2301,1913,1125,0,5006,2972,4401,2264,0,2534,1862,2074,1399,2406,1424,1956,1107,0,1817,963,0,3719,2767,2790,0,2135,1157,897,0,1.43,0.95,1,1.16,1.45,0.2,1,0.86,3.85,5,1123,2034,982,978,788,2137,675,849,42/01
5008,2061,4095,1003,0,5034,2681,4174,1861,0,5164,1551,5482,1226,3386,1092,3338,806,0,1731,1233,0,4968,2521,2308,0,3034,1050,902,0,0.95,1.02,0.85,0.91,0.93,0.56,1.18,1.1,2.94,1.79,2947,2353,2294,1984,3092,2313,4256,2532,14/10@16/01@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/16@20/09/18@42/25
3016,1965,1922,1041,0,3734,2321,2909,1392,0,3017,1347,3167,994,1782,1126,1372,807,0,1400,1305,0,3112,2189,1574,0,1837,850,677,0,1.19,0.93,0.77,1.16,1.05,0.59,1.3,0.86,1.96,1.69,1051,1413,656,987,881,1517,2173,565,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
4460,2497,3030,1261,0,4340,2872,3071,1820,0,4334,2013,4384,1562,3168,1605,2357,1130,0,1607,965,0,4689,2672,1700,0,2721,1182,817,0,1.11,1.17,0.82,1.27,1.35,1.75,1.22,0.79,1.3,0.57,1963,1468,1563,1539,1769,1251,2822,1227,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
5646,2612,4155,1210,0,7184,2984,9452,2260,0,4485,1856,3967,1535,5405,1544,4016,1150,0,1723,983,0,6137,2780,2654,0,4732,1118,862,0,1.03,0.58,1.08,1.35,1.82,1.92,0.93,0.74,0.54,0.52,3034,4200,3861,3614,2945,7192,2432,2866,10/03/01/01/11@20/09/14@42/04/05
6067,1998,6049,1023,0,5593,2563,4656,1751,0,8487,1583,8373,1215,4797,1045,2942,782,0,1654,1175,0,6841,2459,2145,0,4677,998,797,0,0.81,1.04,0.96,1.74,2.09,2.08,1.04,0.57,0.49,0.48,4069,3030,3752,3679,5026,2905,7158,2160,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
3373,2306,1850,1122,0,5613,2934,4784,2185,0,4199,1766,4713,1343,2870,1533,2290,1142,0,1748,934,0,4071,2696,2463,0,3828,1098,812,0,1.47,1.03,0.72,1.16,1.39,0.89,1.39,0.86,1,1.12,1067,2679,1337,2730,728,2599,3370,1148,14/04
3820,1957,3080,1024,0,4413,2441,3444,1625,0,2980,1486,2946,1133,2019,1016,1579,746,0,1710,1219,0,4452,2679,2427,0,1921,873,750,0,0.91,1.08,0.82,1.2,1.77,1,1.22,0.83,1.16,1,1863,1972,1003,1048,2056,1819,1813,833,11/04/03/01@14/10
3182,1901,1991,1019,0,3213,2272,2212,1372,0,1914,1287,1617,929,1718,1050,1503,719,0,1370,1426,0,3141,2159,1630,0,1581,849,709,0,1.32,1.12,0.91,0.85,0.8,0.23,1.1,1.18,5,4.35,1281,941,668,732,972,840,688,784,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
2817,1905,1549,967,0,3236,2277,2174,1230,0,1949,1250,1702,938,1690,1103,1275,750,0,1654,1620,0,3283,2222,1645,0,1614,813,647,0,1.57,1.02,0.91,1.12,0.98,0.71,1.1,0.89,1.39,1.41,912,959,587,801,582,944,764,525,99
4942,1914,3734,967,0,4623,2137,3268,1235,0,2971,1247,1971,880,2765,1054,1665,724,0,1444,1462,0,4733,2270,1762,0,2484,793,607,0,1.09,1.22,1.58,1.82,1.55,0.85,0.63,0.55,0.88,1.18,3028,2486,1711,1691,2767,2033,1091,941,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
5838,2466,4356,1288,0,5653,3068,4331,1946,0,4106,2090,3738,1599,3789,1592,3009,1138,0,1761,1206,0,5655,2770,1900,0,3236,1192,900,0,1.1,1.08,0.94,1.17,1.3,1.5,1.06,0.85,0.78,0.67,3372,2585,2197,2044,3068,2385,2139,1871,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
6302,2170,5550,1047,0,9238,3040,9662,2557,0,9991,2170,13141,1881,10452,1564,9599,1228,0,1711,1017,0,10666,2819,2716,0,10364,1106,820,0,0.92,0.87,0.69,1.06,1.23,2.93,1.45,0.94,0.43,0.34,4132,6198,8888,9258,4503,7105,11260,8371,12/01/01@12/04@16/01
3880,2001,2527,1032,0,5748,3166,5476,2432,0,4743,1980,5588,1665,3692,1476,3362,1148,0,1747,979,0,4399,2705,2595,0,4486,1150,897,0,1.26,0.85,0.7,1,1.23,0.98,1.43,1,1.01,1.02,1879,2582,2216,3336,1495,3044,3923,2214,01/01/03/02/01@20/01/07@20/03@20/09/13
12158,1936,15809,999,0,10083,2438,8936,1655,0,8675,1341,7835,1017,7632,996,6013,725,0,1627,1216,0,15682,2602,2337,0,9051,1074,985,0,0.69,1.05,1.08,1.25,1.25,1.8,0.93,0.8,0.52,0.56,10222,7645,6636,7977,14810,7281,6818,5288,12/01/01@12/04@16/01
4329,1628,3319,989,0,5763,3004,5604,2206,0,5024,1735,4454,1343,4005,1331,3170,983,0,1705,989,0,4525,2640,2571,0,4401,1128,892,0,1.16,0.81,1.06,1.22,1.29,1.18,0.94,0.82,1.08,0.85,2701,2759,2674,3273,2330,3398,3111,2187,11/02/03/01@11/02/03/04@32/01
3561,2278,2142,1171,0,5583,3130,5122,2403,0,2926,1901,2796,1516,2349,1412,1781,1018,0,1762,1041,0,3435,2636,2490,0,2251,1054,840,0,1.32,0.9,0.8,1.23,1.49,0.75,1.25,0.81,1.23,1.33,1283,2453,937,1197,971,2719,1280,763,10/03/01/01/11@10/03/04/03
4032,2017,3117,1120,0,4118,2342,3176,1580,0,4423,1489,4436,1138,2281,910,2273,638,0,1540,1420,0,4407,2070,1744,0,2573,865,782,0,1.01,1.11,0.89,0.84,0.75,0.74,1.12,1.19,0.8,1.35,2015,1776,1371,1708,1997,1596,3298,1635,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
5163,1909,4682,1051,0,4173,2037,3924,1201,0,3100,1217,3243,891,3013,1097,2779,758,0,1350,1238,0,6117,2280,1717,0,2701,872,719,0,0.9,0.78,0.8,0.95,0.8,0.58,1.25,1.05,2.13,1.72,3254,2136,1916,1829,3631,2723,2352,2021,20/09/07
3926,2334,2551,1213,0,4828,3215,3561,2098,0,4015,2125,4439,1686,2900,1456,2229,1048,0,1972,1372,0,3952,2594,1886,0,2671,1206,824,0,1.19,1.1,0.69,1.22,1.26,1.03,1.45,0.82,1.3,0.97,1592,1613,1444,1465,1338,1463,2753,1181,20/01/27@32/05/05/01@32/07/05@34/11/03
12253,1865,14534,969,0,7974,2085,8810,1226,0,6456,1225,5411,878,8769,1149,5601,803,0,1374,1464,0,17815,2086,1640,0,5656,870,693,0,0.77,0.78,1.15,1.59,1.3,1.43,0.87,0.63,0.9,0.7,10388,5889,7620,4786,13565,7584,4533,4798,01/04@02/13/03@02/45@16/17
5161,2756,3378,1343,0,3500,2300,2336,1329,0,2392,1456,2062,1049,3505,1403,3083,908,0,2058,1147,0,4253,2262,1388,0,2154,1003,676,0,1.18,1.19,0.92,0.97,0.92,1.11,1.09,1.03,1.67,0.9,2405,1200,2102,1151,2035,1007,1013,2175,01/03/07
3134,1518,1613,936,0,3116,2310,1874,1365,0,2153,1550,1819,1245,2399,1543,1754,1162,0,1828,985,0,4184,2577,2210,0,1675,1052,786,0,2.39,1.58,1.05,1.45,1.71,0.67,0.95,0.69,1.27,1.49,1616,806,856,623,677,509,574,592,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
3134,2129,1776,1091,0,4007,2884,3114,2261,0,2780,1710,3007,1298,1775,1204,1418,901,0,1757,1085,0,3164,2446,2234,0,1906,974,725,0,1.47,1.32,0.63,1.1,1.7,0.58,1.59,0.91,1.56,1.72,1005,1123,571,932,685,853,1709,517,01/05/02/04@01/05/02/07
7073,2305,6767,1229,0,6450,2931,7222,2211,0,6312,1701,6823,1356,4148,1328,3709,1041,0,1648,1009,0,5835,2566,2286,0,7905,1012,770,0,0.86,0.7,0.84,1.06,1.26,0.86,1.19,0.94,0.54,1.16,4768,3519,2820,6893,5538,5011,5467,2668,01/05/09/04@42/01
4356,2733,2386,1304,0,3469,2417,2114,1337,0,2833,1651,2605,1197,3131,1403,2192,904,0,1857,1029,0,4606,2348,1458,0,2729,1265,952,0,1.5,1.35,0.84,1.34,1.46,1.28,1.19,0.75,0.93,0.78,1623,1052,1728,1464,1082,777,1408,1288,01/05@01/06
20778,2371,22511,1473,0,19282,2869,21169,1903,0,16883,2257,26157,2052,14236,1493,16815,1124,0,1721,1296,0,12593,2705,1806,0,17714,1213,801,0,0.87,0.85,0.61,0.81,0.93,3.13,1.64,1.23,0.57,0.32,18407,16413,12743,16501,21038,19266,24105,15691,12/01/01@12/04@16/01
5287,2735,3508,1396,0,4704,2359,3746,1341,0,4281,1831,5682,1357,5128,1423,5462,921,0,1794,1162,0,5915,2412,1562,0,3443,1048,746,0,1.21,0.98,0.57,0.82,0.96,0.82,1.75,1.22,1.59,1.22,2552,2345,3705,2395,2112,2405,4325,4541,01/06@18/02/01@34/01/01/01
9996,2626,8921,1388,0,6686,2384,5629,1407,0,5507,1821,5256,1436,6474,1438,5345,993,0,1758,1098,0,8959,2383,1518,0,5049,1078,726,0,0.98,1.02,0.96,1.16,1.24,1.67,1.04,0.86,0.67,0.6,7370,4302,5036,3971,7533,4222,3820,4352,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
4134,2301,3336,1352,0,4531,2621,3394,1661,0,4401,1645,5048,1274,3059,1265,2723,893,0,1486,1190,0,3349,2193,1575,0,2713,986,795,0,0.92,1.1,0.73,0.98,0.83,0.3,1.37,1.02,2.17,3.33,1833,1910,1794,1727,1984,1733,3774,1830,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3871,2638,1875,1266,0,3349,2361,1979,1337,0,2357,1717,1945,1291,2308,1345,1711,888,0,1829,1096,0,3914,2350,1568,0,1909,1056,728,0,2.02,1.54,0.98,1.17,1.76,1.37,1.02,0.85,1.2,0.73,1233,988,963,853,609,642,654,823,34/11/03/07@40/01@41/01/01
7905,2363,7914,1346,0,7869,2853,7397,1788,0,5776,1625,6323,1285,4831,1256,5286,934,0,1509,1270,0,5363,2391,1720,0,5085,1026,815,0,0.84,0.89,0.82,0.82,0.83,0.94,1.22,1.22,1.03,1.06,5542,5016,3575,4059,6568,5609,5038,4352,01/06@02/25
4959,2042,3641,1098,0,4737,2649,4397,1834,0,5216,1800,5374,1467,5966,1540,5095,1202,0,1908,953,0,5912,2691,2407,0,4413,1136,854,0,1.15,0.81,0.87,1.14,1.51,2.72,1.15,0.88,0.7,0.37,2917,2088,4426,3277,2543,2563,3907,3893,01/06/02/01
4848,2075,4428,1145,0,5166,3136,4389,2428,0,5943,1634,6550,1303,3137,1227,2543,981,0,1575,1010,0,4315,2522,2254,0,3607,933,686,0,0.84,1.04,0.82,1.22,1.34,1.1,1.22,0.82,0.78,0.91,2773,2030,1910,2674,3283,1961,5247,1562,20/01/27@32/07
3756,2176,2222,1103,0,3611,2579,2714,1678,0,3022,1702,2918,1367,3288,1476,2824,1128,0,1815,1001,0,4196,2687,2500,0,2528,1068,800,0,1.41,1,0.85,1.07,1.51,1.01,1.18,0.93,1.14,0.99,1580,1032,1812,1460,1119,1036,1551,1696,14/10@16/01@32/01/07
4265,2099,3630,1118,0,4607,2887,4005,2271,0,5251,1672,5966,1346,2725,1152,2342,889,0,1701,1197,0,4220,2620,2324,0,2841,884,701,0,0.86,0.99,0.77,1.08,1.54,1.51,1.3,0.93,0.63,0.66,2166,1720,1573,1957,2512,1734,4620,1453,11/02/01@11/02/03/01/07@11/02/03/04
4104,1540,2834,991,0,5152,3071,4661,2572,0,4799,1951,6231,1537,4758,1632,7946,1196,0,1808,994,0,4493,2818,2503,0,3680,1104,901,0,1.39,1,0.61,0.46,0.68,0.41,1.64,2.17,4.76,2.44,2564,2081,3126,2576,1843,2089,4694,6750,01/05/11/07/01@20/01/15@32/01/01
3490,2139,2490,1159,0,3877,2402,2850,1478,0,2869,1490,2657,1172,2101,1151,1742,768,0,1462,1102,0,2903,2093,1440,0,2025,946,727,0,1.02,1.08,0.93,0.98,1.13,0.76,1.08,1.02,1.33,1.32,1351,1475,950,1079,1331,1372,1485,974,01/04@14/07/03@20/09/18/09/01@42/04/03
3899,2626,2169,1241,0,3611,2568,2182,1488,0,3236,1819,2967,1397,2935,1516,2035,1036,0,1654,1021,0,4464,2508,1710,0,2492,1157,772,0,1.37,1.5,0.9,1.42,1.59,1.37,1.11,0.7,1.22,0.73,1273,1043,1419,1335,928,694,1570,999,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
3477,2124,2466,1204,0,3793,2483,2649,1471,0,3163,1498,3273,1116,2282,1181,1624,811,0,1460,1182,0,3122,2146,1503,0,2402,918,683,0,1.07,1.11,0.77,1.35,1.49,1.23,1.3,0.74,1.11,0.81,1353,1310,1101,1484,1262,1178,2157,813,11/04/01@11/06/02
3109,2028,1992,1103,0,3634,2482,2558,1528,0,2605,1499,2687,1133,1990,1199,1556,849,0,1510,1098,0,3147,2246,1536,0,1958,960,743,0,1.22,1.12,0.71,1.12,0.99,0.77,1.41,0.89,1.43,1.3,1081,1152,791,998,889,1030,1554,707,11/04/03/01@42/01
4366,2400,2992,1122,0,5347,3068,5168,2519,0,4673,1939,5162,1611,4426,1367,4450,1004,0,1936,1074,0,4747,2866,2629,0,3405,1120,832,0,1.05,0.86,0.77,0.89,1.33,1.53,1.3,1.12,0.83,0.65,1966,2279,3059,2285,1870,2649,3551,3446,14/07/02
4691,2140,4195,1091,0,5087,2559,4513,1628,0,4602,1602,4687,1234,2658,1101,2141,818,0,1579,1168,0,4582,2660,2349,0,3261,951,762,0,0.82,0.88,0.87,1.18,1.55,1.1,1.15,0.85,0.7,0.91,2551,2528,1557,2310,3104,2885,3453,1323,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
22515,2756,24381,1452,0,14784,2773,15375,1745,0,12688,2025,18172,1617,15782,1814,17983,1258,0,1842,1204,0,16957,2958,2017,0,12847,1414,968,0,0.86,0.88,0.64,0.84,0.65,1.66,1.56,1.19,1.14,0.6,19759,12011,13968,11433,22929,13630,16555,16725,10/03/02@42/01@43/01/03/09
6836,2564,6137,1293,0,5139,2765,3982,1702,0,6202,2009,5651,1537,6080,1584,4571,1122,0,1745,1113,0,6368,2698,1769,0,4837,1208,812,0,0.88,1.04,1.02,1.3,1.24,2.13,0.98,0.77,1,0.47,4272,2374,4496,3629,4844,2280,4114,3449,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
6290,2614,5204,1326,0,6190,2771,5423,1649,0,7092,1982,8755,1535,7745,1624,6757,1092,0,1754,1101,0,8746,2598,1698,0,7494,1220,790,0,0.95,0.91,0.71,1.08,1.18,3.61,1.41,0.93,0.54,0.28,3676,3419,6121,6274,3878,3774,7220,5665,12/01/01@12/04@16/01
6234,2046,6723,1159,0,5452,2397,4836,1461,0,4993,1414,4503,1066,4221,1189,2893,860,0,1671,1448,0,4210,2320,1596,0,3921,946,730,0,0.75,0.91,1.04,1.49,1.26,2.81,0.96,0.67,0.62,0.36,4188,3055,3032,2975,5564,3375,3437,2033,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
3546,2036,2202,986,0,3854,2490,3199,1541,0,2791,1642,2203,1271,1994,1098,1422,762,0,1939,1627,0,3773,2482,2154,0,1840,863,667,0,1.24,0.82,1.23,1.36,1.51,1.17,0.81,0.74,0.88,0.85,1510,1364,896,977,1216,1658,932,660,14/04@20/01/10@20/09/04@42/16
8475,1920,9448,1059,0,6404,2471,6119,1491,0,9972,1639,17090,1341,7796,1123,6384,804,0,1640,1541,0,11737,2490,2142,0,7026,943,807,0,0.78,0.85,0.53,1.2,1.65,2.67,1.89,0.83,0.37,0.37,6555,3933,6673,6083,8389,4628,15749,5580,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
