@RELATION 'derisi0.names'

@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1346,0,1788,0,4831,1256,934,0,0,2391,0,5085,1026,0.84,3575,4059,01/06@02/25
1098,0,1834,0,5966,1540,1202,0,0,2691,0,4413,1136,1.15,4426,3277,01/06/02/01
1145,0,2428,0,3137,1227,981,0,0,2522,0,3607,933,0.84,1910,2674,20/01/27@32/07
1103,0,1678,0,3288,1476,1128,0,0,2687,0,2528,1068,1.41,1812,1460,14/10@16/01@32/01/07
1118,0,2271,0,2725,1152,889,0,0,2620,0,2841,884,0.86,1573,1957,11/02/01@11/02/03/01/07@11/02/03/04
991,0,2572,0,4758,1632,1196,0,0,2818,0,3680,1104,1.39,3126,2576,01/05/11/07/01@20/01/15@32/01/01
1159,0,1478,0,2101,1151,768,0,0,2093,0,2025,946,1.02,950,1079,01/04@14/07/03@20/09/18/09/01@42/04/03
1241,0,1488,0,2935,1516,1036,0,0,2508,0,2492,1157,1.37,1419,1335,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
1204,0,1471,0,2282,1181,811,0,0,2146,0,2402,918,1.07,1101,1484,11/04/01@11/06/02
1103,0,1528,0,1990,1199,849,0,0,2246,0,1958,960,1.22,791,998,11/04/03/01@42/01
1122,0,2519,0,4426,1367,1004,0,0,2866,0,3405,1120,1.05,3059,2285,14/07/02
1091,0,1628,0,2658,1101,818,0,0,2660,0,3261,951,0.82,1557,2310,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
1452,0,1745,0,15782,1814,1258,0,0,2958,0,12847,1414,0.86,13968,11433,10/03/02@42/01@43/01/03/09
1293,0,1702,0,6080,1584,1122,0,0,2698,0,4837,1208,0.88,4496,3629,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
1326,0,1649,0,7745,1624,1092,0,0,2598,0,7494,1220,0.95,6121,6274,12/01/01@12/04@16/01
1159,0,1461,0,4221,1189,860,0,0,2320,0,3921,946,0.75,3032,2975,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
986,0,1541,0,1994,1098,762,0,0,2482,0,1840,863,1.24,896,977,14/04@20/01/10@20/09/04@42/16
1059,0,1491,0,7796,1123,804,0,0,2490,0,7026,943,0.78,6673,6083,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
1282,0,1814,0,3145,1590,1131,0,0,2607,0,2576,1255,1.2,1555,1321,20/01/13@20/03@20/09/04
1050,0,1516,0,2389,1166,782,0,0,2168,0,2368,921,1,1223,1447,02/01/03@14/13/04@20/09/13
1436,0,1649,0,3343,1469,1007,0,0,2595,0,3202,1178,1.17,1874,2024,01/05/02@01/05/03@14/07/02/02
1010,0,1610,0,4583,1044,741,0,0,2203,0,4305,911,0.88,3539,3394,01/01/06/06/01/03
1051,0,1497,0,3464,1000,690,0,0,2354,0,3131,821,0.78,2464,2310,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
965,0,1343,0,2016,1029,728,0,0,2406,0,1669,759,1.03,987,910,11/04/03/01@16/03/03
1425,0,2637,0,3183,1434,1081,0,0,2812,0,2999,1098,1.02,1749,1901,11/04/03@12/07
1023,0,1523,0,2441,1006,756,0,0,2421,0,2027,771,1,1435,1256,11/02/01@11/02/02@11/02/03/01@42/01
1301,0,1840,0,2951,1468,1028,0,0,2594,0,2660,1172,1.15,1483,1488,14/07/11/01@14/13
950,0,1200,0,1643,1066,727,0,0,2138,0,1608,818,1.2,577,790,99
1000,0,1329,0,5384,1111,827,0,0,2193,0,5031,900,0.96,4273,4131,10/03/01/02@18/02/01/01/05
1390,0,2603,0,7946,1668,1294,0,0,2624,0,7082,1051,0.94,6278,6031,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
1306,0,1939,0,2245,1514,1130,0,0,2550,0,2004,1005,1.95,731,999,99
1226,0,2836,0,6605,1500,1120,0,0,2592,0,6970,1036,0.88,5105,5934,11/04/01@11/04/02@11/04/03/01@12/01/01@16/19/03
1307,0,1345,0,7420,963,722,0,0,2198,0,8932,1025,0.78,6457,7907,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
1222,0,2996,0,4965,1456,1054,0,0,2512,0,4747,1050,1.05,3509,3697,12/01/01@42/16
963,0,1192,0,2507,1139,831,0,0,2113,0,2265,806,0.97,1368,1459,01/07/01
1240,0,1914,0,4418,1437,989,0,0,2718,0,3774,1136,0.92,2981,2638,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
1148,0,2711,0,2644,1344,1006,0,0,2414,0,3020,1006,0.93,1300,2014,01/05@01/06/02/01@01/06/02/02@43/01/03/05
1273,0,2831,0,3898,1349,1026,0,0,2434,0,5392,970,0.87,2549,4422,14/04@20/01/10@20/09/16
1187,0,1368,0,4633,1644,1276,0,0,2524,0,2924,996,1.07,2989,1928,14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/09@34/11/12@40/01/03
1175,0,2442,0,2172,1223,904,0,0,2406,0,2486,887,1.17,949,1599,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
1241,0,1249,0,4701,1276,864,0,0,2166,0,2554,912,1.11,3425,1642,14/04@20/01/10@20/03@20/09/05
1282,0,1614,0,3499,1302,906,0,0,2480,0,3667,1116,0.92,2197,2551,20/09/14@42/04
1179,0,1550,0,2232,1326,928,0,0,2266,0,1945,1040,1.12,906,905,01/07/01@42/01
1335,0,1403,0,3463,1279,819,0,0,2413,0,2484,1156,1.14,2184,1328,42/16
1192,0,1649,0,1723,1311,941,0,0,2406,0,1577,997,1.5,412,580,20/01/11@20/01/27@32/07@43/01/03/09
1487,0,1352,0,16796,1427,895,0,0,2344,0,14051,1204,0.88,15369,12847,12/01/01@12/04@16/01
1132,0,1387,0,3205,1597,1192,0,0,2484,0,2273,1018,1.29,1608,1255,01/06@32/01/05@34/11/09
1253,0,2267,0,2472,1328,1013,0,0,2340,0,2634,901,1.13,1144,1733,99
1103,0,1540,0,19883,1676,1284,0,0,2707,0,16373,1200,1.02,18207,15173,12/01/01@12/04@12/07@16/01@16/03/03
1245,0,1573,0,21012,1642,1288,0,0,2724,0,15835,1216,0.95,19370,14619,12/01/01@12/04@16/01
1410,0,1542,0,2731,1336,929,0,0,2405,0,2443,1005,0.83,1395,1438,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
1312,0,1444,0,6400,1406,942,0,0,2266,0,4102,1154,1.04,4994,2948,01/05@14/07/02/01@14/07/02/02@42/01
1047,0,1619,0,6129,1610,1223,0,0,2637,0,4374,1150,1.35,4519,3224,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
1101,0,1605,0,2523,1640,1238,0,0,2670,0,1852,1136,1.62,883,716,01/01@01/02/03/01@01/02/07@01/20/19/01@16/21/07
1457,0,1661,0,10434,1440,1006,0,0,2729,0,7712,1238,0.89,8994,6474,01/01/11/02@01/01/11/03@01/01/11/04@01/05@01/06@02/01@02/08@02/10@02/16/05
1135,0,1869,0,2872,1463,1094,0,0,2520,0,2352,1171,1.55,1409,1181,10/03/01/01/11@10/03/04/05@10/03/04/07@16/01
973,0,2235,0,4051,1651,1340,0,0,2748,0,3110,1201,1.5,2400,1909,20/01/01/01@20/01/01/07@20/03@34/01/01@34/01/03/05
1129,0,1779,0,5565,1176,824,0,0,2431,0,5660,861,0.86,4389,4799,01/05/13/01@11/04/03/03
1008,0,2286,0,3296,1646,1308,0,0,2453,0,2596,1174,1.57,1650,1422,99
1029,0,2189,0,4305,1626,1228,0,0,2643,0,2002,1174,1.97,2679,828,14/04@20/01/03@20/03@20/09/13
1420,0,1776,0,7694,1530,1066,0,0,2666,0,6543,1373,0.98,6164,5170,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
1202,0,1461,0,3347,1181,875,0,0,1861,0,3334,944,0.86,2166,2390,01/01/09/07/01@01/03/01/03
1366,0,1763,0,11355,1509,1052,0,0,2810,0,10683,1304,0.9,9846,9379,01/01/09@01/05/11/04@01/20/15
1228,0,1715,0,2482,1441,934,0,0,2656,0,2037,1150,1.18,1041,887,12/01/01@42/16
1174,0,2510,0,3452,1638,1232,0,0,2803,0,2961,1176,1.22,1814,1785,11/04/01@11/04/02
1183,0,1438,0,2805,1219,851,0,0,2226,0,2600,921,0.99,1586,1679,12/01/01@42/16
927,0,1349,0,2123,1053,735,0,0,2048,0,2085,824,0.91,1070,1261,01/04@10/03/01/02@10/03/01/03@14/07/03@32/01/09
1276,0,1686,0,2859,1425,958,0,0,2546,0,2396,1146,1.24,1434,1250,10/01/09/05@11/02/03/04@32/01/09@42/10/03
979,0,1264,0,3072,1084,743,0,0,2124,0,3075,863,0.95,1988,2212,99
978,0,1267,0,1822,1148,778,0,0,2160,0,1620,882,1.15,674,738,10/01/03/05@10/01/05/01@10/01/09/05
1054,0,2928,0,4749,1338,973,0,0,2723,0,4920,1147,1.1,3411,3773,11/02/03/01/04@11/02/03/04
1027,0,1173,0,2179,1036,730,0,0,2404,0,1946,748,1.09,1143,1198,12/01/01@42/16
985,0,1267,0,1869,993,690,0,0,2268,0,1759,756,1.03,876,1003,01/03/01
1043,0,1191,0,13167,968,778,0,0,2424,0,9850,809,0.68,12199,9041,14/07/11@14/13/04/02
1278,0,1981,0,9462,1632,1269,0,0,2607,0,8708,1094,0.89,7830,7614,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
945,0,1202,0,1641,1055,707,0,0,2140,0,1595,904,1.26,586,691,01/05@20/01/03/01@20/03/02/02/01@20/09/18/07
1276,0,1990,0,3533,1454,1015,0,0,2650,0,3232,1094,1.01,2079,2138,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
1290,0,2005,0,3194,1449,984,0,0,2722,0,2737,1198,1.05,1745,1539,32/01@42/27/03
1100,0,1398,0,2438,1066,749,0,0,2457,0,1621,854,1.04,1372,767,01/01@01/06/02/01@10/03/01@42/01@42/16
1089,0,1599,0,2763,1079,782,0,0,2152,0,2232,823,0.86,1684,1409,14/04@14/13/04@16/01@20/09/13
1246,0,1435,0,8102,1602,1182,0,0,2724,0,4565,1090,1.04,6500,3475,01/01/11/03/01@01/05@18/02/01
1336,0,2148,0,2123,1434,1008,0,0,2895,0,1727,1152,1.33,689,575,10/03/01/01/09@10/03/04/03
969,0,1208,0,3106,1128,797,0,0,2048,0,2601,871,0.97,1978,1730,01/01/06/05/01/01@01/01/09/03/01@01/02@01/07@11/02/02@11/04/02@16/21/17@34/01/01/01
1240,0,1264,0,2714,1321,839,0,0,2229,0,1813,938,1.36,1393,875,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
1274,0,1804,0,2612,1303,960,0,0,2378,0,2583,1112,1,1309,1471,20/01/01/01/01@20/01/03@20/01/07@20/03@20/09/16@20/09/18/07@34/01/01/01
1155,0,1652,0,3907,1313,980,0,0,2267,0,4736,900,0.78,2594,3836,34/11/03/07@41/01/01
1160,0,1581,0,2297,1334,1000,0,0,2362,0,2401,895,1.14,963,1506,10/03/01/01/11@10/03/05/01@16/01@34/11/03/07
1261,0,1383,0,9139,1834,1828,0,0,3019,0,5019,1116,0.9,7305,3903,01/01/09/07/01@01/03/01/03@01/04
1157,0,1484,0,3355,1278,920,0,0,2312,0,3507,900,0.98,2077,2607,11/04/01@12/01/01@14/10
1247,0,1383,0,3217,1444,1029,0,0,2546,0,2340,1054,1.35,1773,1286,20/09/18/09/01@42/04/03
1345,0,1343,0,3243,1298,1040,0,0,2409,0,3784,930,0.98,1945,2854,01/03/07@20/01/15@32/01/01@32/07/03@32/07/07/03@32/07/07/05
1228,0,1404,0,3861,1320,982,0,0,2316,0,4761,908,1.02,2541,3853,12/07@16/03/03@34/01/01/01
1282,0,1267,0,3698,1295,859,0,0,2239,0,2428,958,1.3,2403,1470,14/04@14/07/11/01@20/09/13@20/09/18/09/01
1254,0,1332,0,3112,1342,928,0,0,2279,0,2459,1044,1.57,1770,1415,01/04@01/05/25@02/01/03@20/01/03@20/09/18@43/01/03/09
1202,0,1447,0,2712,1460,1005,0,0,2350,0,2142,1146,1.76,1252,996,10/03/02@43/01/03/09
1213,0,1518,0,7348,1485,1011,0,0,2450,0,4582,1104,0.9,5863,3478,01/01/06/04/02@01/01/09/02/02@02/01
1280,0,1508,0,2423,1562,973,0,0,2452,0,1863,1110,1.43,861,753,11/02/03/01@11/02/03/04@18/02/09@34/11/03/07@41/01/01
1183,0,1564,0,1706,1187,871,0,0,2410,0,1629,938,1.51,519,691,01/01/03/05@01/01/06/06@01/01/09/07@16/19/03@20/01/07@20/01/27@20/03/02/03/01@20/03/22@20/09/13@32/05/01/03@32/07@42/25
1239,0,1538,0,3405,1276,943,0,0,2330,0,3354,1003,0.84,2129,2351,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/05@16/01@16/09@16/19/05@20/01/26@20/09/16/09/03@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05@43/01/03/09
1269,0,1778,0,2707,1550,1064,0,0,2812,0,2236,1247,1.34,1157,989,12/01/01@42/16
1329,0,1506,0,4308,1218,909,0,0,2424,0,4151,1023,0.84,3090,3128,01/05/11/07/01@20/01/15@20/01/27@32/01/01
1281,0,1732,0,3299,1572,1076,0,0,2907,0,2890,1246,1.41,1727,1644,01/01/03/02/01@01/05/02/04@01/05/02/07@01/05/06/07@02/10@42/16
1405,0,1535,0,3033,1140,769,0,0,2304,0,3206,966,0.87,1893,2240,01/04@10/03/01/01/03@14/07/03@30/01/05@32/01@34/01/01
1352,0,1843,0,4313,1624,1042,0,0,2894,0,3815,1302,1.05,2689,2513,16/01@20/09/07@20/09/14@20/09/18/09/01@32/01/03@34/11/03/07@40/01@42/04@43/01/03/05
1298,0,1667,0,15569,1342,1094,0,0,2420,0,20728,1100,0.94,14227,19628,01/03/01@01/04@01/05/02/04@01/05/02/07@01/05/07@02/01@16/19/03
987,0,1227,0,1904,1053,764,0,0,2346,0,1674,863,1.04,851,811,10/01/03/05@10/01/05/01
1123,0,1604,0,3955,1752,1302,0,0,2649,0,2783,1178,1.36,2203,1605,01/01/03/05/01@01/20/17@14/07/04
1018,0,1406,0,2240,1213,908,0,0,2286,0,3916,857,1.73,1027,3059,32/01@34/01/01/03
1223,0,1392,0,4446,1152,765,0,0,2222,0,4610,929,1.03,3294,3681,01/02/07@01/05/25@01/06/10@10/03/01@10/03/03@20/01/03@20/01/25@20/09/18/09/01
1277,0,1843,0,5982,1488,993,0,0,2783,0,4928,1247,0.91,4494,3681,20/09/16@32/01/04@34/11/03/11
1027,0,1471,0,3230,1148,814,0,0,2330,0,2933,877,0.95,2082,2056,01/03/16/01@11/04/01
1147,0,1454,0,3239,1676,1274,0,0,2621,0,2651,1096,1.3,1563,1555,01/04@01/05@02/07/03@16/19/03
1042,0,1388,0,3683,1058,784,0,0,2246,0,3556,1099,0.9,2625,2457,99
1159,0,1851,0,2167,1600,1153,0,0,2583,0,1721,984,1.61,567,737,99
1160,0,1540,0,2518,1440,963,0,0,2515,0,2924,1204,1.58,1078,1720,10/01/09/05@10/03/01@11/02/03/04
1174,0,1605,0,3735,1504,1095,0,0,2597,0,3449,996,1.08,2231,2453,14/01@16/01@32/01
1104,0,1665,0,2312,1446,1098,0,0,2489,0,2297,1090,1.69,866,1207,10/01/05/01@14/07/05@14/10@14/13/01/01@16/01@16/03/01
1228,0,1474,0,4634,987,758,0,0,2261,0,3429,844,0.89,3647,2585,14/01
956,0,1135,0,2016,1081,773,0,0,2114,0,1801,870,1.2,935,931,12/01/01@42/16
1400,0,1917,0,3696,1472,1035,0,0,2588,0,3230,1190,0.86,2224,2040,11/04/01@12/01@14/10@16/01@18/02/01@20/09/01@30/05/02/14@43/01/03
1252,0,2049,0,3814,1412,958,0,0,2826,0,3177,1159,1,2402,2018,01/05/25@11/02/03/01@11/02/03/04
1069,0,1272,0,5080,1274,920,0,0,2294,0,4402,900,0.82,3806,3502,11/02/03/04/03
1239,0,1289,0,2738,1150,872,0,0,2221,0,1958,835,0.97,1588,1123,10/01/03@10/03/01@10/03/02@10/03/04/05@40/01@42/04@43/01/03/05@43/01/03/09
1158,0,1346,0,2608,1263,954,0,0,2383,0,3212,944,0.89,1345,2268,14/10@16/01@40/01@42/04/03@43/01/03/05
1346,0,1572,0,11746,1854,1350,0,0,2695,0,6892,1184,1.06,9892,5708,01/03/16/01@10/03/01@11/02/03/04@11/04@34/11/03/07@43/01/03/05
1117,0,1391,0,2758,1310,958,0,0,2260,0,2855,975,0.96,1448,1880,10/03/01/01/01@11/02/03/04@20/01/13@30/05/01@43/01/03/05
1257,0,1301,0,4489,1283,831,0,0,2174,0,2596,1060,1.04,3206,1536,32/01@42/27/03
1161,0,1496,0,2118,1243,843,0,0,2353,0,1866,987,1.54,875,879,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
1351,0,1489,0,3685,1640,1158,0,0,2590,0,2481,1183,1.28,2045,1298,11/02/03/04@34/11/03
1095,0,1378,0,2776,1224,898,0,0,2351,0,2808,907,0.93,1552,1901,01/01/09/04@01/01/09/05@01/05@01/20@02/16
1270,0,1677,0,11971,1925,1562,0,0,2760,0,7191,1196,0.97,10046,5995,02/45/15@20/03/22@20/09/04@34/01/01/03
1226,0,1695,0,4025,1842,1447,0,0,2702,0,2593,1150,1.17,2183,1443,01/04@01/05/25@11/04/02@14/07/03@32/01/03@34/11/03/13@40/01@42/16@43/01/03/05
1167,0,1353,0,4191,1232,898,0,0,2295,0,4007,904,0.72,2959,3103,01/04@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
1217,0,1712,0,4441,1690,1312,0,0,2686,0,3218,1204,1.23,2751,2014,01/03/07
1129,0,1119,0,2674,1078,758,0,0,2386,0,2695,836,1.02,1596,1859,10/01/05/03@16/03/01@32/01/09@43/01/03/09
1433,0,1488,0,3692,1257,861,0,0,2280,0,3897,998,1.05,2435,2899,01/06/06/11@10/01/09/05
1353,0,1591,0,6110,1464,998,0,0,2758,0,4860,1297,0.88,4646,3563,01/05/02/07@01/05/07/07@01/06/05@16/21/07@32/01/03@34/11/03/13
1306,0,1600,0,2174,1399,904,0,0,2691,0,1886,1208,2.17,775,678,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
1178,0,1642,0,4994,1654,1260,0,0,2474,0,3859,1203,1.1,3340,2656,11/04/03/01@16/03/03
1039,0,1211,0,3888,1068,738,0,0,2304,0,4032,847,1.03,2820,3185,30/01/05/05@30/05/02/24@34/11/12@40/01@43/01/03/05
1465,0,1756,0,5877,1366,862,0,0,2885,0,5282,1310,1.06,4511,3972,10/01/03@10/01/05/01@10/01/09/05@11/02/03/04@14/07/04@16/01@34/11/03/07@40/20
