@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1033,547,1610,1211,802,981,5634,-0.06,0.491,-0.062,0.186,0.377,-0.116,0.025,0.85,0.289,1.07,1.22,0.96,0.9,12/01/01@12/04@16/01
1093,567,1383,1212,734,1023,637,-0.075,0.499,-0.108,0.425,0.689,0.172,0.083,0.072,0.64,1.3,1.46,1.01,1.12,01/01/03/02/01@20/01/07@20/03@20/09/13
5728,6066,6194,6759,1020,8921,4018,0.964,0.925,0.82,1.617,1.563,1.592,1.192,1.997,2.606,1.68,2.1,1.63,2.06,12/01/01@12/04@16/01
1191,695,1433,1196,763,1012,623,0.018,0.463,0.019,0.716,0.396,-0.014,-0.125,0.296,0.254,1.45,2.01,1.15,1.16,11/02/03/01@11/02/03/04@32/01
1192,654,1406,1278,853,1088,620,-0.108,0.735,-0.104,1.055,0.665,0.298,0.192,-0.021,0.197,1.2,1.48,0.97,0.85,10/03/01/01/11@10/03/04/03
4253,4541,2867,4291,1156,6578,2054,0.932,0.92,0.704,0.841,0.389,1.482,1.688,0.748,0.788,0.44,0.95,1.45,0.79,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
3498,2859,3009,3400,1615,2427,2473,0.951,0.932,0.997,0.743,0.761,0.853,0.901,0.756,0.728,0.79,0.99,0.87,0.78,20/09/07
2719,1812,2235,2690,1661,2134,1437,0.865,0.917,1.155,1.446,1.144,0.288,2.165,0.657,1.157,1.21,2.18,1.65,0.71,20/01/27@32/05/05/01@32/07/05@34/11/03
6639,6670,6130,8191,1507,4212,4608,0.966,0.973,0.855,0.902,0.763,1.531,1.357,1.02,1.672,0.81,1.68,1.51,1.03,01/04@02/13/03@02/45@16/17
2923,2325,2341,2521,1649,1875,2060,0.848,0.939,0.828,1.655,0.907,0.637,1.153,1.587,1.826,0.93,1.4,0.89,1.69,01/03/07
1211,722,1433,1409,851,1112,584,0.297,0.427,0.268,0.212,0.342,0.864,-0.098,-0.039,0.407,1.14,1.52,0.83,1.06,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
1793,1360,1950,1659,796,2009,1089,0.895,0.922,0.836,0.878,0.952,0.583,0.913,0.359,0.279,1.11,0.77,0.63,0.39,01/05/02/04@01/05/02/07
4416,4687,4439,4055,996,6655,5075,0.965,0.957,0.759,1.076,0.837,0.677,0.663,0.909,0.61,0.92,0.73,0.66,0.92,01/05/09/04@42/01
1664,1020,2358,2790,1207,2257,3597,0.844,0.947,0.925,4.09,2.189,2.393,2.407,1.102,3.686,2.4,1.44,2.44,2.71,01/05@01/06
13322,12633,9601,8285,1467,8871,13219,0.862,0.947,0.869,3.503,3.048,3.593,2.296,6.543,7.878,3.08,3.19,3.44,6.58,12/01/01@12/04@16/01
2461,1903,3937,4153,1411,3881,3429,0.924,0.972,0.956,1.075,1.663,1.884,1.36,1.823,1.986,1.66,2.15,1.73,1.91,01/06@18/02/01@34/01/01/01
1875,1239,2130,2376,1196,2064,1621,0.869,0.903,0.925,0.887,1.062,0.942,1,1.196,1.215,1.15,1.18,1.08,1.32,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
6708,7580,4931,5486,1559,5768,2911,0.948,0.962,0.737,2.636,1.115,2.576,2.421,1.895,2.257,1.16,1.91,2.46,1.98,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
1411,756,1482,1903,1198,1334,828,0.254,0.609,0.393,1.137,1.035,0.43,0.421,0.499,0.062,1.61,0.96,0.69,0.79,34/11/03/07@40/01@41/01/01
3435,2713,2530,3247,1319,3023,3105,0.954,0.929,1.009,0.675,0.789,1.201,1.121,0.588,0.532,0.85,1.02,1.16,0.62,01/06@02/25
1143,693,1482,1249,823,1114,678,-0.078,0.204,-0.079,0.591,0.472,0.168,0.128,0.374,0.018,1.08,2.02,0.79,0.92,01/06/02/01
3092,2825,2652,2695,965,4900,3298,0.958,0.924,0.824,0.5,0.501,0.818,0.723,0.464,0.789,0.55,0.97,0.86,0.51,20/01/27@32/07
1086,659,1407,1274,856,1085,681,-0.09,0.141,-0.099,0.662,0.535,0.112,-0.156,0.086,0.013,1.2,1.2,0.98,1.22,14/10@16/01@32/01/07
2998,2696,2577,2498,948,4280,1571,0.957,0.938,0.88,0.994,0.592,0.33,0.335,0.334,0.295,0.67,0.52,0.34,0.36,11/02/01@11/02/03/01/07@11/02/03/04
1192,716,1628,1676,750,1079,646,0.103,0.541,0.076,1.137,0.862,2.321,0.364,0.069,0.363,1.42,1.57,1.67,0.96,01/05/11/07/01@20/01/15@32/01/01
4244,3644,3026,3429,1376,2837,4718,0.964,0.939,0.96,1.361,1.975,2.541,2.215,1.821,1.65,2.03,3.36,2.32,1.87,01/04@14/07/03@20/09/18/09/01@42/04/03
1725,1114,1895,2028,1246,1703,1425,0.8,0.942,0.996,1.353,0.9,0.494,1.078,0.755,1.002,0.99,1.27,1.05,0.8,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
2263,1674,1692,2163,1457,1754,1400,0.928,0.924,0.879,2.312,1.275,0.741,1.272,2.059,1.895,1.38,1.15,1.26,2.08,11/04/01@11/06/02
2600,2042,2015,2608,1534,1858,2739,0.909,0.847,0.832,1.833,1.027,0.842,0.943,1.107,0.681,1.01,0.98,0.94,1.14,11/04/03/01@42/01
1817,1296,2686,2420,935,3108,1596,0.891,0.838,0.845,0.895,-0.01,0.162,0.196,0.17,0.254,1.39,0.97,0.4,0.18,14/07/02
2238,1678,2243,1943,805,2551,1493,0.948,0.906,0.93,0.679,0.632,0.537,0.577,0.297,0.264,0.73,0.56,0.57,0.3,10/01/02@10/01/05/01@10/01/05/03/01@10/03/02@16/03/01@32/01/09@34/11/03/07@41/01/01
3654,3172,5211,3997,1354,4741,7118,0.957,0.942,0.973,0.947,1.269,4.068,5.502,2.748,9.04,1.29,2.83,3.91,2.89,10/03/02@42/01@43/01/03/09
3103,2703,3881,2970,1404,3342,2282,0.91,0.958,0.86,1.518,1.301,0.71,3.364,1.469,0.543,1.55,2.37,2.69,1.52,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
4430,4336,6087,3780,1384,4381,3617,0.931,0.945,0.843,4.284,2.084,2.213,1.26,3.772,2.776,2.16,2.77,2.06,4.72,12/01/01@12/04@16/01
2358,1624,1698,2144,1412,1507,1537,0.892,0.902,0.929,0.486,0.132,0.452,0.776,0.102,0.29,0.16,0.22,0.65,0.1,10/01/03/05@10/01/05/01@16/01@16/03/01@18/02/01
1717,1227,1997,1785,984,2124,907,0.834,0.872,0.726,1.356,1.035,1.061,0.761,0.786,0.733,1.19,1.16,1.08,0.78,14/04@20/01/10@20/09/04@42/16
3238,2978,2767,2966,840,5031,1385,0.95,0.89,0.848,0.362,0.484,0.792,0.645,0.786,1.845,0.56,0.73,0.79,0.83,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
2141,1398,2211,1898,1258,1858,2472,0.797,0.889,0.979,0.623,0.769,0.533,0.827,1.721,3.271,0.87,0.92,0.86,1.88,20/01/13@20/03@20/09/04
4162,3341,2555,2410,947,2226,6393,0.948,0.886,1.057,1.062,1.142,0.815,1.063,4.223,2.848,1.2,0.77,0.87,4.23,02/01/03@14/13/04@20/09/13
2381,1814,2334,1931,1123,1934,2437,0.902,0.916,0.964,1.088,1.097,-0.051,2.361,0.811,0.987,1.18,1.82,1.01,0.87,01/05/02@01/05/03@14/07/02/02
3047,2687,2691,2567,938,3790,2888,0.957,0.925,0.89,0.534,0.488,0.394,0.313,0.611,0.84,0.56,0.72,0.41,0.63,01/01/06/06/01/03
4577,5062,4359,4575,1028,6865,4986,0.927,0.864,0.731,1.354,1.782,0.726,0.282,2.31,8.87,1.86,2.54,0.72,2.28,01/01@01/05/02/04@01/05/02/07@01/06/06@02/01@02/07/03@16/21/11
2297,1871,2077,2019,840,3132,757,0.926,0.89,0.828,1.257,0.411,0.582,0.725,0.605,0.321,0.51,0.5,0.63,0.67,11/04/03/01@16/03/03
1180,656,1460,1244,807,1077,659,-0.098,0.48,-0.106,0.696,0.419,0.136,0.332,0.065,0.013,1.29,1.2,1.16,0.96,11/04/03@12/07
2772,2481,2429,2668,892,4109,1878,0.953,0.865,0.839,0.828,0.814,1.371,0.661,0.712,0.55,0.88,0.74,1.36,0.72,11/02/01@11/02/02@11/02/03/01@42/01
2596,1848,2476,2209,1529,1951,1693,0.907,0.945,1.041,0.891,0.796,0.413,0.533,0.544,0.784,0.84,0.98,0.66,0.57,14/07/11/01@14/13
1965,1263,1622,1997,1281,1353,1482,0.807,0.856,1.177,0.865,0.887,0.515,0.566,1.067,0.622,1.18,1.11,0.98,1.07,99
6551,6146,4688,5586,1576,3646,3146,0.951,0.964,0.91,1.017,0.984,1.1,1.044,0.548,0.481,1.02,0.99,1.11,0.57,10/03/01/02@18/02/01/01/05
1056,598,1464,1230,777,1043,654,0.511,0.109,0.481,0.8,0.585,0.252,0.406,0.037,0.057,1.38,1.6,1.05,0.9,01/03@01/04@10/01/03@10/01/05/03/01@10/03/01/02@10/03/01/03@10/03/02@14/07/03@32/01/09
1125,611,1324,1187,785,1048,667,0.209,0.518,0.26,0.676,0.202,0.124,0.193,0.086,0.109,1.07,1.13,1.1,0.82,99
1144,657,1278,1174,753,1055,650,-0.198,0.315,-0.182,0.744,0.427,0.635,0.088,0.209,0.16,1.14,1.71,1.09,1.01,11/04/01@11/04/02@11/04/03/01@12/01/01@16/19/03
4807,5240,4546,6574,1238,9959,857,0.954,0.916,0.74,1.549,1.517,2.853,1.833,1.472,3.306,1.68,2.89,2.76,1.69,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
1185,661,1388,1253,793,1061,656,0.137,0.229,0.131,0.251,0.6,-0.055,0.092,0.061,0.473,1.35,1.07,0.88,0.92,12/01/01@42/16
2984,2305,2334,2956,1629,2057,2378,0.889,0.948,0.898,1.565,1.197,0.836,1.191,1.472,1.304,1.26,0.97,0.91,1.54,01/07/01
4641,3628,3930,2514,1268,2908,3013,0.916,0.944,1.117,1.438,2.563,1.57,2.046,4.44,3.533,2.62,2.15,2.04,4.37,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
1976,1457,2224,2088,816,2623,1034,0.927,0.627,0.881,1.006,1.199,1.656,0.55,1.064,1.379,1.52,2.17,1.45,1.18,01/05@01/06/02/01@01/06/02/02@43/01/03/05
3401,3130,2864,4121,900,5018,2107,0.932,0.891,0.845,1.712,1.155,1.828,1.746,1.561,1.934,1.3,1.83,1.85,1.6,14/04@20/01/10@20/09/16
1228,721,1471,1235,833,1089,616,-0.002,0.655,-0.002,0.557,1.258,0.139,0.342,0.022,0.451,1.77,1.13,0.86,0.49,14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/09@34/11/12@40/01/03
3128,2666,2967,4097,1137,5587,1727,0.967,0.904,0.958,0.316,0.664,1.096,1.065,0.488,0.234,0.85,0.7,1.09,0.53,14/01@14/04@14/13/01/01@16/17/09@20/09/01@42/08
2688,2010,2344,2070,1257,1846,2083,0.913,0.933,0.969,0.913,1.107,0.656,1.798,1.054,0.899,1.18,1.3,1.11,1.14,14/04@20/01/10@20/03@20/09/05
5286,3639,3284,5788,1473,2458,8323,0.709,0.943,1.076,6.554,1.861,1.069,1.442,5.571,1.422,1.97,1.48,1.34,5.48,20/09/14@42/04
2666,1845,2177,2788,1490,1780,2099,0.845,0.739,1.102,2.28,1.238,1.061,0.693,1.548,2.034,1.42,2.31,2.02,1.61,01/07/01@42/01
3439,2378,2692,5658,1710,2092,3765,0.9,0.891,1.215,1.515,0.958,0.706,0.264,0.868,0.719,1,0.73,0.62,0.9,42/16
2011,1355,2045,2160,1480,1725,743,0.738,0.33,0.668,0.834,0.857,0.038,0.025,0.532,0.432,1.21,0.59,0.25,0.89,20/01/11@20/01/27@32/07@43/01/03/09
8940,8934,9300,5618,1670,5226,6995,0.934,0.91,0.905,4.845,3.979,3.379,1.859,11.993,15.449,4,6.25,3.21,12.04,12/01/01@12/04@16/01
1239,837,1347,1279,773,1097,588,-0.091,0.511,-0.071,0.221,0.545,0.391,-0.151,0.108,0.347,1.1,1.75,0.59,0.88,01/06@32/01/05@34/11/09
1970,1509,1842,1859,1035,2503,1289,0.884,0.818,0.81,0.253,0.284,0.266,0.35,0.093,0.091,0.34,0.19,0.32,0.1,99
1149,720,1311,1232,794,1125,643,0.237,0.142,0.184,0.56,0.413,0.365,0.19,-0.078,0.33,1.26,1.34,1,1.33,12/01/01@12/04@12/07@16/01@16/03/03
1129,700,1388,1244,828,1139,660,0.091,0.265,0.107,0.587,0.385,0.078,0.98,0.025,0.44,1.32,1.37,0.99,1.08,12/01/01@12/04@16/01
2861,2033,2163,2595,1323,2117,3450,0.865,0.873,1.035,1.304,1.001,1.219,1.027,1.043,0.851,1.12,0.91,1.09,1.09,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
2163,1472,3234,3504,1203,3202,3312,0.826,0.926,0.939,0.901,1.103,1.072,0.892,1.142,1.176,1.14,1.23,1.12,1.22,01/05@14/07/02/01@14/07/02/02@42/01
1145,711,1250,1214,793,1077,669,0.117,0.285,0.109,0.555,-0.049,0.003,0.054,0.003,0.352,1.47,1.84,1,0.93,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
1104,628,1356,1240,776,1020,609,-0.21,0.14,-0.246,0.265,0.171,0.15,0.36,0.123,0.37,1.11,1.37,1.07,0.73,01/01@01/02/03/01@01/02/07@01/20/19/01@16/21/07
4558,3822,5515,6009,1182,6398,5751,0.85,0.931,0.957,1.043,0.865,1.533,1.459,1.25,0.937,0.87,0.85,1.56,1.28,01/01/11/02@01/01/11/03@01/01/11/04@01/05@01/06@02/01@02/08@02/10@02/16/05
2775,2277,2113,2627,1107,3296,1967,0.921,0.858,0.905,1.403,0.609,0.157,0.172,0.017,-0.004,0.59,0.38,0.2,0.18,10/03/01/01/11@10/03/04/05@10/03/04/07@16/01
2229,1813,1924,2214,842,2654,2495,0.853,0.795,0.816,0.413,0.492,0.295,0.279,0.464,0.337,0.59,0.87,0.42,0.48,20/01/01/01@20/01/01/07@20/03@34/01/01@34/01/03/05
4525,4469,4229,4201,944,7810,4922,0.921,0.912,0.82,1.332,0.97,1.769,1.445,0.889,0.745,1,1.23,1.91,0.91,01/05/13/01@11/04/03/03
2629,2167,2153,2659,861,5852,5018,0.922,0.856,0.861,1.11,2.053,2.312,1.951,2.901,2.53,2.01,1.76,2.27,3.43,99
3507,2778,2539,3070,939,4326,7405,0.923,0.858,0.975,0.821,0.583,0.619,0.335,0.829,1.221,0.64,1.03,0.64,0.85,14/04@20/01/03@20/03@20/09/13
2551,1702,2802,2852,1150,3300,3513,0.874,0.924,1.038,1.008,0.763,0.431,1.09,0.874,0.926,0.91,1.06,0.81,0.92,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
2953,2198,2043,2531,1385,2020,5332,0.866,0.947,0.954,1.696,1.432,1.361,1.223,4.147,3.781,1.54,1.95,1.39,4.11,01/01/09/07/01@01/03/01/03
2237,1609,2279,1972,1186,2206,4399,0.802,0.943,0.894,0.686,0.83,0.502,0.596,1.963,1.864,0.91,0.86,0.61,1.96,01/01/09@01/05/11/04@01/20/15
2234,1479,2246,1944,1035,2211,2960,0.75,0.91,0.821,1.174,1.34,1.159,1.646,1.366,1.289,1.37,1.28,1.44,1.5,12/01/01@42/16
2762,2534,2308,2807,983,4778,3594,0.928,0.824,0.831,0.28,0.522,0.207,0.257,0.419,0.178,0.57,0.39,0.23,0.43,11/04/01@11/04/02
2896,1997,2058,2576,1332,1792,2681,0.884,0.926,1.11,2.441,1.067,0.164,0.211,1.463,1.157,1.1,0.46,0.2,1.51,12/01/01@42/16
2652,1755,1818,2136,1102,1519,2544,0.831,0.931,1.225,0.966,0.786,0.562,0.645,0.606,0.489,0.87,0.71,0.64,0.64,01/04@10/03/01/02@10/03/01/03@14/07/03@32/01/09
1887,1331,1665,1827,1140,1393,1171,0.718,0.752,0.369,1.409,0.855,0.676,0.445,0.435,0.533,0.94,0.69,0.61,0.58,10/01/09/05@11/02/03/04@32/01/09@42/10/03
2857,2079,2067,2367,1167,1617,4142,0.911,0.958,0.986,1.206,0.749,1.076,1.067,1.24,2.118,0.83,1.49,1.2,1.29,99
2010,1295,1547,1901,1151,1369,1195,0.825,0.845,0.927,1.446,0.405,0.545,0.907,0.332,0.414,0.5,0.56,0.79,0.36,10/01/03/05@10/01/05/01@10/01/09/05
6888,7243,5655,6632,934,15547,11651,0.945,0.838,0.776,1.046,2.059,2.264,1.699,1.741,1.007,2.08,1.86,2.18,1.82,11/02/03/01/04@11/02/03/04
2934,2663,2440,2680,938,4112,2060,0.938,0.834,0.837,1.068,0.839,0.295,0.329,0.913,0.688,0.93,0.65,0.34,0.97,12/01/01@42/16
3434,3209,7026,3337,952,5085,1985,0.946,0.893,0.851,1.046,0.897,1.073,0.951,0.208,1.146,1,1.29,1.12,0.9,01/03/01
7861,9171,5536,6716,1088,11409,2878,0.948,0.905,0.766,1.035,0.93,0.685,0.428,1.376,1.939,0.94,1.32,0.72,1.4,14/07/11@14/13/04/02
4723,5197,4497,4232,948,6587,3748,0.951,0.811,0.736,0.965,1.185,1.203,1.237,0.866,0.68,1.22,1.11,1.23,0.93,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
3445,2815,2619,3171,1322,1892,4121,0.938,0.963,1.011,0.514,0.877,1.01,1.206,0.859,1.422,0.91,1.42,1.03,0.9,01/05@20/01/03/01@20/03/02/02/01@20/09/18/07
3045,2131,2372,2181,1063,2126,3047,0.803,0.931,0.97,0.642,1.51,0.769,0.864,1.205,1.081,1.77,1.71,0.79,1.28,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
2775,2065,1970,1829,1117,1816,1869,0.834,0.9,0.832,0.841,0.719,0.722,0.625,0.759,0.416,0.76,0.95,0.88,0.8,32/01@42/27/03
2202,2005,2190,2248,994,3228,879,0.912,0.764,0.693,1.142,1.087,1.528,1.333,0.882,0.981,1.3,1.49,1.86,0.95,01/01@01/06/02/01@10/03/01@42/01@42/16
3338,3061,2894,3277,1218,4429,2445,0.954,0.911,0.858,0.405,0.408,0.704,0.753,0.599,1.326,0.43,0.5,0.74,0.6,14/04@14/13/04@16/01@20/09/13
6042,6494,4702,5380,1006,11239,10083,0.952,0.832,0.799,0.599,0.541,0.544,0.559,0.782,1.055,0.57,0.84,0.57,0.79,01/01/11/03/01@01/05@18/02/01
