@RELATION 'spo0.names'

@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1083,551,0,1152,483,0,1377,805,0,2269,1771,0,1562,1058,0,1118,916,0,980,4675,726,0,1334,3580,0,2207,595,483,0,1007,609,0,0.889,0.893,0.895,0.733,0.826,0.912,0.938,0.941,0.954,0.694,0.919,0.495,0.599,0.246,0.263,0.642,0.396,0.75,0.98,0.66,0.78,0.32,0.31,0.34,0.93,0.65,?,no,01/05/25@10/01/09/05@11/02/03/04/01@16/01@16/03/01@42/10/03
1073,558,0,1101,428,0,1398,837,0,2843,1872,0,1559,1075,0,1121,834,0,1010,2338,663,0,1320,3628,0,2454,605,485,0,951,609,0,0.929,0.936,0.931,0.882,0.943,0.916,0.945,0.935,0.949,0.798,0.463,0.576,0.81,1.012,1.39,0.312,0.359,0.86,0.49,0.66,0.86,1.05,1.5,1.79,1.84,0.34,?,no,10/01/02@10/01/03/03@10/03/01/01@16/01@16/03/01@16/19/03
1135,578,0,1410,630,0,1262,650,0,2827,1644,0,1446,999,0,986,728,0,992,4864,657,0,1188,3257,0,1074,505,373,0,971,449,0,0.928,0.891,0.912,0.887,0.924,0.919,0.976,0.907,0.865,0.783,1.371,0.845,1.004,0.7,0.4,1.002,0.852,0.82,1.54,0.93,1.08,0.73,0.44,0.51,0.72,1.07,?,no,01/03@11/04/01@11/04/03/01@16/01@16/03/03
1318,682,0,1200,500,0,1150,555,1,3198,1869,1,1436,849,1,1597,1382,0,1134,1560,820,0,1220,3147,0,2033,659,451,0,1016,497,0,0.895,0.803,0.914,0.926,0.926,0.858,0.905,0.836,0.517,0.773,2.146,1.178,0.881,1.362,0.886,1.899,0.703,0.84,2.61,1.25,1.02,1.37,1.04,1.12,1.18,2.19,?,no,34/11/03/07
1220,642,0,1310,533,0,1128,579,0,3546,1847,0,1622,1164,0,1570,1363,0,1210,1952,858,0,1144,3167,0,2051,590,438,0,954,430,0,0.903,0.95,0.963,0.932,0.931,0.896,0.953,0.96,0.94,1.018,1.009,0.628,0.435,0.462,0.545,0.338,0.347,1.14,1.03,0.65,0.47,0.48,0.62,0.9,0.87,0.35,?,no,42/04/05
1288,698,0,1201,486,0,1154,680,0,2175,1365,0,1728,1375,0,1621,1500,0,1069,1598,654,0,1645,3600,0,1627,646,505,0,862,512,0,0.82,0.937,0.935,0.929,0.97,0.769,0.948,0.961,0.919,0.815,0.654,0.418,0.424,0.308,0.513,0.181,0.218,0.96,0.76,0.49,0.46,0.32,0.66,0.7,1.76,0.2,?,no,10/01/03/03@10/01/03/05
1090,607,0,1540,772,0,1246,666,0,3712,1664,0,1404,943,0,1186,931,0,1061,4069,807,0,1266,3351,0,1702,475,393,0,946,434,0,0.949,0.942,0.948,0.896,0.911,0.937,0.965,0.92,0.945,0.859,1.266,0.667,0.849,1.064,0.975,0.536,0.514,0.91,1.3,0.69,0.93,1.14,1.01,1.31,1.31,0.6,?,no,14/04@16/02@20/01/10@20/09/07/03
1151,732,0,1213,545,0,1467,914,2,2227,1645,0,1597,1502,0,1100,912,0,1474,5119,1319,0,1324,3600,0,3831,620,492,0,1063,676,0,0.894,0.903,0.613,0.823,0.831,0.954,0.892,0.963,0.955,0.767,0.147,0.303,0.347,0.233,0.394,0.726,0.584,0.89,0.18,0.33,0.46,0.29,0.41,0.52,0.87,0.71,?,no,42/01
1190,640,0,1352,790,0,1508,932,0,4770,1633,0,1468,1077,0,1184,901,0,1229,9183,884,0,1195,3381,0,939,427,331,0,949,396,0,0.952,0.925,0.954,0.937,0.885,0.951,0.983,0.877,0.931,0.736,1.119,0.941,0.948,0.544,0.506,0.882,0.96,0.79,1.15,0.97,0.94,0.6,0.51,0.52,0.6,1.04,?,no,14/10@16/01@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/16@20/09/18@42/25
1306,652,0,1156,492,0,1140,605,0,6946,1832,0,1679,1250,0,1534,1347,0,1190,1771,836,0,1411,3263,0,3232,664,520,0,898,480,0,0.955,0.941,0.953,0.939,0.948,0.948,0.95,0.978,0.928,0.875,0.742,1.078,1.234,1.612,1.858,0.668,0.446,0.91,0.82,1.14,1.28,1.68,1.74,1.77,0.83,0.67,?,no,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
1280,745,0,1378,517,0,1269,632,0,5549,1542,0,2094,1430,0,1694,1488,0,1027,1740,665,0,1817,3708,0,5459,650,435,0,915,480,0,0.871,0.952,0.943,0.939,0.962,0.606,0.958,0.962,0.923,0.934,0.892,1.621,1.601,2.651,1.437,1.65,1.163,1.06,0.94,1.67,1.64,2.6,1.96,2.69,2.9,1.69,?,yes,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
1119,597,0,1266,606,0,1394,885,0,4301,1930,0,1650,1146,0,1167,933,0,1180,6746,848,0,1402,3645,0,2191,645,493,0,888,522,0,0.944,0.94,0.921,0.86,0.878,0.88,0.888,0.936,0.929,0.748,0.669,0.559,0.557,0.316,0.241,0.215,0.198,0.84,0.68,0.66,0.57,0.35,0.28,0.34,1.8,0.22,?,no,10/03/01/01/11@20/09/14@42/04/05
1138,570,0,1496,676,0,1431,802,0,5456,1704,0,1415,931,0,1197,952,0,1244,5803,803,0,1139,3275,0,1624,466,305,0,886,416,0,0.946,0.927,0.932,0.898,0.871,0.916,0.964,0.885,0.932,0.823,2.03,1.824,1.529,2.045,1.494,3.808,4.234,0.85,2.13,1.87,1.69,2.16,1.6,1.34,1.9,3.87,?,no,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
1193,687,0,1299,663,0,1405,759,0,2560,1628,0,1460,1012,0,1186,924,0,1057,2354,738,0,1482,3474,0,2625,645,456,0,985,498,0,0.924,0.893,0.879,0.858,0.872,0.902,0.954,0.966,0.939,0.834,0.918,0.738,0.63,0.758,0.836,0.591,0.56,0.89,1.04,0.91,0.76,0.9,0.93,1.07,3.77,0.59,?,yes,14/04
1062,544,0,1134,486,0,1338,708,0,2361,1574,0,1333,901,0,1216,938,0,985,1169,710,0,1124,3213,0,671,389,285,0,885,375,0,0.846,0.945,0.816,0.811,0.744,0.763,0.929,0.877,0.903,0.787,1.784,1.301,1.781,2.22,1.574,1.815,2.781,0.87,1.6,1.41,1.73,2.09,1.53,1.54,1.06,1.49,?,yes,11/04/03/01@14/10
1487,742,0,1222,530,0,1241,718,0,7184,2110,0,1964,2080,0,1785,1764,0,1178,13724,1135,0,1265,3238,0,2560,638,482,0,859,455,0,0.956,0.949,0.95,0.96,0.921,0.949,0.938,0.981,0.967,1.031,0.514,0.438,0.341,0.213,0.148,0.316,0.243,1.03,0.56,0.46,0.36,0.23,0.16,0.14,0.23,0.32,?,no,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
1276,708,0,1332,541,0,1354,744,0,2466,1689,0,1708,1137,0,1745,1473,0,1104,1046,714,0,1238,3194,0,1165,640,504,0,898,415,0,0.863,0.912,0.878,0.863,0.803,0.63,0.753,0.939,0.936,0.769,0.737,0.632,0.73,0.733,0.549,0.619,0.601,0.97,0.84,0.78,0.84,0.91,0.86,0.91,1.44,0.68,?,no,99
1580,886,0,1480,671,0,1399,718,0,3792,2285,0,1811,1769,0,1893,1869,0,1198,6381,1069,0,1333,3243,0,2887,598,480,0,893,440,0,0.926,0.932,0.933,0.884,0.919,0.898,0.88,0.973,0.939,1.019,1.01,1.107,0.538,0.114,0.077,0.605,0.657,1.05,1.11,1.14,0.6,0.12,0.1,0.1,0.64,0.64,?,no,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
1321,742,0,1383,480,0,1158,580,0,2449,1621,0,1642,1083,0,2117,1671,0,1349,2168,817,1,1838,3555,0,1324,747,524,0,969,481,0,0.819,0.898,0.902,0.946,0.897,0.678,0.921,0.921,0.889,1.114,1.25,1.138,1.107,1.016,0.731,1.083,0.901,1.25,1.67,1.27,1.24,1.19,0.94,0.86,1.36,1.03,?,no,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
889,412,0,1090,436,0,1394,815,0,1816,1559,0,1201,830,0,1037,802,0,844,628,518,0,1789,3746,0,5634,559,442,1,963,546,0,-0.06,0.222,0.32,0.384,0.491,-0.116,0.019,0.858,0.223,-0.062,0.186,0.377,0.411,0.654,-0.116,0.85,0.289,1.06,1.3,1.07,1.22,1.66,0.96,1.24,2.57,0.9,?,no,12/01/01@12/04@16/01
921,432,0,1142,495,0,1191,659,0,1761,1530,0,1220,711,0,1025,734,0,869,701,550,0,1438,3532,0,637,539,418,0,923,485,0,-0.075,0.386,0.505,0.238,0.499,0.178,0.11,0.062,0.639,-0.108,0.425,0.689,0.298,0.47,0.172,0.072,0.64,1.27,1.23,1.3,1.46,0.87,1.01,1.01,0.82,1.12,?,no,01/01/03/02/01@20/01/07@20/03@20/09/13
1178,654,0,1423,668,0,1468,800,0,10083,1791,0,1268,825,0,1246,1020,0,1118,7245,793,0,1137,3278,0,4018,443,344,0,863,401,0,0.964,0.928,0.946,0.919,0.925,0.934,0.976,0.937,0.957,0.82,1.617,1.563,1.957,2.003,1.592,1.997,2.606,0.84,1.76,1.68,2.1,2.02,1.63,1.2,1.56,2.06,?,no,12/01/01@12/04@16/01
991,502,0,1124,477,0,1192,610,0,1805,1549,0,1257,828,0,1025,763,0,898,705,574,0,1423,3576,0,623,523,430,0,770,420,0,0.018,0.745,0.246,0.251,0.463,-0.013,-0.134,0.328,0.195,0.019,0.716,0.396,0.53,0.599,-0.014,0.296,0.254,1.03,1.04,1.45,2.01,1.47,1.15,0.87,1.02,1.16,?,no,11/02/03/01@11/02/03/04@32/01
1010,456,0,1102,436,0,1160,631,0,1714,1429,0,1228,832,0,1087,853,0,928,706,568,0,1399,3522,0,620,527,412,0,847,463,0,-0.108,0.842,0.631,0.552,0.735,0.315,0.182,-0.025,0.168,-0.104,1.055,0.665,0.738,0.805,0.298,-0.021,0.197,0.91,1.32,1.2,1.48,1.06,0.97,1.15,0.84,0.85,2,no,10/03/01/01/11@10/03/04/03
1314,750,0,1432,710,0,1623,940,0,4753,1809,0,1487,925,0,1394,1156,0,1162,3923,855,0,1020,3395,0,2054,451,345,0,931,476,0,0.932,0.923,0.911,0.882,0.92,0.969,0.963,0.918,0.957,0.704,0.841,0.389,0.921,1.102,1.482,0.748,0.788,0.77,0.86,0.44,0.95,1.1,1.45,1.76,1.1,0.79,?,no,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
1541,956,0,1467,598,0,1408,790,0,4796,1973,0,1636,1004,0,1795,1615,0,1426,2059,1080,0,1234,3145,0,2473,613,450,0,894,460,0,0.951,0.946,0.958,0.955,0.932,0.95,0.888,0.959,0.962,0.997,0.743,0.761,0.91,0.758,0.853,0.756,0.728,1.02,0.79,0.79,0.99,0.81,0.87,1.02,0.87,0.78,?,no,20/09/07
1590,899,0,1320,484,0,1185,590,0,3091,1499,0,1754,1084,0,1898,1661,0,1141,1182,726,0,1638,3399,0,1437,662,478,0,1108,520,0,0.865,0.942,0.92,0.955,0.917,0.162,0.912,0.951,0.845,1.155,1.446,1.144,2.301,1.393,0.288,0.657,1.157,1.23,1.47,1.21,2.18,1.5,1.65,2.17,1.6,0.71,?,no,20/01/27@32/05/05/01@32/07/05@34/11/03
1718,1074,0,1832,928,0,1504,874,0,11426,2547,0,2477,1756,0,1825,1507,0,1446,3009,1052,0,1012,3413,0,4608,661,483,0,996,452,0,0.966,0.953,0.959,0.951,0.973,0.957,0.914,0.98,0.951,0.855,0.902,0.763,1.596,1.631,1.531,1.02,1.672,0.87,0.94,0.81,1.68,1.7,1.51,1.41,0.87,1.03,?,no,01/04@02/13/03@02/45@16/17
1452,802,0,1400,536,0,1169,612,0,3183,1721,0,1941,1278,0,1831,1649,0,1153,1340,757,0,2645,4534,0,2060,713,541,0,1096,546,0,0.848,0.91,0.944,0.893,0.939,0.803,0.946,0.944,0.896,0.828,1.655,0.907,1.25,0.876,0.637,1.587,1.826,0.96,1.83,0.93,1.4,0.88,0.89,1.23,0.61,1.69,?,no,01/03/07
1047,546,0,1034,400,0,1226,666,0,1635,1388,0,1131,644,0,1137,851,0,1001,842,707,0,1281,3760,0,584,499,411,0,725,420,0,0.297,0.175,0.317,0.154,0.427,0.933,-0.114,-0.037,0.37,0.268,0.212,0.342,0.232,0.321,0.864,-0.039,0.407,0.93,1.39,1.14,1.52,0.89,0.83,0.82,0.8,1.06,?,no,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
1097,619,0,1148,476,0,1218,602,0,2491,1596,0,1366,953,0,1068,796,0,991,1735,671,0,1242,3313,0,1089,563,445,0,947,437,0,0.895,0.915,0.896,0.845,0.922,0.914,0.906,0.949,0.78,0.836,0.878,0.952,0.667,0.593,0.583,0.359,0.279,0.93,0.94,1.11,0.77,0.64,0.63,0.95,2.04,0.39,?,no,01/05/02/04@01/05/02/07
1162,663,0,1508,618,0,1544,697,0,5576,1796,0,1611,1295,0,1185,996,0,1030,9258,755,0,1718,3859,0,5075,601,439,0,945,464,0,0.965,0.955,0.928,0.905,0.957,0.957,0.965,0.969,0.92,0.759,1.076,0.837,0.678,0.614,0.677,0.909,0.61,0.8,1.08,0.92,0.73,0.64,0.66,0.66,1.57,0.92,?,no,01/05/09/04@42/01
1089,540,0,1203,480,0,1255,594,0,3068,1372,2,1470,911,0,1555,1207,0,1064,1145,667,0,2362,4068,0,3597,765,487,0,985,489,0,0.844,0.818,0.923,0.985,0.947,0.762,0.935,0.589,0.907,0.925,4.09,2.189,1.12,3.219,2.393,1.102,3.686,1.19,3.61,2.4,1.44,3.33,2.44,2.49,2.43,2.71,?,no,01/05@01/06
1468,820,1,1346,446,0,1105,594,0,18580,2156,0,2531,1308,0,1807,1467,0,1291,3966,788,0,1709,3499,0,13219,684,436,0,1040,470,0,0.862,0.958,0.972,0.918,0.947,0.916,0.953,0.933,0.979,0.869,3.503,3.048,2.918,4.581,3.593,6.543,7.878,1,3.61,3.08,3.19,4.65,3.44,2.38,2.14,6.58,?,no,12/01/01@12/04@16/01
1194,610,0,1380,558,0,1336,605,0,3807,1347,0,1699,1002,0,1668,1411,0,1033,2668,625,0,2163,4274,0,3429,676,447,0,996,520,0,0.924,0.949,0.951,0.942,0.972,0.944,0.968,0.934,0.935,0.956,1.075,1.663,2.048,2.043,1.884,1.823,1.986,0.97,1.11,1.66,2.15,2.05,1.73,1.39,1.05,1.91,?,no,01/06@18/02/01@34/01/01/01
1224,611,0,1322,596,0,1222,577,0,2681,1342,0,1452,898,0,1502,1196,0,1015,1566,626,0,1966,4098,0,1621,606,442,0,969,514,0,0.869,0.856,0.95,0.909,0.903,0.872,0.924,0.918,0.945,0.925,0.887,1.062,1.123,1.009,0.942,1.196,1.215,1.03,1.12,1.15,1.18,1.08,1.08,1.11,1.39,1.32,1,no,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
1285,724,0,1186,396,0,1083,540,0,10053,1614,0,1618,1060,0,1737,1559,0,1252,2704,870,0,1234,3252,0,2911,647,472,0,910,420,0,0.948,0.951,0.953,0.949,0.962,0.935,0.95,0.923,0.954,0.737,2.636,1.115,1.949,2.083,2.576,1.895,2.257,0.79,2.74,1.16,1.91,2.17,2.46,2.46,1.64,1.98,?,no,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
1086,552,0,1251,533,0,1162,554,0,1700,1302,0,1494,1031,0,1462,1198,0,1075,1016,627,0,1587,3560,0,828,647,455,0,1008,579,0,0.254,0.665,0.658,0.766,0.609,0.525,0.677,0.697,0.18,0.393,1.137,1.035,0.801,0.12,0.43,0.499,0.062,1.59,1.65,1.61,0.96,0.21,0.69,0.66,0.7,0.79,?,no,34/11/03/07@40/01@41/01/01
1295,657,0,1196,476,0,1049,539,0,4755,1625,0,1607,1079,0,1591,1319,0,1116,2352,768,0,1275,3201,0,3105,636,495,0,914,424,0,0.954,0.949,0.954,0.933,0.929,0.924,0.93,0.935,0.971,1.009,0.675,0.789,0.966,0.814,1.201,0.588,0.532,1.04,0.73,0.85,1.02,0.88,1.16,1.2,1.55,0.62,?,no,01/06@02/25
997,534,0,1061,412,0,1249,692,0,2190,1485,1,1222,787,0,1086,823,0,976,838,695,0,1536,3891,0,678,586,436,0,809,543,0,-0.078,0.555,0.444,0.666,0.204,0.197,0.149,0.385,0.163,-0.079,0.591,0.472,2.282,0.229,0.168,0.374,0.018,0.91,1.12,1.08,2.02,0.96,0.79,0.96,1.17,0.92,?,no,01/06/02/01
