@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.049,0.317,0.184,0.17,-0.106,-0.508,0.397,0.296,0.343,0.185,0.156,-0.119,0.62,-0.469,-0.374,-0.518,-0.898,-0.378,-0.476,-0.793,-0.758,-0.05,-0.403,-0.284,-0.137,-0.013,-0.332,-0.345,-0.464,-0.315,0.067,-0.304,-1.229,-1.383,-1.107,-0.001,0.251,-0.073,0.352,01/01/09/04/01@01/01/09/05/01@01/01/09/06/01@01/07@01/20/15@20/01/15
0.09,0.59,0.75,0.48,0.31,0.066,-0.128,0.136,0.33,-0.02,-0.196,0.125,0.45,0.404,0.415,0.54,0.505,0.24,0.42,0.313,0.69,0.5,0.35,0.28,0.21,0.299,0.03,0.359,-0.31,-0.34,0.94,0.59,-0.33,-0.224,-0.66,0.57,-0.5,0.923,0.11,01/01/09/04@01/01/09/05@01/01/09/06@01/04@01/05/11/04@01/20/15@16/19/03@16/21/07
-0.179,0.32,0.205,0.397,0.319,0.211,-0.244,-0.246,-0.676,-0.126,-0.047,0.027,0.322,0.415,0.278,-0.685,0.243,0.24,-0.003,-0.002,-0.216,-0.718,-0.526,0.021,-0.078,?,0,0.217,-0.085,-0.259,-0.392,-0.012,-0.178,0.464,-0.193,-0.031,0.128,-1.198,-0.675,20/01/01/01/01@32/05/01/03/03@32/07/05
-0.145,0.325,0.276,0.049,-0.086,-0.066,-0.19,-0.224,0.036,-0.034,-0.193,0.26,0.115,0.295,0,0.164,0.218,0.19,-0.449,-0.383,0.11,-0.467,?,-0.156,-0.322,-0.122,0.126,0.121,-0.287,-0.087,-0.087,-0.38,-1.08,-0.471,-0.693,-0.015,0.245,-0.928,-0.733,32/05/01/03/03@32/07/03
-0.143,0.146,0.127,0.215,0.135,0.355,-0.195,-0.173,0.306,0.085,-0.039,0.158,-0.164,-0.012,0,0.333,0.174,0.186,0.493,0.401,-0.007,0.58,-0.032,-0.46,-0.53,-0.353,-0.29,-0.305,-0.206,0.122,-0.245,-0.541,0.061,0.374,-0.329,0.099,0.293,-0.366,0.125,01/01/06/01/01@01/01/06/02/02@01/02@32/01/11
0.07,0.055,-0.025,0.075,-0.11,0.508,-0.14,-0.016,-1.165,0.042,-0.03,0.174,-0.152,-0.042,-0.073,0.609,0.194,0.015,0.531,0.492,0.187,0.515,0.05,-0.074,-0.177,0,0.119,0.574,0.392,0.646,-0.197,-0.131,0.224,0.714,0.107,-0.132,0.325,?,0.089,99
0.221,0.545,0.551,0.419,0.328,0.17,-0.182,-0.258,0.576,0.39,-0.015,0.396,0.81,0.824,0.504,0.084,-0.176,0.081,0.04,-0.156,-0.5,0.287,-0.248,-0.525,-0.876,-0.68,-1.185,-0.884,-0.827,-0.666,0.528,0.029,-0.453,-0.746,-0.808,0.02,?,-0.027,-0.214,01/01/03/02/01@01/01/03/02/02@01/01/06/01/01@01/01/06/01/02@01/01/06/02/01@01/02@16/21/17
0.1,0.063,0.037,-0.342,-0.165,-0.062,0.364,0.229,0.066,0.127,-0.069,0.049,-0.267,-0.395,-0.116,0.004,-0.4,-0.275,-0.192,-0.059,-0.096,-0.376,-0.029,-0.211,-0.264,-0.246,-0.176,0.007,-0.064,0.237,-0.738,-0.464,0.253,-0.031,-0.127,0.864,-0.464,-1.107,0.108,02/11@02/13/03@02/45/15@14/10@20/01/01/01@20/01/15
-0.066,-0.061,-0.088,-0.43,-0.208,-0.174,-0.13,-0.362,-0.363,-0.478,-0.466,-0.427,-0.469,-0.366,-0.728,?,?,?,-0.139,?,0.091,-0.332,-0.065,?,?,?,?,?,?,?,-0.414,-0.992,0.801,-0.2,0.156,0,0.151,-1.023,?,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.06,-0.404,-0.039,-0.502,-0.107,-0.226,0.501,0.409,0.641,0.359,0.225,0.105,0.273,0.179,0.35,0.31,0.117,0.033,-0.126,0.105,-0.779,-0.673,-0.471,0.336,0.139,0.312,-0.107,-0.156,0.057,-0.104,-0.842,-0.585,0.367,-0.054,-0.269,-0.103,0.331,-0.999,-0.419,14/10@16/01@32/01/07@42/16
0.5,0.16,-0.02,-0.07,0.09,0.27,-0.08,-0.2,-0.2,-0.41,-0.54,-0.33,0,-0.03,-0.03,0.1,0.08,-0.25,0.64,0.72,0.13,0.63,0.59,-0.46,-0.91,-1.05,-0.81,-0.34,-0.24,-0.06,0.63,0,0.2,-0.4,-0.45,-0.08,0.08,-0.21,-0.58,02/11@02/13/03@02/45/15@16/19/03@20/01/15@20/03/22@34/01/01/03
0.32,0.204,0.027,-0.016,0.213,0.228,0.26,0.207,-0.021,-0.002,0.092,0.038,-0.15,0.04,-0.16,-0.167,-0.197,-0.131,-0.072,0.207,0.029,-0.346,0.022,-0.065,-0.372,-0.294,-0.129,-0.176,-0.179,0.18,-0.962,-0.868,0.44,0.052,-0.03,-0.018,0.129,-0.851,-0.12,02/11@02/13@02/45/15@14/10@16/07@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.041,0.059,0.06,-0.229,0.089,-0.037,0.295,-0.073,-0.252,-0.23,-0.257,-0.302,-0.227,-0.128,-0.037,-0.196,-0.299,-0.29,-0.362,-0.219,-0.087,-0.253,-0.075,-0.134,-0.213,-0.03,-0.32,-0.236,0.116,0.472,-0.465,-0.408,-0.011,-0.161,-0.316,-0.1,0.048,-0.998,-0.464,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
0.041,0.05,0.04,-0.17,0.01,0.11,0.384,0.26,0.22,0.01,-0.19,-0.06,-0.024,0.151,0.238,0.062,-0.392,-0.416,0.172,0.196,-0.47,0.188,0.081,-0.182,-0.174,-0.026,0.039,0.104,0.262,0.356,-1.298,-0.801,0.462,0.024,-0.188,0.95,-0.662,-0.985,-0.322,02/45/15@20/03/22@20/09/04@34/01/01/03
0.156,0.08,-0.02,-0.2,0.13,0.16,0.262,-0.02,-0.26,-0.18,-0.15,-0.26,-0.303,-0.207,-0.475,-0.71,-0.57,-0.54,-0.19,-0.06,-0.305,-0.365,0.045,-0.18,-0.41,-0.24,-0.57,-0.43,-0.34,-0.03,-1.054,-0.17,0.04,-0.14,-0.48,-0.04,0.294,-0.728,-0.41,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
?,-0.066,-0.106,-0.098,-0.017,-0.072,?,0.108,-0.018,0.042,0,0.246,0.042,?,-0.142,-0.133,-0.054,-0.166,-0.289,-0.044,-0.157,0.124,0.034,-0.251,-0.608,-0.308,-0.035,0.16,-0.3,0.261,-1.65,-0.736,-0.331,-0.719,-0.68,-0.214,-0.097,-0.374,-0.288,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
0.008,0.48,1.14,0.66,0.8,0.94,0.029,0.14,0.57,0.73,0.65,0.49,0.531,0.526,0.44,0.66,0.97,0.24,-0.66,-0.34,0.49,-0.863,0.153,1.07,0.5,-0.159,-0.16,-0.44,-0.34,-0.31,-1.479,-0.776,2.17,2.11,1.67,-0.19,0.234,-1.225,-0.509,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
-0.052,1.091,0.665,1.09,0.873,0.612,-0.35,0.057,0.605,0.367,0.089,0.353,0.24,0.046,0.076,0.676,1.07,0.815,-0.024,0.367,0.556,0.642,0.34,0.625,0.657,0.068,0.136,0.406,0.157,-0.046,0.86,0.294,1.171,1.307,0.986,-0.24,0.017,?,-0.345,01/04@14/07/03@14/07/11/01@14/13/04@20/09/13@30/01/05/01@32/01/11@43/01/03/09
0.078,-0.414,-0.202,-0.204,-0.169,-0.305,0,-0.054,0.061,0.318,0.084,0.078,-0.097,-0.026,-0.077,0.111,-0.051,-0.183,-0.413,-0.494,-0.602,-0.099,-0.481,-0.56,-0.306,-0.262,0.033,-0.133,-0.25,-0.311,-0.738,-0.288,-0.239,-0.398,-0.48,0.007,0.147,-0.467,-0.027,14/04@14/07/11/01@14/13/04@20/09/13@42/25
0.01,0.187,0.171,-0.086,0.195,0.038,0.306,-0.076,0.24,-0.012,0.217,0.086,0.256,-0.072,0.032,0.483,0.514,0.222,-0.195,0.047,0,-0.495,-0.663,0.513,0.779,0.179,0.024,-0.742,0.036,-0.047,-0.144,-0.111,0.343,1.108,0.226,-0.112,0.213,?,-0.163,14/07/11/01@14/13/04
0.22,0.18,0.4,0.14,0.11,-0.08,-0.18,0.06,0.31,0.13,-0.02,0.23,0.18,0.19,0.21,-0.1,0.21,0.32,0.25,0.11,0.34,0.06,0.27,0.14,0.03,0,-0.19,0.18,-0.1,-0.15,-0.18,-0.283,0.01,0.55,0.3,-0.1,0.11,-0.125,-0.07,14/07/11/01@14/13
0.03,0.307,-0.228,0.141,0.647,1.06,0.21,0.123,-0.347,-0.409,-0.318,-0.438,-0.28,0.34,0.67,1.578,1.013,-0.662,-0.679,-0.128,1.109,-0.001,-0.009,0.907,0.977,1.332,-0.294,-0.394,-0.459,-0.219,0.154,?,-1.706,-1.019,-0.132,?,0.162,-0.322,0.133,01/07/01
-0.083,0.035,0.282,-0.09,-0.218,-0.118,-0.069,-0.316,-0.496,-0.43,-0.526,-0.554,0.059,-0.363,-0.379,0.618,0.662,-0.522,0.107,?,0.22,0.66,0.348,0.156,0.216,0.564,0.946,0.37,?,0.485,0.456,0.537,?,?,-0.119,-0.278,0.054,?,1.211,01/07/01@16/21/17
0.148,0.149,-0.182,?,-0.344,-0.074,-0.241,-0.14,-0.367,-0.592,-0.268,-0.394,0.082,-0.263,-0.222,?,0.27,-0.68,?,?,-0.3,0.404,-0.457,?,?,?,-0.101,-0.02,-0.042,0.234,?,?,?,-1.283,-0.968,-0.29,-0.01,-0.549,1.391,01/07/01
0.04,0.165,0.165,0.036,0.036,-0.094,-0.14,-0.13,0.412,-0.304,-0.125,-0.427,0.42,0.45,0.28,-0.506,-1.103,-0.586,-0.016,-0.37,-0.675,0.356,-0.19,0.116,0.149,0.073,-0.25,-0.12,-0.392,-0.279,0.3,0.22,-1.924,-2.459,-2.287,-0.15,0.16,-1.283,-1.463,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
-0.008,-0.391,-0.462,-0.43,?,-0.421,-0.1,-0.214,-0.421,-0.037,-0.14,-0.152,-0.518,-0.343,?,-0.582,-0.181,-0.084,-0.296,-0.191,0.27,0.789,0.398,-0.458,-0.519,-0.102,0.736,-0.366,0.144,0.152,0.271,0.43,-0.477,-0.552,-0.281,-0.129,0.139,0.443,-0.225,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.24,0.109,-0.139,0.033,-0.085,0.072,-0.26,-0.263,-0.088,-0.199,-0.31,-0.096,-0.35,-0.24,-0.37,0.391,-0.084,-0.093,0.149,0.161,0.21,0.31,0.171,-0.592,-0.393,-0.82,-1.073,-0.663,-0.771,0.159,0.743,0.036,-0.771,-0.684,-0.429,0.053,0.167,0.267,-0.424,99
-0.014,0.382,0.35,-0.034,-0.249,0.01,0.322,-0.204,-0.109,-0.357,0.043,-0.459,0.2,-0.071,-0.343,?,-0.234,-0.867,-0.349,-0.248,0.292,0.278,0.579,-0.052,1.564,-0.238,-0.454,0.614,0.143,-0.17,-0.131,?,0.029,?,0.104,-0.342,-0.042,?,0,18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05
0.196,-0.07,0.04,-0.2,-0.125,-0.22,0.05,-0.13,-0.21,-0.01,-0.02,-0.19,0.08,0.03,-0.19,0.28,0.1,-0.4,0.26,-0.12,0.02,0.26,0.12,-0.04,-0.15,-0.11,0.29,-0.07,-0.06,-0.19,0.05,0.06,0.367,-0.05,-0.32,-0.1,-0.03,0,-0.04,01/05/25@30/01/05/05/01@34/11/03/07@40/01/03@42/04/03@43/01/03/05
-0.17,0.06,0.13,-0.25,-0.17,-0.05,0.14,0.1,0.34,-0.21,-0.07,0.02,-0.1,-0.23,0.03,-0.07,0.26,-0.8,0.69,0.05,0.57,0.624,0.58,0.86,0.33,0.077,0.87,-0.05,0.041,0.44,0.91,0.51,-0.31,0.25,0.09,0.17,-0.03,-0.889,0.21,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.02,-0.16,0.17,-0.07,-0.05,-0.24,-0.112,-0.14,-0.22,-0.16,-0.06,-0.216,-0.231,-0.271,-0.129,-0.731,-0.693,-0.222,-0.161,0.03,0.393,0.356,0.07,?,?,?,?,?,?,?,0.451,?,-0.66,-0.53,-0.39,-0.05,0.089,-0.301,-0.515,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
0.093,-0.11,0.17,-0.04,-0.32,-0.49,0.04,0.13,-0.01,0.17,0.05,0,-0.13,-0.29,-0.28,0.276,-0.07,-0.05,-0.2,-0.29,0.21,0.23,0.18,0.21,-0.06,-0.32,-0.3,-0.08,0.05,0.08,0.16,0.28,-0.07,0.04,-0.45,-0.09,-0.04,-0.02,-0.13,99
0.06,-0.173,0.226,-0.21,-0.275,-0.333,0.36,0.37,0.061,0.412,0.38,0.25,-0.03,0.04,0.05,-0.121,-0.226,0.038,-0.429,-0.326,-0.246,-0.327,-0.525,-0.555,-0.41,-0.466,-0.683,-0.392,-0.166,-0.076,-1.469,-0.445,-0.654,-1.212,-1.286,0.01,0.137,-0.471,0.298,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@16/01@16/03@16/19/05@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01@40/10@40/20@42/04/03@43/01/03/05@43/01/03/09
-0.173,-0.431,-0.032,-0.541,-0.332,-0.442,0.027,0.191,0.434,0.403,0.252,0.254,-0.126,-0.172,-0.455,0.229,0.081,-0.135,-0.485,-0.774,-0.017,-0.206,-0.33,-0.184,0.003,-0.129,-0.292,-0.196,-0.339,-0.576,-0.637,0.15,0.132,0.329,-0.125,-0.187,0.122,-0.287,-0.156,43/01/03/05
-0.286,-0.03,-0.204,-0.1,-0.1,0.1,0.692,-0.14,-0.23,-0.16,0.08,-0.01,-0.541,-1,-0.126,0.249,0.27,-0.44,-0.07,-0.13,0.02,0.312,0.17,-0.12,-0.64,-0.33,0.23,?,-0.03,0.059,0.27,0.23,0.31,-0.3,-0.29,0.5,0.65,0.228,0.04,14/07/11@14/13/01@16/17@41/01/01@43/01/03/05
-0.21,0.196,-0.089,-0.15,-0.298,-0.178,-0.17,-0.292,0.188,-0.068,0.172,0.247,-0.3,-0.49,-0.44,-0.21,-0.526,-0.527,0.386,0.41,0.106,0.838,0.805,-0.188,-0.413,-0.533,-0.623,-0.273,0.137,-0.163,-0.082,0.832,0.038,-0.287,-0.087,-0.076,?,0.39,-0.113,43/01/03/05
-0.046,0.273,0.354,0.491,0.58,0.447,-0.102,-0.188,-0.196,-0.124,-0.178,-0.048,-0.142,-0.03,0.186,0.247,0.218,0.294,0.343,0.325,-0.231,?,?,0.045,-0.245,-0.371,-0.371,0.134,0.386,0.253,0.195,0.324,-0.707,-0.297,-0.633,-0.053,0.167,-0.356,-0.079,16/01@16/07@30/01/05/05/01@42/04/03@43/01/03/05
-0.197,0.23,-0.02,-0.12,-0.27,-0.19,-0.259,-0.23,0.05,-0.07,-0.09,-0.04,0,0.054,-0.147,0.05,-0.14,-0.54,-0.4,-0.22,0.232,0.443,0.678,-0.11,-0.082,0.15,-0.45,-0.29,-0.39,-0.12,0.608,-0.301,0.18,-0.39,-0.15,-0.01,0.249,0.032,0.05,99
-0.644,0.463,0.061,0.245,0.044,-0.197,-1.183,-0.835,-0.015,-0.553,-0.843,-0.34,-0.88,-0.936,-0.881,0.351,0.124,-0.1,0.079,0.168,0.128,-0.139,-0.337,?,-0.193,-0.173,-0.577,-0.745,0.967,-0.354,1.203,0.69,-1.787,-1.061,0.092,0.183,0.214,?,-0.012,01/04@01/05/07@01/06@16/19/03@32/01
0.267,0.33,1.11,0.94,1.123,1.558,?,0.052,-0.386,0.693,0.576,0.318,0.913,1.268,1.505,0.854,0.718,0.406,0.098,0.758,0.436,-0.143,?,1.199,0.984,0.548,0.115,0.096,0.056,0.322,-0.215,-0.034,3.093,1.632,1.585,-0.065,0.034,?,-0.171,01/04@01/05/07@01/06@16/19/03@32/01
0.02,0.343,0.644,0.167,0.328,0.17,0.12,0.347,0.427,0.344,0.328,0.245,0.44,0.53,0.7,0.362,0.422,0.037,-0.61,-0.518,-0.272,-0.347,-0.261,0.48,0.568,0.538,-0.091,-0.142,-0.137,0.109,-0.209,-0.265,0.461,0.264,0.01,-0.195,0.238,-1.144,-0.864,11/02/03/04
