@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.228,0.141,1.06,0.21,-0.409,-0.318,1.578,-0.679,1.109,-1.706,-1.019,-0.132,-0.322,01/07/01
0.282,-0.09,-0.118,-0.069,-0.43,-0.526,0.618,0.107,0.22,?,?,-0.119,?,01/07/01@16/21/17
-0.182,?,-0.074,-0.241,-0.592,-0.268,?,?,-0.3,?,-1.283,-0.968,-0.549,01/07/01
0.165,0.036,-0.094,-0.14,-0.304,-0.125,-0.506,-0.016,-0.675,-1.924,-2.459,-2.287,-1.283,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@01/02/02@10/03/01/01/03@16/21/17
-0.462,-0.43,-0.421,-0.1,-0.037,-0.14,-0.582,-0.296,0.27,-0.477,-0.552,-0.281,0.443,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
-0.139,0.033,0.072,-0.26,-0.199,-0.31,0.391,0.149,0.21,-0.771,-0.684,-0.429,0.267,99
0.35,-0.034,0.01,0.322,-0.357,0.043,?,-0.349,0.292,0.029,?,0.104,?,18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05
0.04,-0.2,-0.22,0.05,-0.01,-0.02,0.28,0.26,0.02,0.367,-0.05,-0.32,0,01/05/25@30/01/05/05/01@34/11/03/07@40/01/03@42/04/03@43/01/03/05
0.13,-0.25,-0.05,0.14,-0.21,-0.07,-0.07,0.69,0.57,-0.31,0.25,0.09,-0.889,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
0.17,-0.07,-0.24,-0.112,-0.16,-0.06,-0.731,-0.161,0.393,-0.66,-0.53,-0.39,-0.301,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
0.17,-0.04,-0.49,0.04,0.17,0.05,0.276,-0.2,0.21,-0.07,0.04,-0.45,-0.02,99
0.226,-0.21,-0.333,0.36,0.412,0.38,-0.121,-0.429,-0.246,-0.654,-1.212,-1.286,-0.471,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@16/01@16/03@16/19/05@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01@40/10@40/20@42/04/03@43/01/03/05@43/01/03/09
-0.032,-0.541,-0.442,0.027,0.403,0.252,0.229,-0.485,-0.017,0.132,0.329,-0.125,-0.287,43/01/03/05
-0.204,-0.1,0.1,0.692,-0.16,0.08,0.249,-0.07,0.02,0.31,-0.3,-0.29,0.228,14/07/11@14/13/01@16/17@41/01/01@43/01/03/05
-0.089,-0.15,-0.178,-0.17,-0.068,0.172,-0.21,0.386,0.106,0.038,-0.287,-0.087,0.39,43/01/03/05
0.354,0.491,0.447,-0.102,-0.124,-0.178,0.247,0.343,-0.231,-0.707,-0.297,-0.633,-0.356,16/01@16/07@30/01/05/05/01@42/04/03@43/01/03/05
-0.02,-0.12,-0.19,-0.259,-0.07,-0.09,0.05,-0.4,0.232,0.18,-0.39,-0.15,0.032,99
0.061,0.245,-0.197,-1.183,-0.553,-0.843,0.351,0.079,0.128,-1.787,-1.061,0.092,?,01/04@01/05/07@01/06@16/19/03@32/01
1.11,0.94,1.558,?,0.693,0.576,0.854,0.098,0.436,3.093,1.632,1.585,?,01/04@01/05/07@01/06@16/19/03@32/01
0.644,0.167,0.17,0.12,0.344,0.328,0.362,-0.61,-0.272,0.461,0.264,0.01,-1.144,11/02/03/04
0.14,0.25,0.24,0.01,-0.19,-0.01,0.66,0.23,0.3,0.07,0.16,-0.31,0.41,01/03/10@10/03/01@10/03/02@30/01/05/05/01@30/01/09/07@34/11/12@43/01/03/09
-0.04,-0.05,-0.07,-0.494,-0.36,0.16,-0.11,0.41,0.027,0.5,0.26,-0.25,?,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.038,-0.243,-0.392,0.05,0.331,0.261,0.015,-0.614,0.028,0.205,0.21,0.04,0.026,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.487,0.611,0.217,-0.189,-0.331,-0.162,-0.743,0.006,0.208,-1.386,-0.726,-0.401,?,10/01/03@10/03/01/01/03@10/03/01/01/09@10/03/02@18/02/01
0.589,0.597,0.072,0.337,1.222,1.118,0.509,-0.261,-0.03,0.385,0.715,0.608,-0.161,10/03/01@10/03/05/01@14/01@16/01@32/01/07@42/04/05
-0.091,-0.549,-0.598,0.157,0.004,0.222,-0.337,-0.6,0.104,0.125,0.218,0.483,-0.162,01/05/25@02/19@18/02/01
0.386,0.126,-0.13,-0.527,0.015,0.105,0.04,0.261,0.021,0.458,0.289,-0.052,?,01/04/04@11/02/03/04@18/02/01
0.374,0.235,0.401,0.072,-0.244,-0.162,?,-0.266,0.329,-0.268,0.679,-0.598,?,01/05/25@02/19@18/02/01
-0.38,-0.67,-0.76,-0.27,-0.51,-0.42,-0.24,-0.66,-0.21,0.06,-0.15,-0.28,0.16,10/03/01@18/02/01
0.02,-0.13,-0.14,-0.164,0.22,0.03,-0.098,0.93,-0.182,0.31,0.14,0.01,-0.285,01/04@10/03/01/02@10/03/01/03@14/07/03@32/01/09
0.077,0.095,0.186,-0.401,-0.132,-0.11,?,0.115,0.492,-0.239,-0.476,-0.356,0.005,10/03/01@18/02/01
-0.1,-0.38,-0.28,-0.03,-0.57,-0.37,-0.699,-0.22,0,-1.53,-0.89,-0.72,0.5,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
0.03,0.15,0.401,0.15,0.02,0.02,0.41,0.38,-0.3,-0.489,-0.55,-0.493,-0.39,10/03/01@18/02/01
-0.461,-0.466,-0.614,0.191,-0.26,-0.262,-0.303,-0.374,-0.174,-0.289,-0.277,-0.296,-0.158,10/03/01/01/05@10/03/01/01/09@18/02/01
0.095,-0.027,0.245,0.193,0.101,-0.061,0.011,0.32,0.433,0.39,0.261,-0.092,0.606,01/04@10/03/01@10/03/04/07@11/02/03/04@14/07/03
0.179,0.077,-0.015,-0.03,0.173,0.259,?,-0.337,0.148,-0.549,-0.552,-0.867,0.03,01/04@10/03/01/01/09@10/03/01/03@10/03/02@14/07/03@18/02/01@40/01@42/04@43/01/03/05
?,0.16,0.019,0.053,?,0.097,0.506,0.091,0.619,-0.228,-0.133,-0.755,0.047,01/04@10/03/01/01/09@10/03/01/03@14/07/03@43/01/03/05
0.452,0.027,0.355,0.213,-0.055,0.366,1.091,0.344,0.368,0.757,?,?,0.654,10/01/09/05@10/03/01@16/01@32/01@40/01@40/20@42/04@43/01/03/05
0.029,-0.088,-0.025,0.09,0.068,-0.084,0.397,0.37,0.239,0.416,0.356,-0.275,0.537,01/04/04@10/03/01@16/01@18/02/01/02/05@34/11/03/07@40/01
0.35,0.15,0.4,0.153,-0.15,0.1,0.07,-0.14,0.289,0.28,0.03,-0.59,0.363,10/03/01/02@18/02/01/01/05
-0.01,-0.56,-0.12,0.78,-0.38,0.06,-0.56,0.15,0.28,-1.25,-0.02,-0.11,-0.29,01/04@10/03/01@10/03/03@14/07/03
0.46,0.26,0.36,-0.18,0.38,0.04,0.16,-0.38,0.16,-0.15,-0.14,0.15,0.09,01/04@10/03/01@10/03/02@14/07/03
0.006,0.058,0.196,0.211,0.37,0.374,0.427,0.174,0.168,0.069,0.277,-0.168,0.507,01/04@10/03/01@14/07/03@34/11/03/07@40/01
0.298,0.587,0.722,-0.002,0.547,0.335,0.048,-0.103,0.187,0.37,0.519,0.381,?,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
0.196,0.451,0.476,-0.019,0.129,0.13,-0.014,-0.01,0.581,0.46,0.831,0.249,-0.087,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
-0.406,-0.343,-0.349,0.49,0.477,0.441,-0.449,-0.531,-0.196,-0.392,-1.197,-0.478,-0.191,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
-0.838,-0.885,-0.857,0.15,0.1,0.357,0.312,0.147,0.322,-0.187,-1.117,-0.207,0.791,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
-0.017,-0.465,-0.401,0.505,0.065,0.528,0.071,-0.107,0.419,0.512,-0.012,-0.162,0.677,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
0.31,-0.17,0.12,0.21,0.14,0.09,0.19,0.17,0.24,-0.01,-0.14,-0.23,?,10/03/01/03@20/09/01
0.441,0.09,0.06,0.12,0.04,-0.03,0.08,0.32,0.67,0.28,0.08,-0.09,0.195,10/03/01/01/03@11/02/03/04
-0.078,-0.04,-0.226,0.508,0.282,0.348,0.017,-0.274,0.24,0.151,0.321,-0.134,-0.071,10/01/03@10/01/05@10/03/01/01/03@10/03/02@11/02/03/01@11/02/03/04@16/01@18/02/09@42/01
-0.085,-0.59,-0.501,-0.107,-0.142,-0.188,-0.342,-0.505,-0.227,-0.218,-0.33,-0.263,-0.353,01/02@01/04@01/05/25@02/19@10/01/09/05@10/03/01/01/03@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02/01@30/01/05/01/04@32/01/05@34/11/09@40/01@42/01@42/04/03@42/04/05@42/29@43/01/03/05
0.11,0.08,-0.1,0.161,-0.78,0.31,0.024,-0.108,-0.171,0.11,-0.16,-0.46,-0.256,10/03/01/01/01@11/02/03/04@20/01/13@30/05/01@43/01/03/05
0.079,-1.557,-2.807,-0.168,-0.354,-0.633,-0.732,-0.334,0.096,0.702,0.951,0.423,1.019,01/05/03@10/03/01@10/03/03@40/01
0.239,0.293,0.11,?,-0.009,0.16,-0.265,0.283,0.063,-0.528,-1.509,-0.869,0.101,01/04@10/03/01/03@10/03/03@14/07/03@42/29@43/01/03/05
0.242,0.373,0.285,-0.065,0.863,0.667,0.104,-0.361,0.258,-0.213,-0.219,0.432,0.53,01/04@11/02/03/04@14/07/03
-0.28,-0.393,-0.501,0.228,0.158,0.24,-0.013,-0.211,-0.436,0.415,0.484,0.083,0.048,10/01/03@10/03/01@11/04/03/01@14/10@16/01
-0.015,-0.107,-0.255,0.344,-0.352,-0.013,0.056,0.245,0.61,?,-0.757,?,-0.589,99
-0.2,-0.04,-0.437,-0.093,-0.019,-0.109,-0.347,-0.474,-0.165,-0.433,-0.816,-0.738,?,10/03/01/03
0.185,0.111,0,-0.127,0.063,0.17,-0.105,0.048,0.033,0.39,0.269,-0.158,-0.454,10/01/05/01@10/03/01/03@10/03/02@32/01
0.08,0.06,0.02,-0.03,-0.368,0.08,0.23,0.38,0.41,-0.32,-0.27,-0.16,0.105,10/03/01/01/11@10/03/04/07@14/07/05@14/10@14/13/01/01@16/01@16/19/03@20/09/01@42/10
0.07,-0.422,-0.274,?,0.13,0.016,-0.529,-0.434,-0.169,-0.227,-0.347,-0.651,0.199,11/04@16/03/03@20/01/21@34/11/03/07
0.173,0.209,0.258,-0.48,-0.264,-0.459,0.445,0.395,0.97,0.307,0.257,-0.178,?,16/03/03@40/01/05@43/01/03/05
-0.592,-0.631,-0.962,-0.252,-0.236,-0.213,0.249,0.092,0.059,-0.292,-0.113,-0.316,0.911,16/03/03@40/01/05@43/01/03/05
-0.447,-0.458,0,-0.12,-0.624,-0.708,0.235,0.953,?,0.364,0.02,-0.313,?,01/05/03@02/19@42/01@43/01/03/09
0.32,0.24,0.26,0.05,0.37,0.3,0.45,0.33,0.06,0.75,0.63,0.24,-0.11,01/05/03/03/04@20/09/07@42/01
-0.33,-0.64,-0.67,-0.5,-0.58,-0.62,-0.28,0.32,0.78,-1.32,-0.57,-0.5,?,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
-0.2,-0.01,0,-0.22,-0.77,-0.49,-0.05,0.41,0.752,0.6,-0.28,-0.15,0.113,01/05/09/04@42/01
-0.07,-0.31,-0.31,0.203,0.03,0.19,0.34,0,0.142,0.84,0.14,0.1,-0.222,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
-0.089,0.197,0.447,0.36,0.131,0.183,0.02,0.521,-0.532,0.898,0.226,0.419,-0.219,01/05@42/01
0.125,0.299,0.264,-0.19,-0.076,-0.024,?,0.497,-0.003,0.691,0.162,0.422,0.013,01/05/03/03/04@20/09/07/03@42/01
0.086,0.289,0.435,0.191,-0.089,-0.13,0.065,0.069,-0.145,0.526,0.488,0.366,0.423,01/05@34/11/03/07@40/01@42/01@43/01/03/09
-0.173,-0.663,-0.561,0.48,0.27,0.291,0.288,-0.188,-0.086,-0.207,-0.697,-0.945,-0.171,01/05/03@01/05/25@02/19@42/01
-0.8,-1.09,-0.82,0.716,-0.13,-0.04,-0.54,0.3,-1.214,-0.923,-1.476,-1.026,?,12/01@42/01
0,-0.47,-0.4,-0.398,-0.52,-0.6,0.27,0.36,0.423,0.043,-0.201,0.122,0.225,42/01
-0.26,-0.2,-0.13,0.038,0.07,-0.25,-0.14,0.26,-0.268,-0.775,-1.151,-1.4,0.135,10/03/02@42/01@43/01/03/09
0.18,0.11,0.01,-0.125,0.27,0.04,-0.126,-0.469,-0.104,0.5,0.4,0.29,-0.231,01/07/01@42/01
0.175,0.418,0.235,-0.206,-0.513,-0.236,0.203,-0.159,0.106,0.456,1.03,0.236,-0.495,01/06@42/01
-0.799,-0.017,-0.681,0.063,-0.792,-0.39,-0.436,-0.243,-0.292,-0.792,-0.151,0.301,0.054,42/01
1.29,0.502,0.495,-0.14,?,0.55,1.06,-0.29,0.3,1.39,0.65,0.25,0.27,14/13@16/01@42/01
0.272,0.157,0.012,0.09,0.372,0.28,0.191,0.401,0.099,-0.176,-0.186,-0.331,-0.085,42/01
0.101,0.1,0.442,-0.401,-0.369,-0.382,0.513,0.353,-0.191,1.424,1.199,0.69,0.201,20/03@42/01
-0.077,0.062,0.018,-0.095,-0.315,-0.39,0.074,-0.337,0.149,0.312,0.278,0.259,-0.6,42/01
0.279,-0.078,0.08,?,0.501,0.4,-0.036,0.132,-0.392,0.226,-0.05,-0.445,-0.628,99
-0.137,-0.375,-0.102,-0.311,-0.526,-0.457,0,-0.135,0.075,0.735,1.05,0.351,?,42/01
-1.1,-1.235,-0.69,0.16,-0.38,0.05,-0.5,0.13,-0.6,-1.071,-1.61,-1.42,0.62,11/04/01@12/01@42/01
0.665,0.46,0.46,-0.08,0.037,0.082,0.719,0.258,0.248,1.27,0.949,0.456,?,01/05@14/07/02/02@42/01
-0.134,0.127,0.232,-0.294,-0.166,0.006,-0.1,0.357,-0.159,0.685,0.274,0.157,0.016,99
0.295,0.142,0.14,0.117,0.233,-0.01,0.8,0.84,0.42,1.35,1.038,0.303,?,01/05/03@02/19@14/07/02@40/01
0.32,0.14,-0.11,0.04,-0.46,-0.19,-0.15,0.25,-0.01,1.43,1.55,0.78,-0.922,42/01
-0.524,-0.364,-0.015,-0.344,-0.135,-0.52,-0.16,0.008,0.16,-0.344,-0.7,-0.6,0.036,01/05/03@01/05/25@02/19@42/01@43/01/03/05
0.06,0.06,0.09,0.132,0.3,0.23,0.34,-0.49,-0.209,0.68,0.51,0.01,?,11/04/03/01@42/01
-0.33,-0.83,-0.663,0.23,-0.14,-0.11,-0.145,-0.046,0.35,-0.74,-0.73,-0.55,0.333,01/04@02/45/11@10/03/01/01/11@10/03/03@10/03/04/09@16/01@16/19/03@20/09/14/02@20/09/16/09/03@32/01/03@34/05/01@34/05/02@40/01/03/01@40/01/03/03@42/02@42/04@42/27/01@43/01/03/05
0.225,0.312,0.597,-0.53,-0.543,-0.761,-0.421,-1.418,0.05,-0.964,0.054,-0.442,0.21,30/01/05/05/01@30/05/01@32/01/05@34/11/09@42/01@42/04/03
0.18,0.2,0.28,-0.352,-0.08,-0.19,0.043,0.074,-0.298,-0.34,-0.54,-0.51,-0.077,10/01/09/05@10/03/01@11/02/03/04
-0.25,-0.364,-0.491,0.17,0.33,0.599,-0.087,-0.63,-0.402,-0.626,-0.924,-0.397,-0.427,10/01/09/05@10/03/01@11/02/03/04
0.166,-0.124,-0.411,-0.554,-0.183,-0.419,-0.154,-0.45,0.255,-0.06,-0.156,0.041,?,10/01/09/05@10/03/01/01/09@42/10/03
?,-0.329,-0.504,0.283,0.18,0.166,-0.207,-0.872,-0.322,0.259,0.121,-0.224,-0.077,10/01/09/05@42/10/03
-0.221,-0.571,-1.014,0,0.158,0.262,-0.081,-0.508,0.157,-0.21,-0.399,-0.448,0.176,10/01/09/05@10/03/01/01/09@42/10/03
-0.095,-0.36,-0.536,0.162,0.706,0.599,0.306,-0.787,0.392,-0.099,-0.084,-0.164,0.102,99
0.206,0.13,0.149,0.215,0.722,0.539,0.282,-0.612,-0.04,-0.34,0.123,0.033,-0.253,10/01/09/05@11/02/03/01@11/02/03/04@14/07/04@18/02/09@34/11/03/07@41/01/01@42/10/03@43/01/03/05@43/01/03/09
0.077,0.526,0.453,-0.042,-0.269,-0.405,-0.018,0.096,0.102,-1.542,?,-0.71,?,10/01/09/05@14/07/04@42/10/03
-0.02,0.16,0.077,0.135,0.014,0.066,-0.1,-0.09,0.012,-0.499,-0.438,-0.328,?,10/01/09/05@11/02/03/01@11/02/03/04@14/07/04@18/02/09@42/10/03
0.21,0.053,-0.049,0.554,0.451,0.59,0.082,-0.674,0.055,0.629,0.495,-0.117,0.095,10/01/09/05@14/07/04@42/10/03
-0.011,-0.319,-0.372,-0.097,-0.066,0.07,0.171,-0.218,-0.11,0.048,0.233,-0.279,-0.034,10/01/09/05@11/02/03/04@14/07/04@40/20
-0.61,-0.99,-1.35,0.522,0.37,-0.17,-1.74,-0.85,-0.291,-1.09,-0.63,-1.06,-0.838,10/01/02@10/01/05/01@10/01/05/03@10/01/09/05@10/03/01/03@10/03/02@10/03/04/03@11/02/03/04@16/01@16/03/01@32/01/09@42/10/03
-0.902,-1.004,-1.498,0.352,0.13,-0.219,-1.888,-1.006,-0.384,-0.533,-0.324,-0.585,-0.352,10/01/09/05@10/03/04/03@11/02/03/04@16/01@16/03/01@42/10/03
