@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
?,-0.51,-0.14,-0.12,0.14,0.23,0.19,-0.07,0.01,-0.2,0.18,-0.29,0.12,-0.2,0.18,-0.27,0.21,-0.14,-0.81,-0.56,-0.49,-0.34,-0.06,-0.1,-0.29,-0.03,-0.23,-0.3,-0.23,-0.03,-0.36,0.01,-0.14,-0.07,0.07,-0.01,0.03,-0.04,0.04,0.01,-0.18,-0.14,0.06,-0.94,-0.27,-0.34,-0.17,-0.32,1.37,0.36,0.39,0.23,-0.1,0.48,-0.22,-0.67,0.71,?,-0.23,-1.06,-0.62,-0.29,-0.58,-0.04,-0.29,-0.6,-0.74,-1.56,0.03,0.18,-0.4,-0.22,0.01,-0.1,0.67,-0.56,-0.43,-1.25,-0.01,GO0005342@GO0005739@GO0005743@GO0006783@GO0006839@GO0015187@GO0016021@GO1904983
-0.29,-0.62,0.1,-0.27,0.06,-0.34,0.08,-0.15,0.01,-0.3,0.34,0.06,-0.18,-0.34,0.21,-0.22,0.16,0.25,-0.32,-0.67,-0.56,-0.49,-0.43,-0.94,-0.76,-0.34,-0.29,-0.23,-0.71,-0.3,-0.3,-0.45,-0.14,-0.12,-0.06,-0.06,-0.25,-0.36,-0.18,-0.25,-0.32,-0.36,-0.15,-0.58,-0.15,-0.18,-0.27,-0.23,0.04,-0.38,-0.47,-0.97,-0.67,0.12,-0.42,-0.74,0.11,0.28,-0.04,-0.4,-0.15,0.16,-0.17,0.32,-0.58,-0.56,-0.69,-0.43,0.23,0.3,0.28,-0.04,-0.07,0.07,0.41,-0.1,0.03,0.42,-0.25,GO0000214@GO0000379@GO0005741@GO0012505@GO0090502
0.2,-0.03,0.12,-0.22,0.07,-0.22,0.3,-0.22,0.1,-0.18,-0.07,?,-0.3,-0.45,-0.03,-0.14,0.01,-0.38,0.03,-0.45,-0.51,-0.51,-0.49,-0.56,-0.38,-0.06,0.1,-0.23,-0.29,0.1,-0.15,-0.18,-0.18,-0.17,0.15,-0.09,0.18,0.23,0.16,0.19,0.06,?,0.15,0.08,-0.2,-0.09,0.08,-0.34,-0.15,-0.69,-1.06,-1.15,-0.81,0.29,-0.54,-0.42,-0.07,0.06,-0.51,0.07,0.1,-0.07,-0.07,-0.62,-0.14,-0.71,-0.17,-0.32,0.07,0.08,-0.97,-0.67,0.19,0.3,0.28,-0.06,-0.12,0.31,0.07,GO0004181@GO0004222@GO0005615@GO0005773@GO0006508@GO0008270@GO0071555
-0.12,-0.43,0.01,-0.03,0.39,0.3,0.32,-0.22,?,-0.22,?,-0.17,0.12,-0.32,0.15,-0.23,-0.15,-0.29,-0.18,-0.27,-0.14,-0.22,-0.22,-0.14,-0.29,-0.32,-0.25,-0.22,-0.42,-0.1,-0.22,-0.42,-0.58,0.07,-0.22,-0.38,-0.43,-0.62,-0.45,1.43,-0.23,-1.43,-0.17,0.55,-1.47,-0.51,-0.64,-0.32,0.23,0.03,-0.86,-1.36,-1.47,0.7,-0.81,-1.47,-0.12,0.28,-0.42,-0.34,-0.3,-0.47,-0.1,-0.36,-0.03,-0.79,-0.12,0.14,-0.47,-0.47,-0.76,-1.06,-0.1,0.23,0.41,0.03,0.08,0.3,-0.01,GO0004631@GO0005524@GO0005737@GO0006696@GO0010142@GO0019287@GO0031388
-0.17,-0.6,-0.47,-0.34,0.28,-0.12,0.37,-0.15,?,-0.14,-0.36,-0.3,-0.1,-0.29,-0.06,-0.14,0.15,-0.27,-0.97,-0.67,-0.56,-0.67,-0.04,-0.29,-0.42,0.57,0.21,0.31,-0.22,0.4,0.12,0.24,-0.27,?,-0.34,-0.47,-0.86,-0.43,-0.64,0.84,-0.25,-0.89,-0.54,0.28,-1.64,-0.17,-1.32,-0.38,0.1,0.04,-0.29,-0.97,-0.97,0.32,-0.62,-1.51,0.56,0.39,-0.34,0.15,-0.25,-0.27,0.19,-0.56,-0.09,-0.62,-0.09,-0.27,-0.2,0.14,-0.4,-0.2,-0.03,-0.12,-0.01,-0.22,-0.12,-0.22,-0.84,GO0000144@GO0000281@GO0000921@GO0003924@GO0005198@GO0005525@GO0005621@GO0005937@GO0010314@GO0016020@GO0030011@GO0031105@GO0032160@GO0032947@GO0045860@GO0070273
-0.17,-0.54,-0.43,-0.64,-0.15,-0.25,0.2,0.19,0.11,-0.06,-0.18,-0.36,-0.23,-0.42,-0.15,-0.14,0.18,-0.04,?,-0.2,-0.51,-0.54,-0.47,-0.64,-0.3,-0.22,0.25,-0.17,-0.29,0.21,0.14,-0.18,-0.43,0.32,0.08,-0.29,-0.76,-0.14,-0.71,1.38,-0.74,-1.12,-0.29,0.14,-1.25,-0.62,-0.97,-0.3,0.24,0.15,-0.06,-0.67,-0.3,0.44,-0.47,-0.62,0.78,1.36,-0.29,-0.36,-0.45,-0.1,0.21,-0.27,-0.03,-0.34,-0.14,-0.45,-0.12,-0.14,-0.38,-0.54,-0.22,-0.03,0.12,-0.43,-0.54,0.55,0.24,GO0005847@GO0006378@GO0030674@GO0098789
0.11,0.25,0.01,-0.14,0.08,-0.42,0.1,-0.12,-0.04,-0.06,-0.18,-0.04,0.14,-0.12,-0.17,-0.14,-0.51,0.12,-0.17,-0.17,-0.22,-0.01,0.06,-0.06,0.11,-0.1,0.19,-0.25,-0.22,0.25,0.1,-0.07,-0.14,0.1,-0.45,-0.18,-0.58,-0.79,-0.43,1.58,0.11,-0.94,-0.89,0.51,-1.09,-0.6,-1.4,-0.29,0.06,0.01,-0.49,-0.4,-0.14,-0.01,-0.62,-0.47,0.82,0.82,-0.3,0.11,-0.09,0.11,-0.01,-0.58,-0.42,-0.69,-0.25,-0.56,-0.06,-0.14,-0.06,-0.56,-0.14,-0.14,-0.18,-0.62,-0.45,-0.45,0.25,GO0000827@GO0000828@GO0000829@GO0000832@GO0005524@GO0005737@GO0010919@GO0032958@GO0033200@GO0052723@GO0052724
-0.07,-0.3,-0.17,-0.15,0.18,-0.1,-0.22,0.1,?,-0.3,0.59,-0.01,-0.01,-0.17,0.21,0.32,-0.3,-0.12,-0.76,-0.4,-0.34,0.06,0.08,0.08,0.06,0.03,-0.03,?,-0.15,-0.42,-0.07,-0.15,0.01,-0.15,0.12,-0.45,-0.4,-0.22,-0.03,0.31,0.01,-0.49,-0.79,-0.58,-0.74,-0.62,-0.81,-0.18,0.01,-0.18,-0.6,-0.42,-0.38,-0.04,-0.6,-0.43,-0.17,-0.38,-0.18,-0.27,-0.79,-0.49,-0.09,-0.62,-0.29,-0.62,-0.49,-0.4,-0.43,?,-0.45,0.06,-0.25,0.08,0.2,0.01,-0.23,-0.2,-0.54,GO0000002@GO0000403@GO0000406@GO0003684@GO0005524@GO0005739@GO0006281@GO0006298@GO0007005@GO0008094@GO0032137@GO0032139@GO0032302@GO0043504
-0.03,-0.14,-0.36,-0.69,-0.3,-0.29,-0.04,-0.12,-0.38,-0.22,-0.45,-0.25,-0.18,-0.54,-0.67,-0.58,0.01,-0.18,-0.25,-0.67,-0.34,-0.69,-0.06,-0.06,-0.27,-0.27,-0.17,-0.54,-0.12,-0.36,-0.38,-0.34,0.37,0.63,0.28,0.18,0.31,0.39,0.43,0.48,0.18,0.21,0.23,-0.4,0.1,0.01,0.36,-0.6,-0.45,-0.49,-0.43,-0.2,-0.34,0.12,-0.27,-0.38,-0.38,-0.14,-0.17,-0.69,-0.22,0.23,-0.6,-0.47,-0.06,-0.09,-0.64,-0.22,-0.58,0.36,-0.23,-0.58,-0.27,-0.36,-0.34,-0.38,-0.38,-0.23,-0.64,GO0000213@GO0000214@GO0000379@GO0005741@GO0012505
0.12,-0.6,-0.04,-0.4,-0.23,0.04,-0.23,-0.47,0.01,-0.62,-0.06,-0.32,-0.18,-0.34,-0.06,-0.49,-0.1,0.1,0.6,-0.42,-0.23,-0.49,-0.06,-0.74,-0.32,-0.3,-0.47,-0.71,-0.29,-0.69,-0.97,-0.64,0.06,0.34,0.25,-0.27,-0.29,-0.38,0.15,-0.29,-0.47,-0.54,-0.14,-0.25,-0.17,-0.1,-0.43,-0.69,-0.4,-0.29,-0.4,-0.3,-0.43,-0.07,-0.06,-0.74,-0.42,-0.23,-1.22,-0.97,-0.56,0.04,-0.56,0.06,0.01,0.14,-1.03,-0.4,-0.49,0.24,-0.22,-0.76,-0.1,-0.23,-0.14,-0.36,-0.27,-0.36,-0.27,GO0000979@GO0003712@GO0006357@GO0006366@GO0016592@GO0070847
-0.38,-0.14,-0.36,0.06,0.01,0.06,-0.01,-0.17,?,0.46,-0.29,-0.15,-0.17,-0.2,-0.47,-0.27,-0.14,-0.14,-0.2,-0.58,-0.32,0.23,0.18,-0.12,-0.14,0.11,?,0.16,0.29,-0.06,-0.29,0.19,-0.86,-0.1,0.01,0.37,-0.45,-0.17,-0.67,0.54,-0.03,-0.36,-0.49,0.53,-0.15,-0.18,-0.29,-0.56,-0.2,-0.29,-0.64,-0.64,-0.62,-0.18,-0.42,-0.71,-0.27,-0.49,-0.29,-0.42,0.01,0.07,-0.62,-0.51,-0.14,0.19,-0.23,-0.3,-0.07,0.16,-0.58,-0.36,-0.01,-0.23,-0.01,-0.45,-0.47,0.15,-1.22,GO0000139@GO0005794@GO0005796@GO0006888@GO0051020
-2.25,-1.89,-2,-0.43,0.4,0.82,0.19,-0.6,-0.79,-1.25,-1.47,-0.54,0.36,0.58,0.53,-0.25,-0.3,-0.81,-0.4,-1.03,-0.17,-0.27,0.28,0.81,1.02,1.3,0.8,0.48,0.52,0.32,0.16,-0.32,-0.81,-0.92,1.37,1.52,0.08,-1.03,-0.71,0.95,1.69,1.06,0.18,-0.84,-0.4,0.1,0.67,-0.32,0.19,-0.01,-0.09,-0.32,-0.81,0.24,0.04,-1.03,1.27,-0.34,-0.34,-0.62,-1.06,-2.32,-0.84,-0.04,0.33,0.04,-0.22,-0.69,-0.62,-0.23,-0.84,-1.09,0.12,-0.06,0.03,-0.01,0.07,0.82,-0.25,GO0003674@GO0005575@GO0008150
-0.74,-0.14,-0.42,-0.22,-0.32,-0.2,-0.29,-0.6,-0.01,0.1,-0.42,-0.29,-0.43,-0.51,-0.51,-0.25,-0.2,-0.3,-0.18,0.16,-0.34,-0.38,-0.45,-0.54,-0.38,-0.01,-0.14,-0.09,-0.01,-0.12,0.12,0.1,-0.34,-0.34,-0.17,-0.22,-0.42,-0.12,-0.27,-0.49,0.7,-0.4,-0.22,0.46,-0.69,-0.09,0.01,?,0.31,0.29,0.16,0.96,-0.36,-0.14,-0.54,-1.18,0.63,1.15,?,0.23,0.04,-0.64,0.21,-0.32,-0.32,-0.23,?,-0.12,-0.69,0.77,-1.4,-1.18,-0.18,0.07,0.33,0.16,-0.27,0.5,-0.12,GO0000149@GO0005768@GO0005794@GO0010008@GO0015031@GO0034272@GO0035493@GO0045324@GO0060627
-0.67,-0.06,-0.01,-0.04,-0.62,-0.06,-0.34,-0.04,-0.03,0.04,0.26,-0.14,-0.09,?,-0.2,0.43,-0.27,0.04,0.37,0.01,0.58,-0.15,0.01,0.01,0.03,0.2,0.23,0.1,0.08,0.11,0.2,0.14,-0.58,-0.3,0.03,-0.42,-0.69,-0.67,-0.45,-0.49,-0.25,-0.32,-0.62,0.75,-0.07,-0.56,-0.36,-0.06,-0.42,-0.04,0.07,-0.1,-0.29,-0.67,0.12,-0.38,0.58,0.45,0.14,0.28,0.12,-0.17,-0.38,-0.43,0.01,-0.49,-0.04,0.08,-0.2,0.23,-0.14,-0.42,0.08,0.57,-0.15,-0.32,-0.42,0.18,0.04,GO0000105@GO0000978@GO0001077@GO0005634@GO0005829@GO0006338@GO0009113@GO0043388@GO0045937@GO0045944@GO2000679
-1.6,-1.15,-1.36,-1.03,-0.3,0.49,0.33,-0.04,-0.38,-0.84,-0.94,-1.12,-0.32,-0.42,0.34,-0.1,0.2,-0.04,0.15,-0.64,-0.71,-1.22,-0.79,-0.07,0.11,0.62,0.16,0.06,0.11,0.21,?,-0.42,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,?,-0.56,-0.07,-0.36,-0.51,0.34,0.71,1.37,0.88,0.82,-0.71,0.32,-0.18,1.02,0.7,-0.23,-0.6,-0.89,-0.97,-0.36,-0.25,-0.01,-0.36,-0.18,-0.2,-0.27,-0.18,-0.45,-0.76,-0.3,-0.56,-0.17,-0.51,-0.3,-0.86,-0.92,GO0000786@GO0000790@GO0000978@GO0003677@GO0003682@GO0005719@GO0006338@GO0006351@GO0006357@GO0030466@GO0031490@GO0042802@GO0046982@GO0070481
-0.67,-0.23,-0.1,0.24,-0.18,0.29,0.2,-0.2,-0.22,-0.14,-0.6,-0.42,-0.23,-0.25,0.11,-0.27,0.07,-0.17,-0.15,-0.18,-0.34,-0.29,-0.22,-0.12,0.24,0.39,0.4,0.33,0.32,0.19,-0.07,0.14,-0.01,0.18,0.18,0.94,0.44,0.29,-0.15,0.16,1.2,0.74,0.26,0.53,-0.17,-0.25,-0.14,-0.56,0.32,0.1,-0.04,-0.12,-0.29,0.38,-0.25,-0.89,0.68,0.59,-0.25,-0.07,-0.29,-0.86,-0.42,0.08,-0.03,-0.34,-0.4,-0.43,-0.3,0.44,-0.74,0.14,-0.14,-0.32,-0.43,-0.32,-0.47,-0.14,-0.71,GO0003755
-0.23,-0.38,-0.14,-0.29,-0.15,-0.06,0.14,0.42,0.18,0.54,-0.04,0.08,-0.12,-0.27,0.15,0.08,0.59,0.25,-0.03,-0.03,-0.3,0.39,0.16,0.25,0.4,0.33,0.32,0.18,0.03,0.21,0.18,0.23,0.23,0.11,0.2,0.28,0.69,0.79,0.57,0.21,0.24,0.58,0.87,-0.18,0.87,0.6,0.76,-0.18,0.06,-0.15,?,-0.38,-0.2,-0.15,-0.34,-0.38,0.12,-0.15,-0.62,-0.76,-0.49,-0.94,-0.56,-0.09,0.42,0.26,-0.58,-0.62,-0.54,0.06,-0.51,-0.4,0.08,0.1,0.16,-0.17,-0.43,-1.22,-0.84,GO0005388@GO0005524@GO0005789@GO0005801@GO0005887@GO0006874@GO0015662@GO0030026@GO0046872@GO0055085@GO0055092
0.3,0.33,0.15,0.26,0.31,-0.29,-0.12,0.25,-0.07,-0.03,0.18,0.11,0.18,0.11,0.28,0.46,-0.1,-0.09,-0.09,-0.23,0.14,0.2,-0.1,-0.64,-0.45,-0.84,-0.69,-0.6,-1.03,-1.15,-1.43,-0.27,-0.04,0.3,0.08,-0.03,-0.54,-0.1,-0.09,0.69,0.03,?,-0.76,-0.36,-0.94,-0.18,-0.94,0.26,-1.06,-0.43,0.54,1.33,1.58,-1,0.98,1.63,-2.47,-2.18,0.32,-0.47,-0.97,0.39,-0.1,-0.23,-0.49,-0.92,-0.74,-0.56,0.28,0.37,-0.27,-0.54,0.34,0.33,1.09,0.24,0.65,-0.09,0.81,GO0005886@GO0015205@GO0015213@GO0015851@GO0015862@GO0016021@GO0055085
0.16,-0.12,-0.2,-0.18,0.19,0.01,0.32,0.06,-0.03,0.01,-0.07,-0.1,0.08,-0.17,0.16,0.16,0.2,-0.12,-0.17,-0.36,-0.56,-0.34,-0.17,-0.18,-0.36,-0.29,0.12,0.04,?,-0.01,-0.12,-0.1,0.77,0.45,0.3,0.3,0.42,0.36,0.06,-0.17,-0.14,0.21,-0.01,-1.09,-0.15,-0.29,-0.34,-0.56,-1.09,-0.76,0.23,0.15,-0.03,-0.49,0.94,0.56,-1.47,-1.47,-0.17,0.07,-0.23,-0.12,?,0.77,-0.3,-0.92,-0.23,-0.07,-0.67,-0.76,-0.09,-0.12,-0.15,-0.29,0.11,-0.12,-0.04,-0.81,-1.12,GO0005886@GO0006970@GO0015079@GO0015385@GO0015491@GO0016021@GO0030004@GO0030007@GO0036376@GO0045121@GO0097623
0.04,-0.54,-0.29,-0.25,0.11,0.28,0.06,-0.2,-0.23,-0.27,-0.29,-0.45,-0.14,-0.49,-0.18,-0.36,-0.04,0.11,0.3,-0.6,-0.47,-0.36,0.19,0.06,-0.01,0.07,-0.27,-0.22,-0.01,-0.38,-0.56,-0.32,-0.01,-0.1,-0.22,-0.06,-0.03,-0.47,-0.15,-0.23,-0.36,-0.23,-0.1,-0.47,-0.25,-0.3,-0.43,-0.34,-0.94,?,0.29,0.4,0.2,-0.79,0.65,0.89,-1.29,-1.47,-0.25,-0.84,-0.43,-0.25,-0.45,-0.23,-0.25,-0.6,-0.38,-0.06,-0.36,-0.03,0.14,-0.04,-0.07,-0.09,-0.14,-0.6,-0.3,-0.71,-0.56,GO0000784@GO0000790@GO0004402@GO0006348@GO0006351@GO0016407@GO0033255
-0.1,-0.54,-0.76,-0.62,-0.45,-0.51,-0.01,-0.27,-0.12,-0.29,-0.27,-0.23,-0.09,-0.71,-0.18,-0.2,-0.58,-0.2,-0.32,-0.09,-0.47,-0.06,-0.12,0.04,0.18,0.2,0.07,0.33,-0.07,0.16,-0.01,0.06,-0.01,0.31,-0.42,-0.42,-0.81,-0.47,-0.22,0.1,-0.54,-0.97,-0.76,0.1,-0.54,-0.51,-0.86,-0.14,-0.36,-0.6,-0.18,-0.01,0.25,0.21,0.08,0.3,-1.03,-1.69,-0.01,-0.27,-0.25,-0.47,-0.07,-0.58,-0.07,-0.92,-0.32,-0.6,-0.12,-0.25,-1.06,-0.69,0.07,0.15,0.4,0.3,0.06,-0.4,-0.92,GO0000220@GO0000324@GO0000329@GO0006797@GO0007035@GO0015986@GO0015991@GO0016021@GO0034622@GO0046961@GO0051117@GO0070072@GO0071469@GO1902600
-0.04,-0.45,-0.09,-0.03,0.25,0.57,0.46,?,0.06,-0.3,-0.01,-0.47,-0.03,-0.32,0.16,-0.36,0.01,-0.38,-0.38,-0.79,-0.34,-0.67,-0.32,-0.01,0.03,0.16,0.1,0.07,0.01,0.19,0.03,-0.1,?,-0.1,-0.17,0.14,0.4,0.49,0.5,0.84,0.33,0.34,0.49,0.15,0.37,0.16,0.6,-0.45,-0.49,-0.27,0.3,0.45,0.12,-0.45,0.73,0.48,-1.03,-1.36,-0.34,-0.76,-0.47,-0.36,-0.42,-0.58,?,-0.36,-0.23,-0.67,-0.32,-0.47,-0.58,-1.03,-0.17,-0.03,0.71,0.2,0.34,0.49,0.01,GO0005741@GO0005742@GO0016021@GO0030150@GO0070096
-0.01,-0.49,-0.2,-0.18,0.2,0.29,0.28,-0.18,0.18,-0.2,0.15,-0.56,0.04,-0.58,0.04,-0.29,-0.04,-0.03,-0.64,-0.74,-0.76,-0.38,-0.04,-0.17,-0.34,-0.18,-0.04,-0.2,-0.34,0.07,-0.2,-0.54,0.57,0.76,0.8,0.67,0.73,0.86,0.7,0.66,0.5,0.45,0.72,-1.18,0.51,0.31,0.52,-0.36,-0.18,0.21,0.31,0.1,-0.18,-0.47,0.07,-0.42,-0.42,-0.07,-0.58,-1.03,-1.47,-1.36,-0.54,-1.18,0.33,0.04,-0.69,-0.71,-0.51,-0.38,-1,-1.03,-0.12,-0.22,-0.15,-0.34,-0.49,-0.92,-1.51,GO0001731@GO0003743@GO0006417@GO0016282@GO0031369@GO0043024@GO0043614@GO1990145
-0.32,-0.54,-0.47,-0.17,0.01,-0.47,-0.04,0.12,-0.04,0.16,-0.14,0.53,-0.36,-0.22,-0.06,-0.14,-0.18,-0.6,-0.25,-0.69,-0.76,-0.18,-0.25,-0.36,-0.34,-0.47,-0.06,-0.06,-0.4,-0.14,0.12,-0.4,0.2,0.16,0.19,0.19,0.1,-0.01,-0.18,-0.38,0.07,-0.17,-0.2,-1,-0.4,-0.32,-0.32,-0.23,-0.2,0.3,0.26,0.25,0.48,-0.38,-0.1,-0.03,-0.2,0.33,-0.74,-0.22,-0.62,-0.3,-0.25,-0.43,-0.3,-0.56,-0.38,-0.04,-0.42,-0.23,-0.84,-0.76,-0.04,-0.18,-0.14,-0.51,-0.4,-0.76,-0.81,GO0000122@GO0005634@GO0005829
0.2,-0.54,-0.47,-0.54,-0.18,-0.4,-0.06,-0.42,-0.01,-0.27,0.01,-0.09,0.01,-0.2,0.1,-0.09,-0.07,-0.06,-1.51,-0.6,-0.43,-0.04,0.5,0.11,-0.01,-0.25,-0.32,-0.12,-0.07,-0.34,-0.86,-0.47,-0.1,-0.1,-0.06,-0.29,-0.1,0.08,-0.03,-0.25,-0.49,-0.29,-0.14,0.08,-0.3,-0.45,-0.64,-0.42,0.14,0.9,0.64,?,0.18,-1.06,-0.71,-0.92,0.3,0.56,-0.38,-1.4,-2.12,-1.4,-0.6,-1,-0.36,-1.06,-1,-1.22,?,-0.92,-0.23,-1.09,0.42,0.43,?,-0.71,-0.81,-2.56,-2.06,GO0004825@GO0005524@GO0005737@GO0005829@GO0006431@GO0017102
-0.03,-0.56,-0.07,-0.62,0.14,0.06,0.11,-0.3,0.01,-0.4,0.34,-0.38,-0.12,-0.18,0.33,-0.12,0.04,-0.84,-1.6,-0.64,-0.51,-0.32,0.07,-0.27,-0.15,-0.23,-0.49,-0.23,-0.49,-0.45,-0.64,-0.36,-0.14,-0.03,0.03,0.01,0.01,-0.2,-0.23,0.87,-0.47,-0.45,-0.2,-1.43,-0.69,-0.86,-0.86,-0.47,-0.47,0.34,0.2,-0.25,-0.34,-1.18,-0.56,-0.4,-0.56,0.5,-0.1,-0.64,-1.64,-1.22,-0.06,-0.6,0.38,-1.03,-0.29,-0.81,0.15,-0.14,-1,-0.58,-0.01,0.07,0.24,-0.56,-0.45,-1.84,-2.06,GO0004067@GO0005622@GO0005737@GO0006530
0.12,-0.42,-0.12,-0.14,0.3,-0.14,0.45,-0.14,0.14,0.16,-0.1,0.06,0.19,?,0.26,0.03,0.07,-0.01,-1.94,-0.67,-0.64,-0.43,0.04,0.04,-0.15,0.39,0.15,0.49,0.04,-0.01,0.2,0.41,0.16,0.15,0.25,0.46,0.44,0.11,0.2,0.3,0.21,0.26,0.25,-0.86,-0.14,-0.3,-0.06,-0.2,0.57,0.43,0.29,-0.25,0.18,-0.03,-0.74,-0.81,0.19,-0.45,-0.27,-1.36,-1.69,-0.92,-0.27,-0.86,-0.32,-0.84,-0.47,-0.79,-0.25,-0.4,-0.45,-0.38,0.18,0.38,0.79,0.1,-0.22,-0.94,-1.69,GO0004794@GO0005739@GO0006567@GO0009097@GO0030170
-0.67,-0.64,-0.56,-0.17,0.1,0.34,0.11,0.06,0.12,0.1,0.19,-0.12,0.2,0.08,0.19,0.2,0.11,?,-1.74,-0.23,-0.18,-0.17,0.3,0.72,0.89,0.76,0.19,0.39,0.44,0.06,-0.34,0.06,-0.07,?,0.23,0.56,0.57,0.23,0.06,0.38,0.06,0.06,0.07,-0.97,-0.54,-0.76,-0.64,0.23,-0.2,-0.51,1.16,1.55,1.69,-0.49,1.3,1.26,0.14,-0.43,-0.01,-1.18,-1.06,-0.84,-0.22,0.49,0.33,-1.15,-0.38,-0.54,-0.23,-0.42,-1.32,-0.54,0.12,0.15,0.9,0.01,-0.43,-0.89,-1.64,GO0005783@GO0009922@GO0016192@GO0019367@GO0030148@GO0030176@GO0030497@GO0032511@GO0034625@GO0034626@GO0042761@GO0102336@GO0102337@GO0102338@GO0102756
0.25,-0.14,-0.07,0.07,0.24,0.1,0.06,0.04,0.38,-0.09,0.43,-0.07,0.08,0.04,0.2,0.26,-0.09,-0.17,?,-0.47,-0.27,0.29,0.42,0.25,0.15,-0.07,-0.43,-0.09,-0.15,-0.42,-0.42,-0.29,0.36,0.1,-0.14,0.26,0.06,0.14,0.04,-0.34,-0.12,0.14,-0.01,0.45,-0.22,-0.42,-0.29,0.08,-0.6,0.51,0.45,0.28,0.1,-1.12,0.04,-0.36,-0.6,-0.27,-0.06,-1.29,-1.09,-1.25,-0.74,-0.79,0.25,-1.12,-0.43,-0.49,0.15,-0.01,-0.32,0.42,0.43,0.3,0.1,-0.81,-0.81,-0.94,-1.56,GO0001731@GO0003743@GO0005840@GO0005850@GO0005851@GO0006413@GO0010494@GO0033290@GO0043022@GO0043614
