@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.37,0.37,-0.25,-1.43,-0.94,-0.81,-0.04,-0.18,-0.69,-0.15,-0.81,-1.51,-1.22,-0.89,-0.27,-0.14,-1.36,-0.36,-0.17,0.12,0.15,-0.09,-0.51,0.04,-0.34,-0.43,-0.6,-0.86,-0.94,-0.42,-0.47,-0.69,-0.23,-0.3,-0.19,-0.23,-0.95,-1.17,-0.27,0.06,-0.05,0.4,0.15,0.04,11/02/01@11/02/03/01
-0.86,-0.86,0.54,2.16,2.13,1.36,0.1,-0.14,0.42,1.32,0.3,0.71,0.42,-0.4,-0.34,-0.84,0.87,0.81,-0.22,0.12,0.58,0.65,0.3,2.72,3.39,4.98,5.82,6.02,5.49,0.02,0.02,0.14,4.49,4.56,3.43,1.74,2.4,1.97,-0.6,-0.32,1.82,0.59,-2.17,0.28,01/05@01/06/10@01/07@43/01/03/06
0.2,0.2,1.04,0.18,0.11,0.44,-0.23,0.21,0.12,0.12,0.11,0.4,0.41,0.1,0.19,-4.32,0.48,0.53,0.36,0.5,0.49,0.82,-0.36,-0.15,-0.09,0.83,1.58,1.27,1.29,-0.11,0.01,-0.3,0.28,-0.02,-0.15,0.54,0.48,0.4,0.12,1.12,0.63,0.26,-0.97,0.08,01/05/25@10/01/09/05@11/02/03/04/01@16/01@16/03/01@42/10/03
0.23,0.23,0.57,-0.27,0.07,0.21,0.03,-0.18,-0.34,-0.36,-0.23,-0.42,-0.29,-0.18,-0.36,0.49,0.58,0.33,0.2,0.29,-0.15,-0.6,-0.64,-0.27,-1.09,-0.62,-0.27,-0.07,0.46,-0.07,-0.08,-0.62,-0.79,-0.16,-0.73,0.12,-0.8,-0.59,0.04,0.08,0.06,-0.23,0.05,0.12,10/01/02@10/01/03/03@10/03/01/01@16/01@16/03/01@16/19/03
0.49,0.49,-0.36,-0.89,-0.89,-0.62,-0.06,0.18,-0.18,-0.74,0.31,0.44,0,0.04,-0.04,-0.36,-0.2,0.14,0.01,0.51,0.2,-0.09,-0.49,0.19,-0.43,-0.23,0.03,-0.49,-0.89,0.18,0.04,-0.07,-0.52,-0.7,-0.73,-0.6,-0.94,-0.59,-0.03,-0.76,0.21,-0.04,-0.02,-0.27,01/03@11/04/01@11/04/03/01@16/01@16/03/03
1.08,1.08,-2.25,-4.06,-3.18,-2.94,-0.25,0.15,-1.56,-1.84,-0.49,-1.18,-1.94,-1.47,-0.38,-0.36,-2.74,-0.3,0.19,1,-0.84,0.2,-0.42,-0.43,-1.06,-4.64,-3.32,-2.94,-2.32,-0.15,-0.65,-1.89,-2.72,-2.16,-1.62,-1.93,-1.56,-1.5,-0.69,-1,-0.48,-0.33,0.25,-0.27,34/11/03/07
-0.17,-0.17,-0.12,-0.22,-0.13,-0.66,-1.53,-0.19,-0.29,-0.29,-0.04,-0.41,-0.18,-0.31,-0.55,-0.16,-0.69,0.35,-0.28,-0.11,-0.23,-0.52,-0.12,-0.32,-0.43,-0.3,-0.28,-0.19,-0.58,-0.29,-0.24,-0.23,-0.66,-0.45,-0.28,-0.32,-0.16,-0.37,-0.2,-0.12,0.25,-0.11,0.25,0.12,42/04/05
0.53,0.53,-0.56,-1.4,-1.03,-1.25,0.19,-0.3,-0.25,-0.25,-0.29,-0.67,-0.71,-0.3,-0.2,0.33,-0.84,0.19,0.1,0.39,-0.76,-1.22,-0.67,0.21,-0.54,-1.94,-0.6,0.07,-0.45,0.01,-0.13,-0.42,-1.86,-0.92,-1,-0.44,-0.46,-0.88,-0.43,-0.7,-0.23,-0.16,-0.23,-0.15,10/01/03/03@10/01/03/05
0.11,0.11,0.34,1.32,1,0.68,0.37,-0.38,0.93,0.52,0.24,0.63,0.58,0.78,0.49,-0.23,-0.25,-0.36,-0.49,-0.4,-0.84,-1.06,0.03,-0.25,-0.67,0.21,-0.34,-0.71,-1.25,0.33,0.48,0.54,-0.17,-0.55,-0.88,-1.63,-2.16,-1.94,0.21,-0.11,-0.22,0.44,0.56,0.01,14/04@16/02@20/01/10@20/09/07/03
-0.25,-0.25,0.57,-0.2,-0.22,0.19,-0.76,2.15,-0.6,-0.3,-0.1,-0.14,-0.17,-0.86,-0.23,?,0.08,-0.07,-0.23,0.16,2.31,2.87,-0.54,1.95,2.33,4.24,5.51,3.79,2.73,-0.62,-0.34,-0.53,2.74,1.78,0.69,0.84,1.14,0.92,-0.15,0.97,2.48,0.43,-3.98,-0.58,42/01
0.26,0.26,0.08,0.88,0.77,0.95,-0.22,0.03,0.87,0.4,0.21,0.96,0.9,0.75,0.19,0.28,0.66,-0.17,0.61,0.38,1.23,1.03,0.11,1.55,0.85,1.74,0.29,0.29,-0.29,0.32,0.21,0.51,0.9,0.4,0.44,0.78,0.28,0.38,0.65,0.26,0.14,0.53,0.11,0.29,14/10@16/01@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/16@20/09/18@42/25
-0.09,-0.09,0.33,0.65,0.85,1.1,-0.29,0.64,0.29,0.92,0.3,1.1,1.32,1.36,0.25,-0.17,0.28,-0.86,-0.15,-0.54,0.07,-0.22,-0.07,0.96,0.76,0.89,0.64,0.2,-0.49,-0.18,-0.35,-0.5,0.11,-0.2,0.23,0.26,0.59,0.47,0.01,0.82,-0.71,-0.04,0.04,-0.1,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
0.36,0.36,-0.03,-0.36,-0.27,-0.17,0.01,0.67,0.12,-0.14,-0.58,-0.69,-0.64,-0.1,-0.27,0.24,-0.09,0.12,0.56,0.4,-0.71,-0.84,-0.43,0.37,-0.81,-0.94,-0.79,-0.89,-0.76,-0.06,-0.27,-0.61,-0.94,-1.13,-1.27,-1.49,-1.69,-1.58,0.08,1.05,-0.64,-0.16,-0.03,-0.14,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
-0.14,-0.14,0.14,-0.19,-0.17,0.13,-0.37,-0.56,-0.4,-0.37,-0.17,0.27,0.26,0.28,0.06,0.52,0.4,0.01,0.31,0.31,-0.06,-0.45,-0.86,-0.89,-0.94,0.15,-0.7,-0.31,-0.16,-0.1,-0.2,-0.2,-0.94,-0.31,-0.73,-0.41,-0.78,-1.08,0.48,0.04,-0.36,-0.5,-0.11,-0.61,10/03/01/01/11@20/09/14@42/04/05
1.08,1.08,-0.71,-2.12,-1.69,-1.4,0.25,-0.04,-0.51,-0.97,-0.34,-0.58,-1.51,-1.06,-0.42,-0.34,-2.18,-0.49,-0.89,-0.4,-1.84,-1.36,-1.06,-1.03,-1.06,-2.47,-1.36,-0.92,-2.25,0.23,0.06,-0.66,-1.54,-1,-1.47,-1.4,-2.77,-2.85,-0.54,-0.29,-0.24,0.41,0.46,-0.12,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
0.69,0.69,0.46,-0.74,-0.71,-0.34,0.07,0.37,-0.64,-0.58,0.1,-0.71,-0.97,-0.86,-0.18,-1.6,-0.94,0.01,-0.36,-0.32,-0.92,-0.71,-0.47,0,0.18,-1.12,-0.92,-0.45,-1.64,0.31,0.4,-0.29,-0.49,-0.3,-0.57,0.04,-0.1,-0.3,-0.25,0.41,-0.14,-0.63,0.16,-0.04,14/04
-0.47,-0.47,-0.14,0.99,0.85,0.82,0.03,-0.01,-0.04,-0.12,-0.36,-0.67,-0.15,-0.22,0.08,-0.42,0.08,-0.03,0.06,-0.17,0.31,-0.34,-0.81,0.23,0,-0.45,-0.67,-0.51,-0.43,-0.24,-0.76,-0.9,-0.11,-0.38,0.13,0.1,-0.16,-0.38,0.15,0.45,-0.06,-0.27,0.13,-0.6,11/04/03/01@14/10
-2.18,-2.18,0.2,3.64,2.72,2.61,-0.42,0.19,0.37,0.21,0.52,1.82,2.11,2.13,0.62,-0.47,?,?,1.08,0.31,3.22,3.57,0.32,2.32,2.12,?,?,?,?,-0.18,-0.43,0.64,2.12,2.56,2.94,4.46,5.32,5.51,1.65,1.64,0.46,-0.04,-0.81,0.01,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
-0.32,-0.32,-0.92,0.95,0.46,0.41,-0.45,-0.38,-0.62,-0.79,-0.42,0.11,0.37,0.39,0.03,-3.18,?,?,0.42,0.11,0.37,0.51,0.03,0.49,0.51,?,?,?,?,-0.14,-0.55,-0.54,-0.18,-0.28,-0.15,0.21,-0.04,-0.01,-0.29,-0.29,-0.06,0.12,-0.37,0.16,99
-0.32,-0.32,-0.29,0.77,0.9,-0.22,0.77,-0.84,?,?,-0.32,-0.36,-0.18,-0.12,-0.4,-2.32,?,?,-0.22,-0.29,0.65,0.12,-0.62,-0.18,0.24,?,?,?,?,-0.14,-0.21,-0.02,-1.13,-0.07,0.25,1.45,1.68,1.95,0.26,-0.02,-0.22,-1.1,0.06,-0.06,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
-0.63,-0.63,0.18,0,0.06,0.37,-0.24,-0.45,-0.21,0.01,-0.02,0.01,-0.15,-0.31,-0.56,0.91,-0.11,-0.11,-0.08,-0.18,-0.54,-0.79,-0.38,-0.38,-0.58,-0.02,-0.51,-0.1,-0.23,-0.28,-0.1,-0.12,-0.34,-0.59,-0.46,-0.17,0.09,0.11,-0.21,0.04,0.53,-0.56,0.27,-0.01,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
1.57,1.57,-0.58,-3.47,-3.18,-2.47,0.49,-0.14,-0.89,-1.74,0.49,0.33,-1,-1.15,-0.32,-0.1,-2.32,0.1,-1.29,-0.14,-2.74,-1.79,-0.3,-1.22,-1.56,-3.18,-2.56,-2.4,-1.94,0.17,0.49,0.06,-2.95,-1.85,-2.3,-1.73,-2.22,-2.36,-0.67,-1.86,-0.63,-0.01,1.04,0.03,12/01/01@12/04@16/01
0.4,0.4,0.4,-0.49,-0.42,-0.84,0.2,-0.29,0.15,0.1,0.1,0.18,0.08,0.23,0.15,-0.22,-0.38,0.2,-0.1,-0.25,0.23,-0.04,-0.3,0.01,0.03,1.07,0.43,0.37,0.03,-0.23,0.39,0.5,0.82,-0.02,-0.41,-0.12,-0.2,-0.5,0.1,0.04,0.48,-0.39,0.37,0.41,01/01/03/02/01@20/01/07@20/03@20/09/13
1.06,1.06,-1.15,-2.94,-2.74,-1.94,0.23,0.16,-0.49,-1.84,0.49,0.53,-0.76,-1.09,-0.27,0.2,-2.84,-0.34,-0.89,-0.01,-2.94,-1.15,-0.32,-0.94,-0.86,-3.47,-3.64,-3.06,-3.06,-0.23,-0.16,-0.6,-3.58,-2.16,-2.17,-1.79,-3.03,-3.06,-0.71,-1.92,-1.23,-0.01,0.57,0,12/01/01@12/04@16/01
0.63,0.63,0.48,-1.43,-0.6,-1.15,-0.14,0.61,0.25,0.46,-0.18,-0.06,-0.22,0.23,0.26,0.03,-0.22,0.11,0.18,0.28,0.9,1.38,-0.38,0.1,-0.23,0.55,-0.4,-0.3,-0.04,-0.32,-0.18,-0.3,0.1,-0.18,-0.33,0.84,0.26,0.27,0.34,0.04,0.11,-0.53,0.24,0.16,11/02/03/01@11/02/03/04@32/01
-0.2,-0.2,0.04,-0.12,0.04,-0.28,-0.1,0.14,0.02,-0.15,-0.09,0.06,-0.03,-0.11,-0.07,0.04,0.54,0.11,0.5,0.17,0.22,-0.31,-0.58,0.31,0.41,0.23,-0.13,0.14,-0.09,-0.46,-0.34,-0.28,-0.04,-0.14,-0.22,0.55,-0.41,-0.61,0.12,-0.03,0.08,-0.82,-0.08,-0.26,10/03/01/01/11@10/03/04/03
0.18,0.18,-0.17,-0.07,-0.06,-0.09,0.4,0.31,-0.25,0.34,-0.12,0.03,-0.29,-0.09,0.42,-1.4,-0.27,1.06,1.08,1.12,-0.09,-1.79,0.42,-0.32,0.42,0.15,0.16,0.83,-0.22,0.04,0.22,1.08,0.59,0.86,0.49,-0.15,-0.55,-0.49,0.18,-0.45,0.07,0.58,0.16,-0.67,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
0.07,0.07,0.64,0.57,1.04,0.73,0.21,-0.18,0.48,0.49,0.2,0.41,0.7,0.86,0.29,-0.17,-0.29,-0.09,-0.01,-0.32,0.41,-0.23,0.32,1.09,0.77,1.2,0.88,0.19,0.06,0.02,0.29,0.89,1.04,0.79,0.49,0.88,0.2,0.61,0.39,0.19,-0.37,0.19,0.06,0.51,20/09/07
0.25,0.25,0.01,-0.45,-0.06,-0.45,0.34,-0.42,0.11,0.15,2.13,2.24,1.33,1.74,1.37,-0.09,0.36,0.23,0.49,0.18,0.15,1.37,-0.32,0.37,-0.04,0.12,0.04,0.45,0.34,0,0.07,-0.6,0.48,0.18,0.59,0.59,0.84,0.34,-0.04,-0.45,-0.45,-0.08,0.1,0.3,20/01/27@32/05/05/01@32/07/05@34/11/03
0.44,0.44,-0.18,0.75,0.65,0.42,0.41,0.3,0.67,0.14,0.36,0.45,0.11,0.37,0.26,0.08,-0.34,1.08,0.96,0.9,-0.25,-0.86,-0.38,-0.15,-0.51,-1.4,-1.29,-1.03,-1.94,0.44,0.49,0.85,-1.05,-0.23,-0.71,-2.43,-3.32,-2.89,0.18,-0.69,-0.95,0.1,0.31,-0.22,01/04@02/13/03@02/45@16/17
-0.22,-0.22,0.4,1.25,0.86,0.86,0.08,0.25,0.7,-0.09,0.33,0.52,0.9,0.99,0.57,0.33,0.67,0.12,0.36,0.08,0.18,-0.34,0.12,0.75,-0.15,0.75,0.44,0.95,0.24,0.03,0.03,0.5,0.1,0.62,0.04,-0.79,-1.48,-1.42,1.03,0.11,0.6,-0.26,-0.53,-0.23,01/03/07
-0.71,-0.71,0.69,1.3,?,0.74,-0.4,-0.07,0.08,0.16,0.03,0.03,0.59,-1.12,-0.27,?,-0.54,-1.25,-0.67,-0.97,-0.07,1.64,-0.76,0.34,0.57,2.41,1.44,1.14,0.58,-0.96,-0.2,-0.63,1.26,1.06,1.42,0.9,1.37,1.38,0.54,0.61,-5.35,-6.64,-5.64,-0.49,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
-0.6,-0.6,0.59,0.78,0.5,0.4,0.83,-1.89,0.01,0.21,-0.27,-0.18,0.1,-0.09,?,0.4,-0.1,-0.94,-0.25,-0.25,-0.32,-0.18,-0.76,0.65,0.79,0.79,-0.51,0.04,-0.14,-0.64,-0.56,-0.38,0.34,0.07,0.13,0.52,0.32,0.46,0.33,0.08,-5.14,-4.98,-4.91,-0.38,01/05/02/04@01/05/02/07
-0.04,-0.04,-0.03,-0.38,-0.43,-0.14,0.44,0.26,0.5,0.18,-0.47,-0.84,-0.47,-0.07,-0.06,0.76,-0.67,-0.14,-0.56,-0.49,-1.47,-2.06,-0.34,-0.89,0.23,-1,-0.84,-0.94,-0.54,0.15,0.08,-0.03,-0.93,-0.81,-0.58,-1.11,-0.97,-0.53,0,0.12,-0.75,-0.18,0.47,0.21,01/05/09/04@42/01
0.66,0.66,-0.51,-1.56,-1,-1.15,-0.04,-0.18,-0.58,-0.89,-0.42,-0.79,-0.84,-0.64,-0.12,0.62,-0.54,-0.17,0.39,0.31,-0.6,0.04,-0.56,-0.1,-0.36,-1.89,-0.92,-0.97,-1.79,0.06,-0.26,-0.84,-1.71,-0.99,-1.19,-1.87,-1.82,-0.89,-0.27,0.04,0.01,0.06,-0.06,-0.4,01/05@01/06
1.2,1.2,-0.81,-2.12,-2.56,-1.6,0.49,-0.34,-0.58,-0.84,0.3,0.23,-1.18,-1.03,-0.51,-0.22,-2,-0.15,-1.51,-0.14,-3.32,-2,0.1,-0.81,-1.64,-1.74,-1.89,-2.25,-2.56,0.44,0.35,-0.29,-2.63,-1.71,-1.73,-1.85,-2.4,-2.23,-1.15,-1.38,-1.54,-0.1,0.78,0.14,12/01/01@12/04@16/01
0.24,0.24,0.67,0.85,0.96,0.68,0.63,-0.09,0.8,0.92,0.33,0.4,0.46,0.37,0.26,-0.23,0.29,0.15,-0.04,-0.03,0.06,-0.27,0.07,0.68,0.29,1.04,1.1,1.01,0.04,0.53,0.71,1.18,1.57,1.03,0.81,1.53,1.23,1.38,-0.01,-0.15,0.21,0.86,0.17,0.49,01/06@18/02/01@34/01/01/01
0.06,0.06,0.09,-0.47,-0.31,-0.63,0.33,-1.33,-0.09,-0.12,0,-0.23,0.01,-0.26,-0.08,0.65,0.08,-0.21,-0.16,-0.29,-0.34,-0.94,-0.3,-0.58,-0.74,-0.19,-0.43,-0.07,-0.96,-0.09,0.02,-0.22,-0.17,-0.5,-0.69,0.35,-0.88,-0.76,-0.05,-0.3,-0.61,0.07,0.18,-0.39,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
