@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
8832,11906,703,0,8671,1157,13998,0,5616,12694,0,5549,1621,14124,1051,0,1886,29162,1565,10049,952,0,15450,18674,916,1533,0,12382,17679,542,0,13869,9557,0,0.921,0.955,0.933,0.932,0.927,0.962,0.962,0.619,0.55,0.336,0.285,0.303,0.589,0.768,0.647,1.39,0.68,0.55,0.35,0.3,0.32,0.61,0.8,0.8,0.68,?,01/05@01/06/10@01/07@43/01/03/06
1777,1468,551,0,2045,1152,1389,0,1765,1388,0,2269,1771,1683,1046,0,1562,3551,1058,1941,916,0,2330,4675,726,1334,0,2207,2945,483,0,1844,2628,0,0.889,0.893,0.895,0.733,0.826,0.938,0.954,0.694,0.919,0.495,0.599,0.246,0.263,0.331,0.642,0.396,0.75,0.98,0.66,0.78,0.32,0.31,0.34,0.93,0.65,?,01/05/25@10/01/09/05@11/02/03/04/01@16/01@16/03/01@42/10/03
2409,2105,558,0,2229,1101,2720,0,2337,2256,0,2843,1872,2234,1110,0,1559,2961,1075,2795,834,0,4020,2338,663,1320,0,2454,5907,485,0,2368,4239,0,0.929,0.936,0.931,0.882,0.943,0.945,0.949,0.798,0.463,0.576,0.81,1.012,1.39,1.618,0.312,0.359,0.86,0.49,0.66,0.86,1.05,1.5,1.79,1.84,0.34,?,10/01/02@10/01/03/03@10/03/01/01@16/01@16/03/01@16/19/03
2495,2233,578,0,2619,1410,1411,0,2136,1583,0,2827,1644,2071,984,0,1446,2750,999,2020,728,0,3141,4864,657,1188,0,1074,904,373,0,1508,930,0,0.928,0.891,0.912,0.887,0.924,0.976,0.865,0.783,1.371,0.845,1.004,0.7,0.4,0.493,1.002,0.852,0.82,1.54,0.93,1.08,0.73,0.44,0.51,0.72,1.07,?,01/03@11/04/01@11/04/03/01@16/01@16/03/03
2916,2564,682,0,3973,1200,1559,0,2159,1358,1,3198,1869,2533,1239,1,1436,2852,849,2357,1382,0,1965,1560,820,1220,0,2033,1078,451,0,2603,1537,0,0.895,0.803,0.914,0.926,0.926,0.905,0.517,0.773,2.146,1.178,0.881,1.362,0.886,1.072,1.899,0.703,0.84,2.61,1.25,1.02,1.37,1.04,1.12,1.18,2.19,?,34/11/03/07
2447,1711,642,0,3890,1310,3015,0,2422,2541,0,3546,1847,4677,1091,0,1622,6030,1164,2489,1363,0,2198,1952,858,1144,0,2051,4596,438,0,2452,4511,0,0.903,0.95,0.963,0.932,0.931,0.953,0.94,1.018,1.009,0.628,0.435,0.462,0.545,0.877,0.338,0.347,1.14,1.03,0.65,0.47,0.48,0.62,0.9,0.87,0.35,?,42/04/05
1924,1359,698,0,2279,1201,1898,0,2024,2450,0,2175,1365,2571,818,0,1728,7379,1375,2183,1500,0,1736,1598,654,1645,0,1627,5388,505,0,1397,2391,0,0.82,0.937,0.935,0.929,0.97,0.948,0.919,0.815,0.654,0.418,0.424,0.308,0.513,0.671,0.181,0.218,0.96,0.76,0.49,0.46,0.32,0.66,0.7,1.76,0.2,?,10/01/03/03@10/01/03/05
3289,3011,607,0,3661,1540,2403,0,2478,2433,0,3712,1664,3256,1054,0,1404,2732,943,2618,931,0,5338,4069,807,1266,0,1702,2417,393,0,2369,3000,0,0.949,0.942,0.948,0.896,0.911,0.965,0.945,0.859,1.266,0.667,0.849,1.064,0.975,1.248,0.536,0.514,0.91,1.3,0.69,0.93,1.14,1.01,1.31,1.31,0.6,?,14/04@16/02@20/01/10@20/09/07/03
2405,2131,732,0,1809,1213,3739,0,2774,4858,2,2227,1645,2441,1178,0,1597,5575,1502,2306,912,0,3450,5119,1319,1324,0,3831,4997,492,0,3029,3879,0,0.894,0.903,0.613,0.823,0.831,0.892,0.955,0.767,0.147,0.303,0.347,0.233,0.394,0.462,0.726,0.584,0.89,0.18,0.33,0.46,0.29,0.41,0.52,0.87,0.71,?,42/01
4178,4394,640,0,4823,1352,3802,0,3362,2833,0,4770,1633,4336,1018,0,1468,6039,1077,3496,901,0,5600,9183,884,1195,0,939,820,331,0,1784,1189,0,0.952,0.925,0.954,0.937,0.885,0.983,0.931,0.736,1.119,0.941,0.948,0.544,0.506,0.528,0.882,0.96,0.79,1.15,0.97,0.94,0.6,0.51,0.52,0.6,1.04,?,14/10@16/01@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/16@20/09/18@42/25
4801,4485,652,0,5045,1156,5214,0,4265,3328,0,6946,1832,5022,1043,0,1679,5570,1250,3918,1347,0,2853,1771,836,1411,0,3232,4300,520,0,2370,3408,0,0.955,0.941,0.953,0.939,0.948,0.95,0.928,0.875,0.742,1.078,1.234,1.612,1.858,1.696,0.668,0.446,0.91,0.82,1.14,1.28,1.68,1.74,1.77,0.83,0.67,?,02/19@10/03/01@10/03/02@12/07@14/13/01/01@43/01/03/05@43/01/03/09
4484,3746,745,0,5633,1378,5020,0,5274,3020,0,5549,1542,3218,784,0,2094,5528,1430,2804,1488,0,3922,1740,665,1817,0,5459,3271,435,0,3203,2325,0,0.871,0.952,0.943,0.939,0.962,0.958,0.923,0.934,0.892,1.621,1.601,2.651,1.437,2.682,1.65,1.163,1.06,0.94,1.67,1.64,2.6,1.96,2.69,2.9,1.69,?,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
2355,2067,597,0,3844,1266,4353,0,2325,2287,0,4301,1930,5426,1308,0,1650,6256,1146,1926,933,0,3235,6746,848,1402,0,2191,7328,493,0,2451,7317,0,0.944,0.94,0.921,0.86,0.878,0.888,0.929,0.748,0.669,0.559,0.557,0.316,0.241,0.355,0.215,0.198,0.84,0.68,0.66,0.57,0.35,0.28,0.34,1.8,0.22,?,10/03/01/01/11@20/09/14@42/04/05
4343,4322,570,0,6045,1496,2809,0,3224,1757,0,5456,1704,3210,996,0,1415,2382,931,3864,952,0,7984,5803,803,1139,0,1624,604,305,0,3297,968,0,0.946,0.927,0.932,0.898,0.871,0.964,0.932,0.823,2.03,1.824,1.529,2.045,1.494,1.341,3.808,4.234,0.85,2.13,1.87,1.69,2.16,1.6,1.34,1.9,3.87,yes,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
2075,1670,687,0,2560,1299,1873,0,1863,1257,0,2560,1628,2312,1097,0,1460,2356,1012,2031,924,0,2796,2354,738,1482,0,2625,3761,456,0,2142,2339,0,0.924,0.893,0.879,0.858,0.872,0.954,0.939,0.834,0.918,0.738,0.63,0.758,0.836,1.017,0.591,0.56,0.89,1.04,0.91,0.76,0.9,0.93,1.07,3.77,0.59,?,14/04
1589,1147,544,0,1951,1134,994,0,1753,1002,0,2361,1574,1347,894,0,1333,1177,901,1661,938,0,1694,1169,710,1124,0,671,474,285,0,1259,534,0,0.846,0.945,0.816,0.811,0.744,0.929,0.903,0.787,1.784,1.301,1.781,2.22,1.574,1.647,1.815,2.781,0.87,1.6,1.41,1.73,2.09,1.53,1.54,1.06,1.49,?,11/04/03/01@14/10
6905,5962,742,0,4853,1222,6954,0,4824,8429,0,7184,2110,15455,1561,0,1964,27698,2080,4601,1764,0,2948,13724,1135,1265,0,2560,6334,482,0,2910,8194,0,0.956,0.949,0.95,0.96,0.921,0.938,0.967,1.031,0.514,0.438,0.341,0.213,0.148,0.128,0.316,0.243,1.03,0.56,0.46,0.36,0.23,0.16,0.14,0.23,0.32,?,14/04@14/07/05@14/07/11/01@14/13/04@16/01/01@20/01/10@20/09/07/05@20/09/13@20/09/14@30/05/02/24/04@42/04/05@42/25
1932,1382,708,0,2377,1332,1776,0,1858,1385,0,2466,1689,1914,991,0,1708,2171,1137,2128,1473,0,1408,1046,714,1238,0,1165,1266,504,0,1544,1345,0,0.863,0.912,0.878,0.863,0.803,0.753,0.936,0.769,0.737,0.632,0.73,0.733,0.549,0.644,0.619,0.601,0.97,0.84,0.78,0.84,0.91,0.86,0.91,1.44,0.68,?,99
2996,2233,886,0,3765,1480,2729,0,2488,1672,0,3792,2285,4208,1732,0,1811,16877,1769,2815,1869,0,1780,6381,1069,1333,0,2887,4051,480,0,3890,4739,0,0.926,0.932,0.933,0.884,0.919,0.88,0.939,1.019,1.01,1.107,0.538,0.114,0.077,0.099,0.605,0.657,1.05,1.11,1.14,0.6,0.12,0.1,0.1,0.64,0.64,?,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
2104,1368,742,0,2661,1383,1244,0,1780,1068,0,2449,1621,1491,826,0,1642,2256,1083,2855,1671,0,2518,2168,817,1838,0,1324,1084,524,0,1553,1001,0,0.819,0.898,0.902,0.946,0.897,0.921,0.889,1.114,1.25,1.138,1.107,1.016,0.731,0.576,1.083,0.901,1.25,1.67,1.27,1.24,1.19,0.94,0.86,1.36,1.03,?,16/09@30/01/05/05/01@40/01@42/04@43/01/03/05
1033,547,412,0,1295,1090,593,0,1610,1016,0,1816,1559,1161,951,0,1201,1000,830,1211,802,0,981,628,518,1789,0,5634,6079,442,1,1121,667,0,-0.06,0.222,0.32,0.384,0.491,0.019,0.223,-0.062,0.186,0.377,0.411,0.654,-0.116,0.025,0.85,0.289,1.06,1.3,1.07,1.22,1.66,0.96,1.24,2.57,0.9,yes,12/01/01@12/04@16/01
1093,567,432,0,1346,1142,660,0,1383,806,0,1761,1530,1071,913,0,1220,991,711,1212,734,0,1023,701,550,1438,0,637,505,418,0,1110,685,0,-0.075,0.386,0.505,0.238,0.499,0.11,0.639,-0.108,0.425,0.689,0.298,0.47,0.172,0.083,0.072,0.64,1.27,1.23,1.3,1.46,0.87,1.01,1.01,0.82,1.12,?,01/01/03/02/01@20/01/07@20/03@20/09/13
5728,6066,654,0,10092,1423,5583,0,6194,3605,0,10083,1791,4985,1050,0,1268,3942,825,6759,1020,0,8921,7245,793,1137,0,4018,2074,344,0,6514,2471,0,0.964,0.928,0.946,0.919,0.925,0.976,0.957,0.82,1.617,1.563,1.957,2.003,1.592,1.192,1.997,2.606,0.84,1.76,1.68,2.1,2.02,1.63,1.2,1.56,2.06,?,12/01/01@12/04@16/01
1191,695,502,0,1352,1124,696,0,1433,776,0,1805,1549,1115,988,0,1257,1022,828,1196,763,0,1012,705,574,1423,0,623,516,430,0,937,540,0,0.018,0.745,0.246,0.251,0.463,-0.134,0.195,0.019,0.716,0.396,0.53,0.599,-0.014,-0.125,0.296,0.254,1.03,1.04,1.45,2.01,1.47,1.15,0.87,1.02,1.16,?,11/02/03/01@11/02/03/04@32/01
1192,654,456,0,1405,1102,664,0,1406,835,0,1714,1429,1080,888,0,1228,1107,832,1278,853,0,1088,706,568,1399,0,620,521,412,0,973,560,0,-0.108,0.842,0.631,0.552,0.735,0.182,0.168,-0.104,1.055,0.665,0.738,0.805,0.298,0.192,-0.021,0.197,0.91,1.32,1.2,1.48,1.06,0.97,1.15,0.84,0.85,?,10/03/01/01/11@10/03/04/03
4253,4541,750,0,3895,1432,3552,0,2867,3755,0,4753,1809,4161,1082,0,1487,3413,925,4291,1156,0,6578,3923,855,1020,0,2054,2374,345,0,3954,4181,0,0.932,0.923,0.911,0.882,0.92,0.963,0.957,0.704,0.841,0.389,0.921,1.102,1.482,1.688,0.748,0.788,0.77,0.86,0.44,0.95,1.1,1.45,1.76,1.1,0.79,?,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
3498,2859,956,0,4661,1467,4602,0,3009,2794,0,4796,1973,4142,1298,0,1636,5234,1004,3400,1615,0,2427,2059,1080,1234,0,2473,2816,450,0,4187,4750,0,0.951,0.946,0.958,0.955,0.932,0.888,0.962,0.997,0.743,0.761,0.91,0.758,0.853,0.901,0.756,0.728,1.02,0.79,0.79,0.99,0.81,0.87,1.02,0.87,0.78,?,20/09/07
2719,1812,899,0,3067,1320,1671,0,2235,1455,0,3091,1499,1526,797,0,1754,2804,1084,2690,1661,0,2134,1182,726,1638,0,1437,1566,478,0,1521,855,0,0.865,0.942,0.92,0.955,0.917,0.912,0.845,1.155,1.446,1.144,2.301,1.393,0.288,2.165,0.657,1.157,1.23,1.47,1.21,2.18,1.5,1.65,2.17,1.6,0.71,?,20/01/27@32/05/05/01@32/07/05@34/11/03
6639,6670,1074,0,6797,1832,6171,0,6130,6578,0,11426,2547,6916,1638,0,2477,9026,1756,8191,1507,0,4212,3009,1052,1012,0,4608,4287,483,0,7812,4309,0,0.966,0.953,0.959,0.951,0.973,0.914,0.951,0.855,0.902,0.763,1.596,1.631,1.531,1.357,1.02,1.672,0.87,0.94,0.81,1.68,1.7,1.51,1.41,0.87,1.03,?,01/04@02/13/03@02/45@16/17
2923,2325,802,0,4273,1400,2104,0,2341,1872,0,3183,1721,1950,910,0,1941,4433,1278,2521,1649,0,1875,1340,757,2645,0,2060,1335,541,0,1746,900,0,0.848,0.91,0.944,0.893,0.939,0.946,0.896,0.828,1.655,0.907,1.25,0.876,0.637,1.153,1.587,1.826,0.96,1.83,0.93,1.4,0.88,0.89,1.23,0.61,1.69,?,01/03/07
1211,722,546,0,1247,1034,553,0,1433,847,0,1635,1388,982,820,0,1131,856,644,1409,851,0,1112,842,707,1281,0,584,491,411,0,851,526,0,0.297,0.175,0.317,0.154,0.427,-0.114,0.37,0.268,0.212,0.342,0.232,0.321,0.864,-0.098,-0.039,0.407,0.93,1.39,1.14,1.52,0.89,0.83,0.82,0.8,1.06,?,01/03@01/04@01/05/02/01@01/05/02/04@01/05/02/07@16/17/09
1793,1360,619,0,2230,1148,1622,0,1950,1257,0,2491,1596,2071,918,0,1366,2455,953,1659,796,0,2009,1735,671,1242,0,1089,1788,445,0,1288,1413,0,0.895,0.915,0.896,0.845,0.922,0.906,0.78,0.836,0.878,0.952,0.667,0.593,0.583,0.913,0.359,0.279,0.93,0.94,1.11,0.77,0.64,0.63,0.95,2.04,0.39,?,01/05/02/04@01/05/02/07
4416,4687,663,0,6612,1508,5320,0,4439,3834,0,5576,1796,6250,1088,0,1611,7702,1295,4055,996,0,6655,9258,755,1718,0,5075,5278,439,0,3992,5111,0,0.965,0.955,0.928,0.905,0.957,0.965,0.92,0.759,1.076,0.837,0.678,0.614,0.677,0.663,0.909,0.61,0.8,1.08,0.92,0.73,0.64,0.66,0.66,1.57,0.92,?,01/05/09/04@42/01
1664,1020,540,0,2644,1203,879,0,2358,1053,0,3068,1372,1908,734,2,1470,2039,911,2790,1207,0,2257,1145,667,2362,0,3597,1530,487,0,2084,808,0,0.844,0.818,0.923,0.985,0.947,0.935,0.907,0.925,4.09,2.189,1.12,3.219,2.393,2.407,1.102,3.686,1.19,3.61,2.4,1.44,3.33,2.44,2.49,2.43,2.71,?,01/05@01/06
13322,12633,820,1,20540,1346,5761,0,9601,3344,0,18580,2156,6364,1225,0,2531,8360,1308,8285,1467,0,8871,3966,788,1709,0,13219,2339,436,0,8328,1412,0,0.862,0.958,0.972,0.918,0.947,0.953,0.979,0.869,3.503,3.048,2.918,4.581,3.593,2.296,6.543,7.878,1,3.61,3.08,3.19,4.65,3.44,2.38,2.14,6.58,yes,12/01/01@12/04@16/01
2461,1903,610,0,4975,1380,3793,0,3937,2165,0,3807,1347,1823,683,0,1699,5199,1002,4153,1411,0,3881,2668,625,2163,0,3429,1888,447,0,1996,1004,0,0.924,0.949,0.951,0.942,0.972,0.968,0.935,0.956,1.075,1.663,2.048,2.043,1.884,1.36,1.823,1.986,0.97,1.11,1.66,2.15,2.05,1.73,1.39,1.05,1.91,?,01/06@18/02/01@34/01/01/01
1875,1239,611,0,3791,1322,2797,0,2130,1364,0,2681,1342,1778,645,0,1452,2138,898,2376,1196,0,2064,1566,626,1966,0,1621,1210,442,0,2049,1310,0,0.869,0.856,0.95,0.909,0.903,0.924,0.945,0.925,0.887,1.062,1.123,1.009,0.942,1,1.196,1.215,1.03,1.12,1.15,1.18,1.08,1.08,1.11,1.39,1.32,?,01/05/03@10/03/03@32/01/03@42/01@43/01/03/05
6708,7580,724,0,12602,1186,4549,0,4931,3831,0,10053,1614,5336,923,0,1618,9045,1060,5486,1559,0,5768,2704,870,1234,0,2911,1611,472,0,2058,928,0,0.948,0.951,0.953,0.949,0.962,0.95,0.954,0.737,2.636,1.115,1.949,2.083,2.576,2.421,1.895,2.257,0.79,2.74,1.16,1.91,2.17,2.46,2.46,1.64,1.98,?,02/11@02/13/03@02/45/15@16/19/03@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
1411,756,552,0,1674,1251,788,0,1482,752,0,1700,1302,1080,668,0,1494,3062,1031,1903,1198,0,1334,1016,627,1587,0,828,684,455,0,1166,879,0,0.254,0.665,0.658,0.766,0.609,0.677,0.18,0.393,1.137,1.035,0.801,0.12,0.43,0.421,0.499,0.062,1.59,1.65,1.61,0.96,0.21,0.69,0.66,0.7,0.79,?,34/11/03/07@40/01@41/01/01
